z,M,phiS,qS,SNR,h_inj,luminosity_distance,z_cut,code_rev
1.0672261413586164,164198.84460792085,5.504390397447977,0.6176068634400568,4.051761925636833,0.73,6.987553852424211,1.5,da88c5064aa0a49c0d86be42be1a5027dfd7c893
0.642928284889784,366725.28260859626,2.4367271366594956,2.2395988584293574,9.109643392730936,0.73,3.726058690952209,1.5,da88c5064aa0a49c0d86be42be1a5027dfd7c893
1.3781233412460483,438885.99975130224,2.6414904087675017,0.8901995039986691,7.761842936484246,0.73,9.615053978237956,1.5,da88c5064aa0a49c0d86be42be1a5027dfd7c893
1.2437377503568898,997736.1432290745,4.029568793693906,1.6450835053188138,0.2368200566292076,0.73,8.459362245626345,1.5,da88c5064aa0a49c0d86be42be1a5027dfd7c893
0.5921307007323998,72285.94239114056,3.4391468976937327,1.4022470186263913,2.2862594236464737,0.73,3.3686779247336482,1.5,da88c5064aa0a49c0d86be42be1a5027dfd7c893
0.6997414243922546,477443.7247586421,5.8747513766361426,0.586033464773689,19.680630433783907,0.73,4.135337020191169,1.5,da88c5064aa0a49c0d86be42be1a5027dfd7c893
1.2895028792886487,100130.10346916012,5.917891226641782,2.4106828673913308,2.2852705722226223,0.73,8.849755583576185,1.5,da88c5064aa0a49c0d86be42be1a5027dfd7c893
1.154380302828437,743826.316079357,4.5948867267342495,2.485699432750792,1.4700182630049046,0.73,7.7072490209805045,1.5,da88c5064aa0a49c0d86be42be1a5027dfd7c893
0.6469858973010534,818301.8862016115,0.9426246589146737,1.479266100029243,25.101227524595966,0.73,3.7549613861646516,1.5,da88c5064aa0a49c0d86be42be1a5027dfd7c893
1.2275912745283606,327360.16365118965,1.53767056947875,2.011103304780458,8.076171659799787,0.73,8.322446986958107,1.5,da88c5064aa0a49c0d86be42be1a5027dfd7c893
1.3565175135042071,340051.6022232085,5.27232458572699,1.0772018257364802,7.498136204155433,0.73,9.427376169096135,1.5,da88c5064aa0a49c0d86be42be1a5027dfd7c893
1.3529804466431292,76695.92517977771,1.637530956747459,3.042898507427471,0.7660369042290124,0.73,9.396717730498866,1.5,da88c5064aa0a49c0d86be42be1a5027dfd7c893
1.4704165938807527,96624.2189963359,5.911518921940332,1.7562447879667122,1.4440560888112834,0.73,10.424306498660124,1.5,da88c5064aa0a49c0d86be42be1a5027dfd7c893
1.2524460053879392,282812.69868571614,5.363846744822638,1.2059937401806047,1.467029142584776,0.73,8.533384157741297,1.5,da88c5064aa0a49c0d86be42be1a5027dfd7c893
1.1631387829482487,561489.1081357134,3.5018777886451753,1.1568210038255156,4.947693632713529,0.73,7.780351498277414,1.5,da88c5064aa0a49c0d86be42be1a5027dfd7c893
1.134730480692664,274359.63192428264,0.12073501326327712,1.0261808495561904,2.0568359461631736,0.73,7.543747285793672,1.5,da88c5064aa0a49c0d86be42be1a5027dfd7c893
