detection_index,cond_3d,cond_4d,excluded
0,6.590377948049725,74806936665.42137,False
1,34.11613913693758,105218792693.33105,False
2,21.45526038326414,180275390744.30606,False
3,1.9097441980271235,20639910619.136086,False
4,31.103466028961712,794791892683.6228,False
5,14.35199700012631,38391457574.8841,False
7,11.745021062310904,362173777849.9248,False
8,28.537465397846173,154538105640.93347,False
9,8.127662809674623,806034316401.2526,False
10,40.68984170357016,1007247722554.9021,False
11,10.422145996862772,15881857516.723429,False
12,44.91823674958775,146913137528.2557,False
13,8.38195862674109,17197268046.78724,False
14,37.50241407425718,90944455633.08441,False
15,8.748004247909279,19954850059.980995,False
16,94.27305416248745,477405759091.6318,False
17,199.60143453320597,230886418957.76923,False
18,5.912233481014525,56149167023.30549,False
20,2.051370064978106,123982650247.86487,False
21,8.35686351384367,25384012701.471966,False
22,1247.5098917480332,1999085332839.584,False
23,247.08615569807606,274417970830.16223,False
24,23.60089623387801,114170110740.88219,False
25,81.56822071085291,484143854299.10815,False
26,28.810969440655697,261334918717.68915,False
29,339.4111009397597,196980633739.82257,False
30,119.04263888809295,84748904515.39113,False
31,135.20693912812223,2515505801543.9805,False
32,31.55779586007274,153472784905.5402,False
33,143.05938326940756,425110029138.94885,False
34,6.355687309615504,8939403164.56811,False
35,21.141585316923894,101278101819.4487,False
36,132.63610438296055,652223937583.062,False
37,27.444591786247468,173826877939.19485,False
38,14.957570177982332,15528632957.145748,False
39,11.69285302781677,50631045696.725365,False
40,91.35693698192641,563168619725.5216,False
42,163.87990862638208,491943419921.56573,False
43,22.40357878276753,27093062811.285366,False
44,67.75972712256643,365537880860.3482,False
45,128.9538958596453,37640725220.4282,False
46,134.77701204768093,1139714609280.8984,False
47,14.969119784980835,29134721472.12221,False
48,467.76376024350606,15645153530766.771,False
49,444.0523271931251,3071996415413.011,False
50,23.59260787294946,419418895220.8334,False
51,5.287712802298824,10072345748.376005,False
52,103.04850259449644,377473353868.2972,False
53,172.14371070138168,1590688952501.0674,False
55,18.306459338203318,315103985011.56537,False
56,177.4248081596719,1678890388490.925,False
59,54.53641662590539,289235874178.82666,False
60,4.672980145734115,33935213405.77911,False
61,65.30736888398512,880605879094.6094,False
62,27.700122599093213,37423231871.90712,False
63,20.105655347941067,96655604980.55745,False
64,26.702947220617947,282097733209.8627,False
65,74.24547103985019,6525789172.158629,False
66,4806.84236149616,8012498290365.863,False
67,49.24446742407626,91695529933.31117,False
70,33.359420024791646,6088788983.779666,False
71,55.79569362802792,21215521387.46452,False
72,281.00770529477967,1285885074203.8735,False
73,93.28924633672335,2193145739261.456,False
74,32.764228438204,50129475092.92273,False
75,131.00685928806092,144569844151.66992,False
76,27.3418396119975,100245686141.84256,False
77,17.754278629007214,59052953719.27242,False
78,520.6320289975828,12824339235293.055,False
79,33.43673155963227,395037969247.09906,False
81,13.502171438537024,79021494122.42293,False
82,10.138686171551173,4803058214.550127,False
83,46.035015716830486,622386049240.6726,False
84,6.731099729533108,7355251314.602787,False
86,11.10094298251147,68337819617.57569,False
87,56.2405244304933,210041656538.29022,False
88,207.3835367655586,1081040617176.4059,False
89,1.6901846261814186,100146073384.64977,False
90,14.25886662485248,49629178566.36351,False
91,194.8796065575429,3907774584586.167,False
92,135.87100456588345,463960847318.1081,False
93,4.7656368031239715,29163970918.4515,False
94,57.32552294200495,208064510558.0233,False
95,117.55953258365939,139262478800.50076,False
96,186.5155280311293,23924249856.389114,False
97,72.01076701555405,1592564696031.066,False
98,34.85864926083904,279492199718.14777,False
99,70.28512778529308,342180176541.654,False
100,130.94099422435048,735988634348.0532,False
101,271.52677270217333,365285029248.93024,False
102,216.6415323559238,2897247141502.499,False
103,163.42612813694942,608121762368.7906,False
105,106.51185304044714,155564949490.76175,False
106,9.930437965338115,18593221585.952236,False
107,2.0401735051526755,34754469374.32385,False
108,336.7465770640972,726336217411.1951,False
110,52.6438734317188,115938783001.71983,False
111,98.4672563369398,25289473751.73458,False
112,62.4428178112553,271227213137.28635,False
113,2.700039347014038,5769030001.285616,False
114,30.05104089158964,89558346938.45143,False
115,9.03653502849946,123887205014.76932,False
116,38.42301577936273,141331768930.28976,False
117,33.3725415178201,2232080661.0106897,False
118,104.96521045955797,585575095963.3384,False
119,164.5947605350505,371921753799.74554,False
120,13.771151836957404,165505583909.0274,False
121,185.31595421257478,5572436965393.644,False
122,2.678256950175338,177564071662.54495,False
123,5.251950890504021,20717048242.384186,False
124,108.80667157263021,916863703982.9231,False
125,340.7192646969873,422535483234.34064,False
126,40.00789789829607,132548332989.09583,False
128,14.040698733795779,5419303593.823913,False
130,7.553959319463736,43561605461.42536,False
132,96.63145830691317,59776219596.13639,False
133,110.86216407305454,121298246807.25194,False
134,30.822183794118203,17742068578.339264,False
135,88.90258251345675,14161098875.506279,False
136,13.560419540952198,25104724767.934834,False
137,195.11257379342587,2620570954135.105,False
138,4.750022787041772,8382469563.013133,False
139,24.800982571379205,55718346464.295044,False
140,82.19676818102394,23474332928.096836,False
141,39.23395714242702,256419256441.32266,False
142,15.17895774883429,89993132002.24823,False
143,7.840012266596306,30090824260.26217,False
144,12.143543889085826,268133914700.60837,False
145,8.563328956760772,113175271364.38266,False
146,9.596348727119501,120636424884.0857,False
147,10.179263080694737,47922363619.92603,False
148,79.10687337475458,81569099757.39055,False
151,583.3469678860417,1707638213599.1243,False
152,40.756979840272955,47898644423.12087,False
153,11.883176786218874,148561544003.79172,False
155,45.156045811271035,46889775314.83343,False
156,19.312781881362923,60172900569.16164,False
157,161.45307234771286,439077477482.26013,False
158,44.99323593536921,387580365394.92194,False
159,179.4827036613373,853807549945.8412,False
161,52.02824863317049,6319751447.217446,False
162,113.62173109481498,330070806103.3611,False
163,84.09087240108948,303546656751.763,False
164,107.68281192256356,53392482179.16591,False
165,12.974794575923202,21730371167.148537,False
166,10.075754098741541,19683586285.581085,False
167,14.511019879187982,61485333284.170784,False
168,52.346639996718174,127606089022.51501,False
169,40.98532475278524,2668759893500.503,False
171,27.26435084724465,140838035599.86575,False
172,27.71201206426637,109961575122.39601,False
173,4.117177147764824,8969097214.576645,False
174,123.81929473647797,379374345002.3359,False
175,13.850686034139587,187557895384.59464,False
177,166.1479701416423,82148148527.09274,False
178,13.067635478768135,57629736690.68194,False
179,24.544197229468935,39020203758.06951,False
180,34.12922618239217,29482934143.939995,False
181,22.443207217760826,433793967354.20056,False
182,3.7637554750937445,36170636140.57294,False
183,11.036799225160193,74666872983.15802,False
184,49.48890731188168,20894856533.38609,False
185,2.9832405146318415,124193998721.29071,False
186,5.7582494164458575,13354624618.458769,False
