detection_index,cond_3d,cond_4d,excluded
188,245.98464830691705,1451721658022.4868,False
189,33.550771103712535,130971431934.26169,False
190,6.521608481892684,6434407753.647128,False
191,216.71421286088375,354371184033.3001,False
192,2.590876946241321,7623027167.585685,False
194,87.82142991931403,2147270112570.6475,False
195,1.9212380401108458,4872538856.933717,False
196,38.370203176683155,69964258998.20663,False
197,51.757580164284064,193595764874.8702,False
199,4.657701877940973,17304476411.088314,False
