M,mu,a,p0,e0,x0,dist,qS,phiS,qK,phiK,Phi_theta0,Phi_phi0,Phi_r0,delta_M,delta_qS,delta_phiS,T,dt,SNR
6153222.031233218,27.58921774272558,6.730754390503586,10.491250773591656,0.6214205836939731,0.1555883523485071,1.3594762401997065,-1.2130313728134698,4.819297557371997,0.3262468445533026,2.515018764795144,4.929300342299615,5.426371443777389,0.4468247042183162,1.9075073000226048,92.0638661344688,168.44265400129837,0.9289737162294855,60.0,0.0001100595414906
4789275.733124025,66.24025288504085,7.034611607582914,14.87703789688834,0.3333162243180936,-0.7849519410451449,1.353678798448635,-0.5762165069944833,6.029933526863709,-0.2477814166945731,1.0224636870978143,4.25373025253796,3.6451953989091512,3.230025278090168,1.885159336441409,42.53866834309632,420.95496527830846,0.9896157734255993,46.0,0.0003734417726306
8233176.728438656,7.69568762728319,2.759472887358344,10.884481271878304,0.0584579159031503,-0.1936673529618926,0.3263943620534406,0.7059565932063165,1.5538778750907467,0.0282310658184354,0.2242318440758852,1.8248104551139028,2.635587301807456,5.272443388952653,53399.72481792989,328.39297341725086,12032.958131132653,0.9108644201674234,82.0,0.0001241420777422
741419.0525789813,73.49846033804056,5.009786007487341,12.864159218395448,0.1330565230461442,0.5326955669702993,0.4748631106210326,0.2026913560435357,1.755385816621402,-1.4664047087954573,3.796103950144059,4.486868974246274,4.798027370954049,4.190652567039989,0.0001782649597267,0.6918834476224143,0.2761959019262885,0.2778690097937993,75.0,3.9550060205692
2216874.158400347,60.02642670869513,5.699482110323968,10.402906720441544,0.694711315417803,-0.244371648141777,1.508010574010851,0.7579515605076987,6.268171276767972,-1.2142692135239934,1.027411273225934,4.57755317145361,6.205961514145342,3.1110981257218016,0.0014825249250517,2.62942056151314,1.6919187002284704,0.7958158775177108,91.0,0.220049853839409
2587100.131561164,17.33881374908066,9.850519738906865,13.333991928631535,0.0243237419293787,-0.8081706008796927,0.6170657974260869,-0.2929537796870032,5.162361947608031,-1.0024039840059662,3.2848411436462044,0.3008091106408327,1.7719768698221945,5.97186725920884,0.2134234690666724,48.78928834634824,32.965583392272514,0.8477556359075407,30.0,0.0025731730727094
146602.21888716443,85.48900334314582,8.832768422104035,13.509866815298135,0.4652536500916935,-0.7519971546454003,1.4585225054342137,0.690785898691261,1.436577559604482,1.2513259445747598,4.902289294438139,4.636698304687351,0.0657696116451867,5.979793376101368,0.0017817009998466,0.3017236845288747,0.2532345277196298,0.6191914988703437,70.0,1.5766952151755351
5802221.035018924,72.9183479374119,2.095729523748685,13.53842596200288,0.1646772283501227,-0.4184028276988101,0.9333438322343168,0.3256184663079706,4.041222698195294,-0.3316159061867243,1.383731755289633,3.754443052977056,5.293047892564931,2.2705457544151626,2.189843815483558,14.03808998682999,170.46778715929665,0.9021510120063676,48.0,0.0016437600915925
9516689.22141161,79.36387612094494,1.9478973596740912,14.244399533344245,0.0179937206802322,-0.6860729639506848,0.1774049380105238,-0.0133999188853937,5.950174009783891,1.3854953935310037,0.8749368192372976,2.2769612356369544,4.8286155619762585,0.3930085314057738,25.841485562857144,114.76719233666444,44.06251770125958,0.9981365295999088,97.0,0.0003295691090134
6155402.783013462,15.697404049584584,7.583719701548795,10.203482356518396,0.079420251776985,-0.7925168551720636,1.1783618972554315,1.3511001717549966,2.9080606768404262,0.2957741011231196,4.829440079419262,2.426255275199051,0.2090852201519678,3.836654693572727,11.80419620943124,90.42388818013592,309.1894129850872,0.3688029316999947,19.0,0.0003454386784225
7769320.432139843,3.417498631484692,5.646596593716044,14.538980822858978,0.6836544994410847,-0.6969671586810604,0.2998158199166016,1.1163806664937468,5.886235983274743,1.454007887835048,5.633385720712602,1.17428738963379,1.934790007573924,3.4130244889497208,93456.25464342556,333.0643156309162,218.09861963417265,0.6286350449156524,39.0,2.3895210907846947e-05
7198977.476091292,48.359821117300335,9.819410222784263,11.65495879147372,0.2616730041416417,0.0224998003630791,0.4670693245616097,-0.1721843733029791,4.423449935108767,0.5033672274457635,4.562681598672126,4.186404584568197,4.035249984542358,6.170037264054345,10.724019767779126,36.22445990036742,28.55389771209628,0.7843272078150275,73.0,0.0019155657654486
4478982.200587644,57.46849642676541,4.875898016414589,13.208312235181516,0.3502031620778955,-0.1717853896805194,0.1112646604663096,-0.6498543271300047,2.61558695270908,-1.0523123631748317,4.823655970131384,3.078149759161021,3.3195011633540226,2.5874077714954486,0.0098848255209497,9.022476468827715,8.241806064625251,0.8224845936841537,79.0,0.0097616132598551
696224.5084208649,90.289360712838,4.444163839895775,10.688206679815352,0.3442067693917499,0.6674462722579726,0.8822711137531936,-1.4879227966153177,5.840901657976864,1.2965705400012877,0.6435291428680237,2.899144196713906,4.045995875728344,4.423628245633406,6.409105796827784e-05,0.034422116188438,0.0266071897997423,0.4013526041764308,18.0,1016.3512277463984
6848694.522894246,12.55122074535179,3.715587883549094,14.300218627051052,0.1757539970423309,-0.4438684780390065,0.0363553632287292,1.515559904805608,3.167948907326498,1.364929063977935,5.726572408081709,2.514904353290072,3.667521856719218,5.378994023678863,12028.91044333036,12.677754482776912,34.06618567224972,0.4830662894441413,83.0,0.0091587708386495
7619159.114871298,25.326273786528223,0.6190611596491746,14.102076585184475,0.5709194081664614,-0.6776139685592715,0.1879887832875426,-0.6270052375032915,6.1056946327072925,-0.7913715710920589,2.9985882404304065,1.2111121206019486,1.1819683200779656,4.516490928488524,34662.56017260549,35.49877023180245,16.061542108357962,0.3409074381675794,36.0,0.0007616385511202
5868945.328401766,25.430760485633243,0.1753008161845104,10.080387446882725,0.2765639584656785,0.4477499948670809,0.5262893804711839,0.8006546924802134,3.939250855383225,-0.3698191174194689,2.182488064596696,3.900710046293965,0.7511300579490984,3.76315640827316,5.069450064037241,34.35464404326259,95.73689035755469,0.7419264464749166,26.0,0.0086373287224524
9970916.42027812,76.99049281548893,1.5420611656570138,12.525017811450978,0.4267072256226255,0.2804431820390596,0.1329252171015198,-1.4817026618056277,1.9596419494550177,-0.0985754407377406,2.5834216054771155,0.7512966422484733,0.0307864932819742,5.199100458813375,672.6979910300752,9.98898002254045,132.11570424037137,0.2550759208918322,37.0,0.0048644411144075
9924015.02642423,50.70028851104723,9.86801625023245,15.542371681434032,0.1266966401075243,0.7767021289287566,0.803443473105131,1.5344477073306029,2.703066829424579,-0.5685068066804262,2.1222765902112504,4.277918269600927,2.3443162752459044,0.9201090967647788,126215.80739512746,325.90324657847424,497.4059987954278,0.7525000465918317,89.0,1.6728971703812638e-05
6665879.664787351,58.79312774077506,1.394954259497876,15.223939751152407,0.570727853668735,0.0140026911361785,1.1378948480017823,-1.191242436507014,1.2843220699861737,0.9736089131581652,4.129850671676406,4.012814747646758,4.5605349143618925,3.06151133104326,13.359526147794073,63.60470115806996,86.94535936618384,0.387006602941742,28.0,0.0002407029572823
4784547.793179891,47.42015123106842,6.223789129365635,13.38943604629965,0.5351455408156884,0.0114093731193081,1.876567907086756,0.1841770212599607,2.2306000438196465,0.0403317860971017,5.599222797778474,4.123172384356687,5.626336144618171,1.6948125457775496,26.50776265591287,260.1233273585111,516.5606129289106,0.5275427056209359,92.0,4.2425652989181615e-05
5392828.385032496,40.3351062050406,9.818926108811096,12.958292416165069,0.0508357306996833,-0.2390010473031372,1.9540918029759435,-0.6539450038994876,1.766053180294912,1.4153913741981403,5.888767527846505,1.898041720789185,2.559176215125626,3.99545455510988,8.759429806640474,220.91189998981773,145.92497089545677,0.9195158933264544,54.0,1.9579811884493943e-05
1326556.6038616567,40.77591617430341,3.1236033474995017,12.750440197613766,0.3013125367479062,0.5435715054559955,1.0343297801742122,0.5201797727266686,0.5520582240852188,-0.380803836763752,5.004584456177873,1.5689248510220006,4.675541110283011,0.8987963522220255,0.0016879316338242,17.47434600695288,51.70370282147534,0.2698897137223711,70.0,0.0058123156901249
9899207.46364986,34.10326557795535,5.164813924227996,14.115485305225032,0.0099043086406277,-0.2976566207023474,0.0076740009305038,1.2123051192577714,0.8803054969907026,-0.3147695724299453,4.802931196589825,6.021813703838967,1.230024827980965,2.9726509803979235,1355.4341499176437,4.179087901568962,2.5040586861949508,0.4017644260583716,56.0,0.8661793912772134
1541243.0056681195,94.06261525335393,0.5215115819036198,12.930930698684094,0.6548520279017706,0.26032840806050395,1.4845559350521984,1.5010413695668858,2.8518320871016076,-0.2445930325341512,4.205221348028183,3.168296713912334,6.2533059648563665,3.75405088088902,0.0008596521765202943,3.918829685055588,15.777830845195398,0.9503131084821812,74.0,0.11224295119623875
