event_idx,C1_in_catalog,C4_z_gw,C5_log10_sky_area,C8_cone_outside,C10_log10_M,C10b_low_M_timeout_bins12,C11_log10_snr,C2_hosted_exact,C3_hosted_rel,C3c_log10_f_cat,C3c_censored,C6_mass_window_retention,C7_log10_n_cand_1d
176,False,0.35722157845928393,-3.1230683746178096,,5.678145822705815,False,1.3372934777582055,True,True,-1.8997169389210131,False,0.9981981981981982,2.7450747915820575
177,False,0.888259473892267,-2.785437237260383,,5.973936821416736,False,1.3308755704697124,False,False,-320.0,True,,0.0
178,False,0.6895440238227842,-3.1416548328350697,,5.856441932093057,False,1.336482936695418,False,False,-320.0,True,,0.0
179,False,0.4937430547886272,-2.5926186637108724,,5.631834065653073,False,1.3294684220540385,True,True,-4.83655419802982,False,0.9966887417218543,2.481442628502305
180,False,0.5739843508954564,-2.9469169149937526,,5.7331712398449675,False,1.5141512214373125,True,True,-5.798407568757083,False,1.0,2.0569048513364727
181,False,0.7156699953807448,-2.194187825773556,,6.068202587967842,False,1.422257653255199,True,False,-17.81601523893443,False,1.0,1.4313637641589874
182,False,0.6522158298607931,-3.443165981909124,,5.808898253742937,False,1.4818876558075305,True,False,-20.742129822110456,False,1.0,0.9030899869919435
183,False,0.5454273121884211,-2.1193450398370457,,5.815151434898527,False,1.5459694694451338,True,False,-6.060735266825272,False,1.0,2.888179493918325
184,False,0.1622068906858631,-2.9965026988824794,,6.194376296968216,False,1.5656227325489402,True,True,0.35496803974759955,False,0.9686274509803922,2.4082399653118496
185,False,0.36389014248888,-2.631022934374223,,6.046363871880319,False,1.5526238950080826,True,True,-1.8625865515446545,False,0.9993368700265252,3.17868923977559
186,False,0.5807282601266556,-3.653101698923264,,5.719798204666136,False,1.5065437704368678,True,False,-15.240481086652565,False,1.0,0.6989700043360189
187,True,0.10179752534872573,-3.382239560189288,0.0,5.893124223691657,False,2.1072973581586973,True,True,1.0988810417580315,False,0.9382716049382716,2.6085260335771943
188,False,0.42599525918386,-3.6459256244815967,,5.618608202577148,False,1.6332117506705386,True,True,-3.6599498549376173,False,1.0,1.9084850188786497
