event_idx,influence_2D,influence_1D,rank
0,0.00010392863724062451,0.00012974145835153994,707
1,0.0003159219222839127,0.0003643279804934618,79
2,1.3565902430401344e-05,3.375223756374446e-05,951
3,1.6295117009623716e-05,3.669283100804499e-05,945
4,8.387466775383601e-05,0.00010256872080494084,766
5,-0.0005646612242997673,-0.0005437671418807577,1529
6,0.00034764187605540453,0.0004025284589848077,26
7,0.00017972906318752813,0.00021043591399017014,501
8,0.0002182677079697326,0.0002520847158580253,369
9,-0.00016735669901457584,-0.00017660466055080537,1219
10,-0.000263772570093912,-0.0002932116501661586,1311
11,0.0002092134349483965,0.00024227948849087078,409
12,5.064076404837081e-05,6.459135521297288e-05,855
13,-0.0005831256605004498,-0.0008788415222251711,1535
14,-0.00012474893320657543,-0.00011997762234539078,1160
15,0.0002903263625837482,0.00033396358990711583,133
16,0.0003164863763782666,0.0003639121840318671,77
17,0.00023300121563119003,0.0002698392380586778,314
18,-0.0013946837210365715,-0.0015736680644635737,1586
19,0.00026166518519021853,0.00030136745632558526,208
20,0.00020330858736128388,0.00023415769221313276,426
21,-0.00021631038315705897,-0.00025406360913982073,1274
22,0.0001470949471473748,0.00017553682741788812,587
23,-0.0006405766988394346,-0.0007030257229986292,1543
24,0.00014315436373035784,0.00017153016852433645,597
25,0.00030411552801934416,0.00035137879082192125,103
26,0.0002931721783513419,0.00033740923511893506,124
27,-7.910306007008483e-05,-6.956431924909356e-05,1111
28,-0.0004088928846487372,-0.0004997301689901867,1430
29,7.233305228249165e-05,9.222857962842834e-05,792
30,0.00011461965080439285,0.0001373814822037689,679
31,0.00012605454157121887,0.00015102925217724827,644
32,5.742853840950968e-05,8.122709776692272e-05,836
33,-3.5880310150004924e-05,-2.933839186647358e-05,1049
34,-4.945625752972305e-05,-4.884003962823957e-05,1070
35,-9.773911375476896e-05,-9.042391525959648e-05,1135
36,0.00020836684716918352,0.00024147434418975156,411
37,0.00023479688773309082,0.00027091202407936166,308
38,-9.818638028469273e-05,-0.00010045817921722211,1136
39,0.0003327962706964893,0.00038432166309865234,47
40,0.00028274757936319617,0.0003268717022498757,154
41,0.00023362430182827243,0.00026950662027835914,311
42,0.00026188331032761525,0.0003021926778375983,207
43,-0.000612437338141647,-0.0007185492195539434,1540
44,0.0002394484366962102,0.0002503545896586079,289
45,-0.00010929710305751517,-0.00011432205756711777,1149
46,0.0001318013081456071,-0.0001687593566727097,628
47,5.33462580661892e-05,6.963061724207797e-05,847
48,-8.634335747548239e-05,-7.771643261622607e-05,1120
49,0.0003312088039972849,0.0003814145943944469,53
50,-0.00036195525291260466,-0.0004136863616159836,1387
51,-2.5159282224240798e-05,-1.6909007089505046e-05,1032
52,9.26537715630893e-05,0.00011833921090376176,742
53,0.00023093190233325345,0.0002664386114460404,321
54,-0.00038745938301965044,-0.00045424470924160243,1416
55,0.0003738134725950193,0.00043363414169805825,10
56,0.0002526441364629761,0.00029163266462928217,244
57,0.00019701475138478308,0.00022916931627958714,449
58,-0.00012845763267621546,-0.00013429821928467867,1164
59,-0.0004570917293987842,-0.00045605201189624633,1465
60,0.00014411373440115227,0.00017038182982953565,594
61,0.00012699762456835906,0.00015439554072405048,641
62,-0.00015702230181868782,-0.00016006149886815813,1204
63,0.00032664614761857,0.0003802020511012305,57
64,3.6354020677586973e-05,4.9513158982938954e-05,900
65,0.00018825482560180795,0.00021644485698912863,477
66,0.000127812675155492,0.0001495600049893353,638
67,-0.00025273226042754615,-0.00026965744682094783,1302
68,0.0001859723117086931,0.00021696139304405726,484
69,7.384110219943452e-07,1.4884806586179522e-05,980
70,-0.0001932063819490848,-0.00020944106140508012,1252
71,0.0002419091346033131,0.00027770841490493137,280
72,3.080540748812144e-05,5.2356535280462246e-05,914
73,0.00019901736509464474,0.00022944546844561042,442
74,-0.00018156373047950591,-0.00019508822601821407,1237
75,-0.0001338486543361883,-0.0001376832247617088,1172
76,-0.00043856828712474094,-0.0005258080896090034,1454
77,-0.00012976979578560588,-0.0001352459011081386,1167
78,-0.00041142437562546874,-0.00043084839539875297,1433
79,0.00011734036444288609,0.000139430427814502,665
80,0.0002879992922717456,0.0003314864951220464,141
81,-2.0461109516922704e-05,-9.491875561096208e-06,1028
82,0.00010607495426895319,0.00013228012902455344,702
83,2.0959613757032258e-05,3.529858361128735e-05,939
84,-0.00042123346387867855,-0.0004896613940568173,1439
85,7.505811737595902e-05,9.39297553606e-05,786
86,8.610130716779629e-05,0.00010750827735372948,760
87,-9.074493363414593e-05,-8.269491237444804e-05,1125
88,0.00012896774202397765,0.0001530876286305327,634
89,3.182992672390306e-05,4.509329696822384e-05,910
90,0.00029454446945331725,0.00033966754151837364,121
91,0.00029915521071666173,0.0003459421457422396,112
92,0.00020868240036397978,0.0002415100739076026,410
93,-0.0005635575609650445,-0.0005375849671805932,1527
94,0.0006415067869585123,8.748955739623643e-05,6
95,-0.0001811971819424274,-0.00019282547449728238,1236
96,-0.0002718079066047485,-0.0003778305073013355,1318
97,0.00011713036053806469,0.00014010999130309454,669
98,-8.533229705798284e-05,-0.0003641649698824523,1117
99,0.0002921203890332569,0.00033611191254323547,126
100,-0.00013978038489903533,-0.00014697480139269636,1180
101,-8.356030061440478e-05,-8.405959513790862e-05,1116
102,4.534340596462627e-05,5.880657833501335e-05,871
103,0.0002581065349956946,0.00029805166689800267,221
104,-0.0004851116317335924,-0.0005509890561663511,1486
105,-0.0003343272409817022,-0.0003315966493721012,1366
106,9.006824404245162e-05,0.00011516987916904142,749
107,-0.0001408920453340734,-0.00019215706600650417,1182
108,2.6258130338074892e-05,4.764431545534187e-05,926
109,-9.607691852864253e-05,-9.422817263537997e-05,1130
110,-5.100271695113179e-05,-3.796844896430951e-05,1072
111,0.000326238591276673,0.00037560817533965896,59
112,-9.77095926613103e-07,-0.0004825370263820128,988
113,-0.00038272268087169437,-0.0005569382145808044,1412
114,-0.00014173429057129372,-0.00045905058574946533,1184
115,0.00027223018543764965,0.00031330783971250664,182
116,0.00017488197030668395,0.00020501165390607312,518
117,0.00030211124820467283,0.00035578885825704454,107
118,-0.0009620144102924222,-0.0011011906229235757,1574
119,-9.713176460468542e-05,-8.976396851567703e-05,1133
120,0.00018363925310849183,0.00021476208819271037,492
121,0.00015503011046358317,0.0001822635706064668,562
122,0.00017519307126601102,0.00020538046032736457,515
123,0.00019153640203195543,0.00022400424934299057,468
124,0.0002478873956830441,0.00028615041879720415,257
125,-0.0005841767413118371,-0.0002752608907238274,1536
126,-0.00022597199498131104,-0.0002776797502732631,1284
127,0.00011179863191113082,0.0001314350668456532,685
128,9.59958584507703e-05,-0.00032155837600589265,734
129,0.00019386615908223437,0.00022465331672194555,458
130,8.295541268987794e-05,0.00010273308886521448,768
131,-0.00022221853456427798,-0.00032371839954603576,1280
132,-0.0004148488681882112,-0.0005369448612616567,1435
133,4.801047923985724e-05,7.081189017354994e-05,861
134,0.0003062184105806498,0.000354602639158097,95
135,-0.0002815266154123641,-0.0004257111912630007,1323
136,3.142529000088601e-05,4.3728693470690416e-05,911
137,-3.5180638724430224e-07,8.072424594440797e-06,984
138,-0.00026778226684509576,-0.0002951278582089545,1315
139,0.00014325977258489164,0.0001715855577282266,596
140,0.00020481003143935084,0.00023737449167804403,421
141,0.0002396248397897871,0.00027851200064688,288
142,0.0002490726438083568,0.000286825234805943,251
143,-4.435948191883199e-06,3.778383568464605e-06,997
144,0.00010824859750580007,0.0001348683344130075,694
145,-0.00015900938574253676,-0.00017085961204010847,1206
146,4.714141977546493e-05,6.976256120194702e-05,865
147,0.0002792528092692148,0.00032197669733191603,159
148,0.00030777781748125843,0.0003532698524397748,94
149,0.0003004792119095656,0.00034574858704139455,111
150,-9.623369231936962e-06,8.348315210571222e-06,1007
151,-0.000138594926528679,-0.00013352811990330338,1179
152,4.476171967116027e-05,6.069660924845621e-05,875
153,0.00019728730209755962,0.0002291787771203646,447
154,0.0002574668342857356,0.0002979062104385699,229
155,2.050644196560647e-05,4.136719275105172e-05,940
156,-6.0110811976099576e-05,-4.860472405598948e-05,1085
157,3.221301800082621e-05,5.391379040042832e-05,909
158,-0.0002396862652263021,-0.0004564809599623132,1292
159,-0.0004493864787072921,-0.0005282148937010289,1458
160,0.0004075247759147693,0.00047065744551755273,7
161,0.0003367984589712769,0.0003894432862842079,41
162,6.83679606325871e-05,9.286429071642122e-05,804
163,-0.0003752620423702613,-0.0004005151588390987,1405
164,1.4332457853427627e-05,2.5569497987931733e-05,948
165,-0.0004244910533011126,-0.000484091909362383,1442
166,0.0001900985343371575,0.00022145670176021426,471
167,0.00012321610055598953,0.00015036385801636687,654
168,-0.00039601399687161365,-0.0004460643549111243,1422
169,-0.00037509582576178424,-4.7929211390740356e-05,1404
170,5.143892983050513e-05,6.76277758993038e-05,852
171,-0.0010270376778904744,-0.0006950964965688478,1577
172,0.0003197576256472878,-8.233803167823073e-05,71
173,-0.00039833459728566556,-0.000442775888770619,1424
174,0.0002529298211524367,0.00029201467306350093,242
175,-0.0004962356276237978,-0.0004976003775905014,1490
176,-0.0003713381846930375,-0.00041401960280662564,1398
177,0.00035089047748682045,0.00040430180236927793,22
178,0.00025352231172492967,0.00029129689214790755,241
179,5.583841578304938e-05,7.258373933038964e-05,837
180,0.00017327446228065924,0.00020265093683091706,524
181,0.00026587356561602604,0.0003060435029815789,198
182,0.00021398567587571637,0.0002475995216444371,391
183,0.00013403691545843532,0.0001590483839779555,621
184,-0.0002943861037175699,-0.0008351245667567175,1335
185,-0.0003114134315789219,-0.00038856704161349676,1342
186,0.00013762510736392564,0.00016195972628163524,611
187,-0.0004124349364335034,-0.0003740745864003747,1434
188,-0.000193625556986321,-0.0002075168804714922,1253
189,-0.001120426002189423,-0.0012900225465044546,1581
190,0.0003709944292470402,0.00043032124207798006,11
191,0.00010966906599396697,0.00013647618948464668,691
192,0.00010884021571988534,0.00013520444467107762,692
193,0.00022500551914261813,0.00025908183776157667,346
194,-0.0005212102209751768,-0.000600474869811185,1507
195,-2.0005889235341634e-05,-1.4496994669932484e-05,1025
196,-0.0005544007262786588,-0.0006336276360088267,1523
197,-0.00010803453279906172,-0.00011184555666088336,1148
198,1.922577687496485e-06,2.075813672230975e-05,976
199,1.4275249904049936e-05,3.44681193078511e-05,949
200,-4.226236044235776e-05,-3.7416172361859346e-05,1059
201,-7.246311735875643e-05,-0.00011149711900937387,1096
202,-0.00015331934505280476,-0.00016159282543426468,1197
203,0.00035110208363886564,0.0004047692952656723,21
204,0.00022815851815027877,0.000262976525954306,332
205,-0.00036708907267046786,-0.000415028367644954,1396
206,2.5180582010841945e-05,3.656920685635168e-05,929
207,-0.00013586097323681212,-0.00014329187586037406,1176
208,7.694600508945104e-05,0.00010156436137354063,779
209,4.781304116807661e-05,6.389732941014525e-05,862
210,0.0003373091420506569,0.00038937135185168614,39
211,-0.000289702492736299,-0.0004914363178351033,1330
212,0.0002382780364561521,0.00027465870913989665,296
213,0.00015393319513257175,0.000180540221817016,566
214,0.00014628691538720595,0.00017189749343815564,589
215,0.00032441608827749047,0.0003739059994961602,62
216,0.00026276856787588176,0.00030297193528572297,205
217,-0.00039569520143412085,-0.00048714910066272044,1421
218,-0.0005090832055396621,-0.0005756434445866043,1499
219,1.0100714501470875e-05,2.0198912347613174e-05,959
220,0.00021169941734322517,0.0002452337214364775,400
221,-7.247205792426659e-05,-7.109283918760312e-05,1097
222,-0.00016061068241679521,-0.00017546536691925851,1211
223,-0.00048820301937291255,-0.0005233400094446505,1487
224,0.0002695693703631541,0.0003122561249558897,188
225,0.00031869965486808205,0.00036849431785446196,74
226,0.00022032684172468286,0.00025455027859444534,365
227,9.219981985120196e-05,0.00011764763762789343,744
228,0.00015293091420631733,0.00018059537108627843,568
229,-0.0003908558556505737,-0.0004115562627079461,1418
230,-3.2502871704753744e-05,-2.7047690762449506e-05,1043
231,-0.00026573757386527674,-0.00031948697767936185,1314
232,-1.9069820705097662e-05,-2.4740575025328226e-06,1024
233,0.0002663846343269327,0.0003075674196141298,195
234,0.00014155489742651017,0.00016725259628824762,602
235,0.00019342434850899703,0.00022485413040029822,460
236,0.00018900428871138075,0.00021936190957183577,475
237,3.085720641504697e-05,4.378821396300303e-05,913
238,0.00013726270803204876,0.0001605744333189607,612
239,-0.0002186985492197424,-0.0002344251529560193,1277
240,-0.00021110871852114688,-0.00023391061749422626,1266
241,7.294719463590837e-05,8.952951308105472e-05,789
242,-0.00030138557081849093,-0.0003222438175419784,1339
243,3.594355287417361e-05,4.883901103214239e-05,902
244,4.5620794987710767e-05,6.153457983881783e-05,868
245,0.0002204525171722871,0.0002550940323239326,363
246,-0.00025922610200157514,-0.00027353961703979746,1306
247,0.00034845986148568375,0.0004024956960548831,24
248,5.798702878645479e-06,-0.00041698192501726794,972
249,-0.0004752146655929712,-0.0005326608136452249,1479
250,0.0001292865297010115,0.0001517554826923062,632
251,-0.0006926841983077026,-7.107583936827311e-05,1553
252,0.000324293394100561,0.00037493737522664716,63
253,0.0003242517612893625,0.00037280300150543955,64
254,8.557754791926886e-05,0.00010434500105505062,762
255,1.0168000758925544e-05,2.2602308761388024e-05,958
