detection_index,cond_3d,cond_4d,excluded
0,250.26149012082476,1231222743810.7278,False
1,3.861017594884095,124084049490.2318,False
2,118.70884525947618,134387571075.51717,False
3,348.69888172408486,78263506469.00754,False
5,32.945480440161596,120680416988.4239,False
6,81.47700867153306,939096474945.6227,False
7,5.541110375278509,23247625883.278004,False
8,11.877449543932494,19954848814.696407,False
9,74.67060737154287,1258335492697.1885,False
10,5.050953604358511,151453921460.98248,False
11,8.019398095710002,3095139181.2043552,False
12,154.319435030944,602418748220.1978,False
13,22.960992465587797,177741996061.92856,False
14,58.15156362626013,165961549716.33612,False
15,90.17550722261544,427344148014.12146,False
16,33.19683977790341,267923707158.99533,False
17,9.902180928239753,79353684607.39948,False
19,99.73848529563995,225371134944.86526,False
20,200.49130168019974,431500338911.528,False
21,19.337001759891493,60167918719.074974,False
22,4.075424334195175,8383226954.936256,False
23,142.44639923174367,409406144282.4201,False
24,4.060753512051493,7622783812.457693,False
25,66.86841660116625,83367992032.40314,False
26,145.0584579389921,1249569565143.2456,False
27,17064.78405315266,8012494873402.618,False
28,201.59599257907732,1456689696133.8613,False
29,76.95678638004095,34389402711.44197,False
30,35.718716627405215,268815903395.9227,False
31,32.59414505001672,130024594086.35976,False
32,90.99151462960161,6088788430.652609,False
33,15.22301376071022,174791666502.6229,False
35,34.22647092400104,115084045894.81747,False
36,33.14901414877186,533474389938.7808,False
37,69.0805198126093,20419961936.313877,False
38,5.858688568591389,118867960133.13728,False
39,39.95690758331376,1189853957990.067,False
40,312.15173696294084,438111927654.0351,False
41,26.887633567059474,50129619321.10792,False
42,156.00569438609867,1310308494613.7444,False
43,184.84013545470864,29118073287.543365,False
44,50.68477114431805,173625685835.3402,False
45,171.97924280619776,1905043462118.5813,False
46,10.17959606256452,47924042663.347115,False
47,12.978104536670019,49813040104.09287,False
48,2.439868914752743,4501619646.82905,False
49,391.93188835590695,2684054252947.0103,False
50,19.030257378905663,2232533869.143899,False
51,257.47912241585556,685001901715.9498,False
52,25.02834256031716,639552489665.4353,False
53,123.40615199565127,10846759493.664087,False
54,123.9806839971712,1200081868249.122,False
55,129.45677151053476,385808110894.3374,False
56,61.441999155933225,339202605599.148,False
58,238.48492072919964,764807142955.6709,False
59,21.75948570173811,147901269247.44592,False
60,2.466996427869371,10873233430.09828,False
61,82.21991829231435,23481348179.5787,False
62,82.34947367020725,345183777674.6908,False
64,35.89707031109032,1256010622393.7656,False
65,3.4577710041929737,8939461122.093534,False
66,62.03281880268268,327328479386.87524,False
67,82.47130576614022,2758316892232.4624,False
68,277.8610658217181,265216771508.51263,False
69,38.73572743315657,39347881367.791306,False
70,47.73164489968392,193433853302.34882,False
71,10.468071764763252,33238302927.8012,False
72,5.191095550942029,26137718257.452145,False
73,1.271397461949378,33941851243.891994,False
74,4.453682688867115,38442084208.06157,False
75,27.568247012886815,111332173886.1503,False
76,24.368841251902257,49998894064.02597,False
77,23.442626201369926,45627088640.065414,False
78,1.859983415538399,18079462459.976704,False
79,34.284790527335204,432493422169.88727,False
80,44.98233423961133,146837102988.5346,False
81,29.24526529030148,102785623046.15094,False
82,172.0731400836819,638229935564.4661,False
83,1.8183198461010435,9051157803.30506,False
84,43.20700472860725,509734832563.47156,False
85,19.09267954402517,43465893399.05224,False
86,52.745232578430745,431730521190.85425,False
88,267.3844275968626,1621243867769.4404,False
89,4.90927619727221,22785582786.33483,False
90,13.01120005288124,225753875731.61,False
93,15.725320913789929,34632195530.936775,False
94,7.6649805371107735,666787628.6511323,False
95,11.740714611768169,361813697743.3396,False
96,149.67382451118402,161885515946.54037,False
97,81.75926353566797,103603138397.91919,False
98,65.86337669923898,72782947873.8817,False
99,61.74558106591041,440863975272.3695,False
100,13.374956728411691,695799572233.7731,False
101,3.629093128940556,15001573358.726135,False
102,3.0323828376294766,60556518570.473404,False
103,3.582244196006586,5768815790.339516,False
104,6.575747753067423,92444728034.30333,False
105,18.385233093565077,67664213077.51486,False
106,57.839987430355094,44025066580.88867,False
107,300.28130143684916,123721245130.59015,False
108,72.15647374074256,1065760592057.327,False
109,48.26555710784384,115474397796.86078,False
110,10.180905438540243,19358104979.97464,False
112,39.97147201815021,150006543599.43488,False
113,2.8739289759064772,63175819994.34468,False
114,71.10327655496721,109862299300.2136,False
115,60.80894125511909,20627885085.26005,False
116,3.7192716298300685,182466105626.19516,False
117,67.37706590494176,352799082111.3516,False
118,53.68390849889501,661263597496.0327,False
119,130.92679275167987,105405216635.63887,False
120,108.35369529893856,23866293302.98129,False
121,24.066851776561336,91642586522.04738,False
122,106.21835175437626,40388129331.04283,False
123,46.66204148405347,135790222423.86635,False
124,108.52501617385462,17420587186.25247,False
125,22.66476483284535,84552362698.10374,False
126,40.501227408561256,128970635530.23366,False
127,75.10071473470889,992572022170.1959,False
129,19.562662378257645,149206846647.6072,False
130,146.56696003824834,471169755531.67883,False
132,106.24050824370306,228514662038.87234,False
133,133.89510708720252,1805444398515.682,False
134,40.628074533286906,493372679059.99774,False
135,123.24105833328352,958053116203.1255,False
136,42.04491569525458,92093594064.56834,False
137,7.781836793124408,141311622228.99524,False
138,39.76298995226269,11539451611.99393,False
139,185.4974230237041,1063008509100.2874,False
140,109.37429899777916,408481094895.94507,False
141,85.99019455593927,188375213006.91205,False
142,25.525112680181632,71072027015.7637,False
143,143.42518820695477,6432837154.146433,False
144,274.13483690719244,1573416540143.0012,False
146,35.383223070441275,105217727940.04536,False
147,12.128805621736559,388050768027.3272,False
148,7.178214693724241,71166499120.29837,False
149,4.471328939573196,46521912217.02701,False
151,22.628086779595726,22489768956.910793,False
152,8.105538615664631,26838426084.618423,False
153,4.041621383179807,2234011600.3782153,False
154,17.6246682061691,18301316614.31151,False
155,4.682121534580153,37954854986.23355,False
156,48.2980414863478,30599748057.004635,False
157,45.376660954576316,91613157403.69135,False
158,102.60786567124434,236576129648.90036,False
160,5.124445667380799,30922106342.171204,False
161,37.33085427773333,379430863048.1074,False
162,22.797864180224725,75828596258.97414,False
163,91.80190608306386,96436052803.09264,False
164,27.604514992614483,51726171209.71187,False
165,20.248621520796533,310599428109.3872,False
166,44.73309154167804,1035308669585.1442,False
167,5.057168217708513,19003261880.750305,False
168,155.58069099661782,547696873801.64374,False
169,38.33057907928221,272257841126.8768,False
170,159.95041315068536,205313587527.95554,False
171,166.51592227030582,1223551972173.8616,False
172,303.36514462845923,239759077079.59866,False
173,47.60947796387263,237618889419.64142,False
174,407.2316960574257,77828942979.62334,False
175,33.79080137560806,176312783116.6828,False
176,20.3518435244691,465022763366.97974,False
177,165.09510572570665,2024071141408.808,False
178,57.93448627579198,415410462153.8498,False
179,290.6855078322888,299301846068.9402,False
180,511.20471110421613,523749487338.541,False
181,23.168591635936725,2294135720.9563403,False
182,392.73969199247165,2646374485945.8745,False
183,186.50984952968238,1005188088923.681,False
184,416.2772453470126,7026851188667.794,False
185,12.96083226758694,283076556381.618,False
187,38.93902792040806,219656815051.25748,False
188,66.22258549660738,145687878617.66498,False
189,7.975526560631866,181955257903.15268,False
190,18.336090967995077,2268112153849.9272,False
191,459.555992012115,408893143421.8565,False
192,64.3757069991655,416993100974.25195,False
193,13.057442571095802,54884471358.9508,False
194,3.3932071104956987,12795120740.76285,False
196,58.98727999315863,47638554778.65391,False
197,141.3836858005171,1869303911082.0894,False
198,85.59817210188999,308987639950.81915,False
199,79.17165784384156,225640437987.54932,False
