event_idx,s1d,s2d,ds,cat_e,g_e,c_prime,in_catalog,SNR,log10_SNR,sigma_dL_over_dL,z_e,m_e,ln_M_ratio_signed
981,0.42875695138917497,1.3705238438681977,0.9417668924790228,True,0.09167008,0.006428668721948749,True,158.93501165546587,2.2012195781001385,0.006305229243411219,0.04547210198863077,0.5589798215930014,0.5589798215930014
982,-0.4772575023852972,-0.30741594094738617,0.16984156143791102,False,0.10917295,1.0,False,32.52366078797578,1.5121994228549476,0.02982048325912948,0.5756171859047006,0.5810128656674458,0.5810128656674458
983,-0.6442856243517253,-0.4613054013746339,0.18298022297709143,False,0.13227339999999999,1.0,False,20.3759417994921,1.309117691466968,0.0529198278336093,0.6605065940267156,0.18891722174991835,0.18891722174991835
984,-0.36658750272167107,-0.20116298782779635,0.16542451489387472,False,0.1519036,1.0,False,27.12440724511276,1.4333602562394627,0.038768348635556685,0.5387423424614518,0.2115166021052128,-0.2115166021052128
985,0.13431252703437468,0.24382576971699854,0.10951324268262386,False,0.13472299999999998,1.0,False,58.671000052037385,1.768423490864703,0.017899698852576418,0.2829696431944429,0.12112189294764238,-0.12112189294764238
986,0.06873123572557199,0.22707421190020208,0.15834297617463008,False,0.1513738,1.0,False,24.07390432731716,1.3815465302543708,0.043964490833173824,0.4094147011715576,0.2940674496134278,-0.2940674496134278
987,0.35772780556460015,0.9676909225424515,0.6099631169778513,False,0.1426343,1.0,False,50.25479168547841,1.7011774771044588,0.020088057652274692,0.31482666262813747,0.2282152063838636,-0.2282152063838636
988,-0.40053814312308555,-0.2323600256934453,0.16817811742964026,False,0.11932034999999999,1.0,False,35.095017661906326,1.5452454653111762,0.030696374484805646,0.5412440897292836,0.35155240161062584,0.35155240161062584
989,0.4446896801946206,1.187504015948625,0.7428143357540045,False,0.12827705,1.0,False,48.41364041814112,1.684967740233693,0.02037263660093829,0.31272313159604603,0.01686132292409721,0.01686132292409721
990,-0.0810937166964009,0.0904560041654178,0.1715497208618187,False,0.11795354999999999,1.0,False,38.93953624261341,1.5903907749068356,0.0285952397440875,0.47177654752151243,0.3306823963411429,0.3306823963411429
991,-0.8211664950593881,-0.6215446642239714,0.19962183083541674,False,0.11930465000000001,1.0,False,23.253399996005204,1.366486462238781,0.04347546426045132,0.7788314556297994,0.49965719201026615,0.49965719201026615
992,0.43457399517201584,1.0469876670580183,0.6124136718860025,True,0.098747745,0.9996557873116019,False,22.15621811022864,1.34549563177716,0.04737711922969311,0.33213408008388806,0.6411672880012802,0.6411672880012802
993,-0.7486961716593126,-0.5559983311494316,0.19269784050988092,False,0.17113820000000002,1.0,False,22.63854829403091,1.3548485741016671,0.05676619691319573,0.7286869039716503,0.36872886926257126,-0.36872886926257126
