event_idx,es_null_det
0,0.044026333506452686
1,0.05572163140493437
2,0.05181348426655096
3,0.05255464732050346
4,0.04999938690908519
5,0.052151542067149496
6,0.027844534917550217
7,0.051521330460181515
8,0.025410796104760904
9,0.02559356164486558
10,0.044467770518354294
11,0.012332358886702815
12,0.05644799954905946
13,0.04878376167899603
14,0.047825174611386335
15,0.04982632174662894
16,0.05644505412424143
17,0.05271813844112725
18,0.036976450579640864
19,0.05509063054812366
20,0.029814579290433713
21,0.03470836101760164
22,0.015219827988428355
23,0.05395882237107948
24,0.04441804645331343
25,0.055092918347952574
26,0.05542843717236804
27,0.027322964986517997
28,0.03602278382227721
29,0.04510974877809636
30,0.028358370605917425
31,0.0544751229848758
32,0.02221866565335022
33,0.052058477142609194
34,0.026633681320818572
35,0.05356355352329177
36,0.05207344749898599
37,0.031224459711971405
38,0.020958551518945122
39,0.036746005728643276
40,0.05499175006222888
41,0.053524844935237445
42,0.04483748570081043
43,0.03527120031851598
44,0.04812166796304541
45,0.051700993251138465
46,0.053661261451151014
47,0.03627788040430736
48,0.023781639690613803
49,0.030370722487524426
50,0.025716822789866544
51,0.05300511133960714
52,0.04614304644480931
53,0.04828348311180238
54,0.046413593141453685
55,0.05258563483667824
56,0.05470183096917113
57,0.022656448471695956
58,0.028513195505558604
59,0.032235951508109616
60,0.05522093968407264
61,0.05491989204694269
62,0.05336667643110617
63,0.03680314663358207
64,0.04731538746818386
65,0.02858177877359569
66,0.05136886521759855
67,0.05551909238445936
68,0.04982785597252917
69,0.055650554805325485
70,0.05503016697480918
71,0.052196341299821786
72,0.05384249452579623
73,0.05358839303153277
74,0.0282827686511965
75,0.05513585210498624
76,0.05608120091870033
77,0.027735441149795908
78,0.025067705306003274
79,0.04675323428806424
80,0.0540545905151994
81,0.05535019034704469
82,0.05087142230754465
83,0.05374634358892017
84,0.05033050567358869
85,0.05583434529611753
86,0.04925316252997356
87,0.0029501067961022888
88,0.052813694774622603
89,0.028488487941587697
90,0.05203756815634726
91,0.052756929986045954
92,-0.0008215253715122788
93,0.048955953041946366
94,0.05057363498243208
95,0.05326525687433785
96,0.05469320870125329
97,0.05364714825258394
98,0.048049289243228266
99,0.02584223623997592
100,0.05565689671369455
101,0.04890908675664599
102,0.027299770608977526
103,0.05469223525481388
104,0.028999943025645812
105,0.03374908340775658
106,0.03699614510234163
107,0.031856711919065736
108,0.02594746838713279
109,0.02858847845381853
110,0.029179223762577346
111,0.05067794120908991
112,0.04686672374346268
113,0.05368600402474527
114,0.056022735398064356
115,0.056084031828034904
116,0.02457168653662295
117,0.0283646892595552
118,0.049502753185772734
119,0.05035884961308943
120,0.04493674005435996
121,0.014941641221236302
122,0.04768934067164987
123,0.027514359952178265
124,0.05582412645286076
125,0.04724046441763143
126,0.041645955546738146
127,0.04309062278754883
128,0.05449058543687026
129,0.05474406515862749
130,0.05419296656725841
131,0.04057263391927552
132,0.05165593554272973
133,0.05597688882621714
134,0.05069141497871352
135,0.04933144011586473
136,0.050171780127126225
137,0.05160967624190978
138,0.03733383791684583
139,0.02996819498537384
140,0.028368516431617627
141,0.04029262265965252
142,0.03365054874814977
143,0.05600335810059336
144,0.043710106300842655
145,0.06167926860206037
146,0.03082419899189856
147,0.03444537478602744
148,0.02638256572402165
149,0.039509026141714275
150,0.03045107448796682
151,0.05537949468949105
152,0.05121710250266831
153,0.05336205914043012
154,0.04199593162093707
155,0.04800533360708541
156,0.052840730474706096
157,0.052611896401281236
158,0.028012638088124955
159,0.04345339821609744
160,0.028582903644077968
161,0.054044970955336356
162,0.053007979065854686
163,0.05475500861561049
164,0.05128114008991669
165,0.05458428177718535
166,0.05467736135880858
167,0.03873024074633969
168,0.032312533178466815
169,0.056075042763608085
170,0.013711824702530002
171,0.008660365269970868
172,0.014489520067292708
173,0.04517551437295909
174,0.05605007365970509
175,0.055357668614865005
176,0.0538921641786219
177,0.05608003790398116
178,0.055753027068193364
179,0.051356945741857805
180,0.018875570176591548
181,0.05184227578240642
182,0.051947299743492
183,0.04200137342946552
184,0.04947727381202022
185,0.024240087356621868
186,0.029928764884502634
187,0.05733713680933748
188,0.03546435971536946
189,0.04846646419818881
190,0.04849927447656577
191,0.04251291686609852
192,0.05128979832716254
193,0.016659402657436883
194,0.03618243166073307
195,0.018601403753756376
196,0.024125611471532176
197,0.054794927206052654
198,0.05501320692338455
199,0.032176130842482
