event_idx,h,w_G,w_G_legacy,w_tilde_G,alpha_G_phi,r_Malm,D_tilde_phi,L_cat_no_bh,L_cat_with_bh,B_num,B_num_wbh,g_frac,L_comp,combined_no_bh,combined_with_bh
0,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,5.107157630916725e-05,0.0,244272167.58456308,28972933.402436014,0.1186092,0.1366191428307621,0.19122110938616174,0.022678881167435945
1,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.008620726434546705,0.0,17640236.61944901,4221158.243695199,0.2392915,0.009866019653862707,0.016237576053257805,0.0033041578796317896
2,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,197274036.36053136,42462813.608250454,0.2152479,0.11033352680677486,0.15441841410731175,0.03323823274917428
3,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,55921774.00452169,7217958.2529621115,0.1290724,0.031276526120924145,0.043773381511108,0.005649935932157907
4,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,394883921.50999093,85882262.02990656,0.2174874,0.22085489070574826,0.30909971753509835,0.0672252818833693
5,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.10252784357290641,0.0,112136758.24452165,24363526.65949973,0.2172662,0.06271704198917134,0.11667060654302827,0.019070817519775036
6,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.00035731023450165795,0.0,171369472.45860434,33963143.27089899,0.1981867,0.09584534605871314,0.1342420297332903,0.026585022635248888
7,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,217217036.69198608,29446527.389949486,0.1355627,0.12148746070640236,0.17002901619433305,0.023049592051806636
8,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.06411856082242932,0.00011236226770026439,27444403.674277753,6495278.342202555,0.2366704,0.015349398756955198,0.03955225875540393,0.005096693016490924
9,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.00532384405970315,0.00011415823074581152,19210865.062965166,4641082.829288109,0.2415864,0.010744457479099216,0.016537877441412243,0.0036455000368354595
10,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,1020730152.8141983,108839503.38686816,0.1066291,0.5708848450395512,0.7989877144350731,0.08519531416953412
11,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0230545865296225,0.00024256388914130065,53755706.597977884,5238772.576830613,0.09745519,0.030065064842621853,0.048575097045237964,0.0041275675459449025
