bin,edge_lo,edge_hi,n_kept,n_timeout,denom,rate,rate_garwood_lo95,rate_garwood_hi95,se_approx_from_garwood
0,35519.79338813367,77608.1885928589,15,103,118,0.8728813559322034,0.7124740537696472,1.0586225037883996,0.08830479795005224
1,77608.1885928589,169568.12917853205,110,401,511,0.7847358121330724,0.7097990564220823,0.8654316373477112,0.03970291824891399
2,169568.12917853205,370493.77075337456,1017,378,1395,0.2709677419354839,0.2443367437975963,0.2997093701092471,0.014125929433308673
3,370493.77075337456,809501.3775998681,1993,245,2238,0.10947274352100089,0.09619283418192015,0.12407361692615494,0.00711257521674755
4,809501.3775998681,1768702.1681796953,192,69,261,0.26436781609195403,0.20569394083082312,0.33457439116875587,0.032878269789121825
