event_idx,h,d_hat,sigma_dL,z_true,host_galaxy_index,n_cand_no_bh,n_cand_with_bh,f_bar_z_true,f_k_z_true,L_cat_no_bh,B_num,D_tilde_phi
16,0.73,3.203797849129275,0.10935901448573455,,-1,36,36,,,4.226181974409565e-08,39191879.633060694,947092103.9967711
17,0.73,2.1310904112740774,0.11427470174144232,,-1,908,908,,,0.0014933153897341625,51784469.71254344,947092103.9967711
18,0.73,4.609543136780752,0.12462372552731522,,-1,4,4,,,1.6569384094776377e-14,23829579.69447445,947092103.9967711
20,0.73,2.1416165403222487,0.022706639924594745,,-1,282,282,,,0.0019328634675491482,52935691.970542595,947092103.9967711
21,0.73,1.9456524645422577,0.001093069269962801,,-1,6,6,,,0.005817624013541963,27097154.025502723,947092103.9967711
22,0.73,2.773033698932694,0.0007285133087681748,,-1,28,28,,,5.834301298352051e-05,55868017.97828078,947092103.9967711
23,0.73,3.4990618891995533,0.03350824206217927,,-1,14,14,,,4.3040292815892985e-90,11080259.267871113,947092103.9967711
24,0.73,3.879674207188632,0.011374839857149639,,-1,1,1,,,1.348127248557499e-36,14529519.825070385,947092103.9967711
25,0.73,3.117303474907684,0.12930251253704586,,-1,81,81,,,1.878927981857648e-05,42912170.93185331,947092103.9967711
26,0.73,2.8548573914823145,0.15898737005484523,,-1,2460,2460,,,8.2112581035542e-06,31867549.449028593,947092103.9967711
29,0.73,2.8767153799627727,0.0002618160858438464,,-1,0,0,,,0.0,58062388.31864957,947092103.9967711
30,0.73,1.559531408785124,0.09369517269004043,,-1,5752,5745,,,0.0022886259503878494,42385571.12324147,947092103.9967711
31,0.73,2.179291247839788,0.10123219638415488,,-1,770,770,,,0.0012563885838512711,51706837.48197074,947092103.9967711
32,0.73,5.022245070948769,0.18407629241772525,,-1,0,0,,,0.0,9570124.10812992,947092103.9967711
33,0.73,2.598097265384789,0.1557364382857159,,-1,317,317,,,0.0004818913391309607,33399840.008714586,947092103.9967711
34,0.73,2.2886876089264745,0.0005645490494591237,,-1,1,1,,,0.00046013565824186425,29808150.292675544,947092103.9967711
35,0.73,1.779044941491317,0.07835553523735704,,-1,0,0,,,0.0,22134979.52399188,947092103.9967711
36,0.73,3.3456808988256865,0.14799259782668558,,-1,474,474,,,7.830760597539546e-08,44857467.306619726,947092103.9967711
37,0.73,2.2610619125077807,0.0032522237457575085,,-1,161,161,,,0.0006796859054407021,54049981.346623324,947092103.9967711
38,0.73,2.914951236850732,0.00043291894189321237,,-1,0,0,,,0.0,45915786.6694448,947092103.9967711
39,0.73,4.80567816026388,0.10762354248568759,,-1,0,0,,,0.0,14533860.065722177,947092103.9967711
40,0.73,2.709137901712594,0.04458340513781108,,-1,622,622,,,0.0015280325262886025,55973506.993903175,947092103.9967711
42,0.73,1.2215113034775296,0.09472437844331785,,-1,0,0,,,0.0,19560529.32417522,947092103.9967711
43,0.73,2.2006090874576687,0.03505286258560633,,-1,273,273,,,0.0006299927580498648,25578024.879896924,947092103.9967711
44,0.73,3.6014994267829525,0.11452292364768156,,-1,0,0,,,0.0,31568203.920505844,947092103.9967711
45,0.73,2.1474855044951187,0.06770352217332935,,-1,883,883,,,0.002158192561657746,30376643.50349481,947092103.9967711
46,0.73,2.495155692474196,0.24858295476095923,,-1,0,0,,,0.0,45188471.73386163,947092103.9967711
47,0.73,1.726201753996517,0.005966107223306383,,-1,13,13,,,0.008711997783902126,27217444.579273023,947092103.9967711
48,0.73,1.0921920295036869,0.1067454202947199,,-1,470,470,,,0.009589707787556735,5976614.059194531,947092103.9967711
49,0.73,1.8479046644341015,0.18294618283866435,,-1,4453,4453,,,0.001302454900474185,9873419.31893912,947092103.9967711
50,0.73,4.601817176485775,0.16607047614598539,,-1,0,0,,,0.0,22052637.87459019,947092103.9967711
51,0.73,1.8504134623534088,0.0007764467209021892,,-1,2,2,,,0.0005732250478180367,42226937.80588944,947092103.9967711
52,0.73,0.8439886115495103,0.031081625681143192,,-1,4583,4581,,,0.04496329178264252,4366644.422456554,947092103.9967711
53,0.73,1.9094662321469575,0.16233903361954666,,-1,11173,11173,,,0.0019796590032932883,11457834.168520007,947092103.9967711
55,0.73,1.4515074134278976,0.01383098065896992,,-1,184,184,,,0.021720288819934673,17629216.890031815,947092103.9967711
56,0.73,2.553202507295002,0.2141973285859441,,-1,0,0,,,0.0,28850747.965384755,947092103.9967711
59,0.73,3.367617565095377,0.1851524681846637,,-1,84,84,,,1.7304664315722179e-07,50022977.57587516,947092103.9967711
60,0.73,4.423200138398454,0.0025697905646350793,,-1,0,0,,,0.0,22755168.380413543,947092103.9967711
61,0.73,3.404236945313789,0.21454167463214624,,-1,121,121,,,1.2366483360908751e-05,46286427.56554963,947092103.9967711
62,0.73,3.2498367894968294,0.15005906509939443,,-1,124,124,,,1.0322305247724817e-05,48971809.465165876,947092103.9967711
63,0.73,3.9981294708213,0.07657558348810932,,-1,0,0,,,0.0,36925728.07931052,947092103.9967711
64,0.73,1.3556048686573268,0.0956451893786227,,-1,2,2,,,9.46708742762269e-09,36031301.88140212,947092103.9967711
65,0.73,2.382624469718144,0.04427286640763166,,-1,343,343,,,8.436410826793954e-05,55107537.382629,947092103.9967711
66,0.73,1.4977835028099884,9.384412490790375e-05,,-1,28,28,,,0.014711871842624577,13054475.32339609,947092103.9967711
67,0.73,5.312728127695766,0.08109462448140814,,-1,1,1,,,6.711423538761519e-18,10392287.639635412,947092103.9967711
70,0.73,1.2859106875216038,6.876249567366295e-05,,-1,1,1,,,0.0011832171728636805,20686926.32488748,947092103.9967711
71,0.73,3.153827009631417,0.07004663983703573,,-1,8,8,,,6.151032747211595e-09,49495515.15860628,947092103.9967711
72,0.73,1.4317120978134077,0.0837335052434078,,-1,8105,8096,,,0.04413566550499082,24883574.27909845,947092103.9967711
73,0.73,1.7000699707612492,0.14926439745812764,,-1,3388,3388,,,0.008300320411541995,27825313.85874919,947092103.9967711
74,0.73,3.1321840418238964,0.0009692188091311909,,-1,1,1,,,4.432639148296508e-24,14749516.515853684,947092103.9967711
75,0.73,2.245501832052466,0.051458504472632116,,-1,104,104,,,1.560867376322431e-05,9642342.575182168,947092103.9967711
76,0.73,2.6765057264194896,0.047766628850932115,,-1,24,24,,,1.9223696196369914e-05,57981282.34486044,947092103.9967711
77,0.73,2.2688310087360097,0.04569493251731969,,-1,0,0,,,0.0,28952071.33807308,947092103.9967711
78,0.73,0.374375490548601,0.016920098117974968,,-1,439,424,,,0.010472239617678526,118316.08398925318,947092103.9967711
79,0.73,3.730339224679949,0.11822300101086929,,-1,13,13,,,7.905803264791292e-08,42639672.69866669,947092103.9967711
81,0.73,2.870486511808042,0.05920216050760563,,-1,885,885,,,0.00012228493715566515,55359044.687662534,947092103.9967711
82,0.73,3.201231286833221,0.0015050737656112703,,-1,0,0,,,0.0,21911093.442735933,947092103.9967711
83,0.73,1.7559350043180266,0.04258590731313353,,-1,438,438,,,0.01323104419662597,39732549.238250636,947092103.9967711
84,0.73,3.79371173459008,0.0008318026358840229,,-1,0,0,,,0.0,28749828.118684426,947092103.9967711
86,0.73,2.55607386046684,0.024988205201086373,,-1,65,65,,,4.044953576329926e-05,39889185.151692726,947092103.9967711
87,0.73,0.9865058797992332,0.01550221168611434,,-1,304,303,,,0.048685187144915196,8539481.207089983,947092103.9967711
88,0.73,3.0918214718705324,0.15354701534465168,,-1,115,115,,,5.094090396963986e-05,54335595.432107486,947092103.9967711
89,0.73,2.563853362673726,0.003637907071377545,,-1,2,2,,,1.7421526567290718e-06,54718962.59707335,947092103.9967711
90,0.73,3.607945546061461,0.02693128655899491,,-1,1,1,,,2.856052415269444e-09,37130629.563403524,947092103.9967711
91,0.73,2.8609124962900934,0.2696607558983652,,-1,57,57,,,6.517908765026217e-08,58067067.96663648,947092103.9967711
92,0.73,1.6088587969756778,0.11646108887672182,,-1,1853,1853,,,0.018176420765786745,30505243.426220596,947092103.9967711
93,0.73,3.532520610348421,0.007065765613903174,,-1,1,1,,,7.0551816102492e-10,36783019.172633894,947092103.9967711
94,0.73,3.2807200376735874,0.06665615390071197,,-1,0,0,,,0.0,24317231.46835438,947092103.9967711
95,0.73,2.126250966220214,0.0729123485691827,,-1,86,86,,,0.000977939628704325,18455298.939526085,947092103.9967711
96,0.73,1.3830538935806762,0.039110757683873884,,-1,133,133,,,0.006576898915032165,7895612.344746086,947092103.9967711
97,0.73,2.324749748917525,0.196724866817105,,-1,9289,9289,,,0.0018081845745943452,46455705.91733606,947092103.9967711
98,0.73,1.5094751626545349,0.026707014506509332,,-1,371,371,,,0.029919281022543324,30698075.65179231,947092103.9967711
99,0.73,2.131735707370793,0.17714243888885972,,-1,3427,3427,,,0.0020341726212033434,49785498.466515996,947092103.9967711
100,0.73,1.548822358590548,0.13212690955819636,,-1,1034,1033,,,0.029001272771740756,31962745.114836622,947092103.9967711
101,0.73,2.579337246699382,0.17113584227579565,,-1,0,0,,,0.0,31459427.97898838,947092103.9967711
102,0.73,2.962592728775613,0.1961056174311478,,-1,0,0,,,0.0,16535826.287411287,947092103.9967711
103,0.73,3.925611522166912,0.2624460050240131,,-1,0,0,,,0.0,17748762.081718445,947092103.9967711
105,0.73,3.5375547067159983,0.14869764192344007,,-1,21,21,,,1.9054994413657644e-08,31222416.172519032,947092103.9967711
106,0.73,2.972299243022129,0.011084684842615057,,-1,0,0,,,0.0,56280312.32133197,947092103.9967711
107,0.73,1.7009459465269972,0.0021783989006792944,,-1,22,22,,,0.005630728500173725,34867484.76559027,947092103.9967711
108,0.73,1.418643683701191,0.11066352333936554,,-1,5627,5627,,,0.025266019886895433,21888745.52019253,947092103.9967711
110,0.73,2.0388402491520505,0.14217019079432897,,-1,1620,1620,,,0.003406254595658702,29004170.54088513,947092103.9967711
111,0.73,1.884106082050922,0.028405814276075594,,-1,2061,2061,,,0.0010186520229652292,30963364.447556794,947092103.9967711
112,0.73,2.319930221227257,0.07064786390515498,,-1,141,141,,,0.00030645378329126533,38320723.54129952,947092103.9967711
113,0.73,2.141943768176943,0.0005330424866370995,,-1,1,1,,,0.00020434485246267943,49154308.90474189,947092103.9967711
114,0.73,4.981926731399542,0.1009190623718552,,-1,0,0,,,0.0,16500922.264616197,947092103.9967711
115,0.73,3.81389736827423,0.021356589601434495,,-1,0,0,,,0.0,22365312.767079927,947092103.9967711
116,0.73,3.156561126801346,0.02210324976562949,,-1,20,20,,,1.9187744392901722e-09,34034567.7603466,947092103.9967711
117,0.73,4.52880572600127,0.0011909242019197237,,-1,0,0,,,0.0,25780629.654496573,947092103.9967711
118,0.73,2.7474377291998846,0.14245522018634277,,-1,176,176,,,1.118643681645401e-06,54232955.197988145,947092103.9967711
119,0.73,1.833414191162756,0.08668183139296493,,-1,0,0,,,0.0,30668311.661992937,947092103.9967711
120,0.73,3.031612123858042,0.024530284610790803,,-1,2,2,,,5.928123059328121e-13,42171864.331303984,947092103.9967711
121,0.73,2.29363882506851,0.18659465852835766,,-1,9451,9451,,,0.000369281064233044,20418837.972673256,947092103.9967711
122,0.73,4.627632475569051,0.03166925421137353,,-1,0,0,,,0.0,21514035.551829018,947092103.9967711
123,0.73,1.1203292168089378,0.0014316570944745673,,-1,15,15,,,0.07867154816850341,13447251.781371389,947092103.9967711
124,0.73,2.499097809544198,0.0838355945604795,,-1,0,0,,,0.0,38317346.007247806,947092103.9967711
125,0.73,1.6801672500321545,0.06934211456494892,,-1,40,40,,,6.227181796094687e-07,45414961.963464156,947092103.9967711
126,0.73,3.522236860122364,0.07315326173029744,,-1,8,8,,,5.614890366326668e-07,38118196.68361255,947092103.9967711
128,0.73,3.1188464138932432,0.02129453476860906,,-1,8,8,,,8.449119695355431e-10,45402591.439708285,947092103.9967711
130,0.73,2.664812861686354,0.014919112975324639,,-1,0,0,,,0.0,52884491.15587679,947092103.9967711
132,0.73,2.7979997791404503,0.0018761728331469392,,-1,31,31,,,9.700412044548445e-05,58258979.356751524,947092103.9967711
133,0.73,3.622407310149487,0.10530976793334748,,-1,644,644,,,1.4495428068364108e-07,44449652.712505236,947092103.9967711
134,0.73,2.3053984025892498,0.05646813952989774,,-1,2046,2046,,,6.191361079738247e-05,13924631.944669688,947092103.9967711
135,0.73,3.089652625787955,0.04974531971445957,,-1,1003,1003,,,1.1459210418877977e-07,51905872.04259189,947092103.9967711
136,0.73,2.6088165165897634,0.0031707668398174675,,-1,36,36,,,0.0005820429330364988,54870674.239559196,947092103.9967711
137,0.73,0.8926385543913551,0.03718529106095312,,-1,2,2,,,0.0005537210229815114,18115154.869601563,947092103.9967711
138,0.73,4.617021597512011,0.01039563951112677,,-1,0,0,,,0.0,14095945.921737347,947092103.9967711
139,0.73,4.7856088201102205,0.1372445227682748,,-1,0,0,,,0.0,19368895.728731014,947092103.9967711
140,0.73,2.3496325638401494,0.0018842557547998275,,-1,33,33,,,0.0002054439101188897,44656178.06001485,947092103.9967711
141,0.73,2.636849338657933,0.19213895555707255,,-1,1448,1448,,,8.811406271273484e-05,51188215.36498064,947092103.9967711
142,0.73,2.238995221555353,0.013580387779470807,,-1,42,42,,,0.0006298944752808463,29264922.57243605,947092103.9967711
143,0.73,3.063129741982896,0.0296357661930985,,-1,0,0,,,0.0,46619538.118616745,947092103.9967711
144,0.73,1.6170451731964706,0.039364642271389944,,-1,1217,1217,,,0.020310829269527226,35844429.40349474,947092103.9967711
145,0.73,4.700015431431921,0.04740114572519318,,-1,0,0,,,0.0,20891453.319363445,947092103.9967711
146,0.73,2.90113788208503,0.0191430703563979,,-1,0,0,,,0.0,41300921.155344516,947092103.9967711
147,0.73,1.8565729736746448,0.0008608735335273627,,-1,0,0,,,0.0,25239021.287705433,947092103.9967711
148,0.73,4.042545495029762,0.18312421583883684,,-1,32,32,,,1.635703540522111e-08,33754690.690304,947092103.9967711
151,0.73,0.8520776292503569,0.03891138242350945,,-1,4,4,,,1.0977714122031359e-07,15128573.369688619,947092103.9967711
152,0.73,4.081060952944505,0.060379123541039414,,-1,4,4,,,1.7743294803958864e-11,34148964.878073424,947092103.9967711
153,0.73,2.870175146474457,0.08970850528563275,,-1,902,902,,,1.4558432749240722e-06,37101564.846189395,947092103.9967711
155,0.73,1.4646673012631142,0.010386804300611426,,-1,42,42,,,0.037452557006647645,28646613.772733673,947092103.9967711
156,0.73,1.6118167477316423,0.0018865537370866573,,-1,4,4,,,0.006042762506551935,11159861.929342529,947092103.9967711
157,0.73,1.1739660795392346,0.033250976448499975,,-1,0,0,,,0.0,25232584.543824658,947092103.9967711
158,0.73,2.718478919502892,0.07820439678164137,,-1,40,40,,,0.00023319772568077742,59059633.80185271,947092103.9967711
159,0.73,1.885965959714148,0.13636801858906397,,-1,653,653,,,0.0069668128137998254,42407915.02949106,947092103.9967711
161,0.73,1.9089544113050108,0.001076779933903622,,-1,0,0,,,0.0,16913885.721897144,947092103.9967711
162,0.73,2.1155514852812862,0.0863897132084492,,-1,321,321,,,0.0009529564227318133,54038143.53800129,947092103.9967711
163,0.73,2.8503736028299445,0.089024020116846,,-1,1207,1207,,,3.81390724226901e-06,43939861.784086056,947092103.9967711
164,0.73,1.92874444392234,0.031118373375329245,,-1,47,47,,,0.0025387220291890286,37127502.14930141,947092103.9967711
165,0.73,3.6616334108723234,0.0013332798477821968,,-1,0,0,,,0.0,20662316.972529538,947092103.9967711
166,0.73,3.1246847163987725,0.030285482762553086,,-1,21,21,,,4.857922887517208e-07,53972523.75901209,947092103.9967711
167,0.73,1.883863322995996,0.06748425644536139,,-1,4551,4551,,,0.0018075605627772757,14776437.860133592,947092103.9967711
168,0.73,3.28947031624608,0.039867944179779326,,-1,148,148,,,2.407359602594322e-06,36168082.75368142,947092103.9967711
169,0.73,1.832025932644972,0.13740910183791574,,-1,2742,2742,,,0.008309693520818114,33793231.04983391,947092103.9967711
171,0.73,2.9655650340490336,0.1795790499509628,,-1,713,713,,,7.70546283274197e-06,38867299.93083874,947092103.9967711
172,0.73,2.579237156727781,0.0029229655093495977,,-1,58,58,,,0.0006876487896616106,30271759.418388933,947092103.9967711
173,0.73,4.044996036335432,0.02219697391275216,,-1,0,0,,,0.0,32038442.6305618,947092103.9967711
174,0.73,2.4384701161900377,0.12036444730284229,,-1,0,0,,,0.0,56668266.32265488,947092103.9967711
175,0.73,2.350278693460534,0.01283079474773484,,-1,13,13,,,1.8053765042345353e-05,35632084.881271884,947092103.9967711
177,0.73,0.9143914026016972,0.06072439209534007,,-1,1913,1910,,,0.057235381567829445,6134546.663220273,947092103.9967711
178,0.73,4.392155117887147,0.010561128023156428,,-1,0,0,,,0.0,27248617.513599068,947092103.9967711
179,0.73,2.52053564790006,0.06801868955027875,,-1,0,0,,,0.0,47429712.768913746,947092103.9967711
180,0.73,4.44432754744052,0.033114502728858845,,-1,3,3,,,0.00017490828793723277,27681967.982722934,947092103.9967711
181,0.73,2.412771948503577,0.027887248368702496,,-1,430,430,,,3.479094300849194e-05,18405628.88600852,947092103.9967711
182,0.73,3.8764755833786975,0.04860055875178186,,-1,11,11,,,1.0222887749439575e-09,35366406.99516549,947092103.9967711
183,0.73,4.135275360753679,0.05397528803581598,,-1,2,2,,,6.219836822883988e-12,34022661.61391792,947092103.9967711
184,0.73,0.7922369066529622,0.0024995486106314936,,-1,647,642,,,0.00811882341860202,3888791.8147797673,947092103.9967711
185,0.73,2.1962812335504625,0.001829240680499091,,-1,10,10,,,0.002381143707146935,45736827.16515584,947092103.9967711
186,0.73,1.8657836325288384,0.09488640537839022,,-1,11193,11193,,,0.00564412945587683,27943098.973281935,947092103.9967711
188,0.73,0.6204077419555454,0.025812321116505582,,-1,3841,3839,,,0.06713088439097674,1431496.729584087,947092103.9967711
189,0.73,3.662882813665687,0.059908032380177535,,-1,1,1,,,1.6693831866224003e-12,9116761.694070254,947092103.9967711
190,0.73,0.6703680169854256,0.0016041194479225107,,-1,155,155,,,0.01615027671525248,913029.5601521404,947092103.9967711
191,0.73,3.1959934962098973,0.19521781001638247,,-1,22,22,,,4.3842252074462364e-09,30280375.75607999,947092103.9967711
192,0.73,1.901416936222772,0.0003188250948900498,,-1,2,2,,,0.008400024839077145,46017634.447371244,947092103.9967711
194,0.73,1.6507039253688145,0.09704558798239825,,-1,438,438,,,0.010216854051674152,18583454.562218633,947092103.9967711
195,0.73,1.1023015217550474,0.0003380792391414638,,-1,0,0,,,0.0,3986505.8489553863,947092103.9967711
196,0.73,2.985307196814917,0.12732404519153756,,-1,118,118,,,4.3376972405187447e-07,19178490.602775436,947092103.9967711
197,0.73,3.2483226835084853,0.0121731102586192,,-1,483,483,,,7.176007393140679e-06,51669532.46048141,947092103.9967711
199,0.73,2.6272393081500858,0.0009942505631480136,,-1,0,0,,,0.0,39739535.44907758,947092103.9967711
