arm,seed,event_idx,z_true,host_galaxy_index,in_catalog,host_draw_mode,s_tilde_phi_host,SNR,candidate_count_no_bh,candidate_count_with_bh,h_fiducial_used,L_cat_no_bh,L_cat_with_bh,B_num,B_num_wbh,g_frac,combined_no_bh,combined_with_bh,impostor_share_proxy_no_bh
bc,900104,50,0.1974035295500743,7028706.0,True,catalogue_selected,0.7630947866816514,65.59785736462707,139,62,0.73,0.0422651219966139,0.002147843119743,2264138.876290703,288651.4105189906,0.1274884,0.0092328337836974,0.0004378715468757,
bc,900104,51,0.1670866637582908,5186173.0,True,catalogue_selected,0.8920435760775253,1424.7236072062765,0,0,0.73,0.0,0.0,2290057.506751659,299098.4166081617,0.1306074,0.0024179881735762,0.0003158071061367,1.0
bc,900104,54,0.1574518738860011,6314216.0,True,catalogue_selected,0.6846382332101485,83.08265043593336,770,469,0.73,0.0396017867871124,0.0084780488147721,2748379.82132076,290509.5638219978,0.1057021,0.0093129643679033,0.0008320963536606,
bc,900104,56,0.2657105356681468,15037788.0,True,catalogue_selected,0.7135572534052902,217.3384971767157,58,8,0.73,0.0990663649605104,0.0005872262552265,18594779.57382947,3912352.631354712,0.2104006,0.0356711958563137,0.004167298965764,
bc,900104,57,0.1701486273536444,5129480.0,True,catalogue_selected,0.8813417722242117,296.2851668655232,4,2,0.73,0.0406242129855804,0.0026789188216476,4510202.678704186,579359.1827956268,0.1284552,0.0113387272842209,0.0007777283614151,
bc,900104,59,0.3655257292057851,5870355.0,True,catalogue_selected,0.5475077057775944,182.02522096909468,14,0,0.73,0.0028731860607484,0.0,24662255.919601284,5231630.714943568,0.2121311,0.0265051103546502,0.0055238880071598,
bc,900104,60,0.3222305696731422,9470928.0,True,catalogue_selected,0.6006739048417312,41.352518547835984,411,16,0.73,0.0261724029808079,6.925613683329517e-07,30297647.11863673,7170648.938340183,0.2366735,0.0362271757925895,0.007571269524192,
bc,900104,61,0.1340770136268071,6088133.0,True,catalogue_selected,0.816016465569432,175.34537635840928,4,2,0.73,0.0228961381390622,0.002987999058117,1158163.684653938,144838.36796922397,0.1250586,0.0049294706671997,0.0003380864114973,
bc,900104,62,0.2164825866299453,20338838.0,True,catalogue_selected,0.7556802444870927,21.501049876003226,44211,16476,0.73,0.0780887709012751,0.0029199660399633,11175129.964408817,1592113.709225773,0.1424694,0.0244410397238473,0.0018619958523884,
bc,900104,63,0.1357549286086933,14096823.0,True,catalogue_selected,0.7924370114300779,36.8144383602511,316,165,0.73,0.0546617858191581,0.0043071208071838,3085548.7795672743,542372.5422878998,0.1757783,0.0121070004953585,0.0008395700508148,
bc,900104,65,0.1860620074270765,13050416.0,True,catalogue_selected,0.7533283454703815,35.85958303824084,405,66,0.73,0.0415592439384665,0.0010842255839037,6715994.036755604,1071120.753727106,0.159488,0.0138191121097577,0.0011981433608189,
bc,900104,66,0.2429044150074674,8109456.0,True,catalogue_selected,0.6415651320549027,86.5913918708544,397,110,0.73,0.0733302415379001,0.0009691700347538,14945128.072726265,2248433.32745673,0.1504459,0.0276512948263223,0.00243409512678,
bc,900104,67,0.2612415976936023,18845903.0,True,catalogue_selected,0.5387421663984621,50.56619255867735,4795,577,0.73,0.065396802486208,0.0001357624706122,24177863.926958103,4860468.954547382,0.2010297,0.0361154759336137,0.005140404616838,
bc,900104,69,0.3774760913955593,2688263.0,True,catalogue_selected,0.5845204752952802,126.11322204528734,72,0,0.73,0.0077001703952803,0.0,19601438.20389729,4187942.882011644,0.2136549,0.0219430079535178,0.0044218961010638,
bc,900104,70,0.1660079832907804,17363337.0,True,catalogue_selected,0.84855671107927,37.50301274457001,1939,733,0.73,0.0787357828232702,0.0062693326036553,4556696.227478422,650168.1824149482,0.1426841,0.0175576204062528,0.0010749796011516,
bc,900104,71,0.1881058506621284,1937361.0,True,catalogue_selected,0.735795889960897,147.9905701953819,1028,335,0.73,0.1693460185752774,0.0043027714477853,7238186.960987907,1187647.815675906,0.1640808,0.0350576100777033,0.0015206231544475,
bc,900104,73,0.1921251259114043,11701411.0,True,catalogue_selected,0.6764306988855925,257.3198853700213,22,4,0.73,0.1412733823099768,0.0021144033567354,7757204.030109474,1300358.446787108,0.1676324,0.0310610009319559,0.0015040239400437,
bc,900104,74,0.1550953498334078,14403297.0,True,catalogue_selected,0.8665778271435733,175.63948635743802,476,208,0.73,0.0517586987585692,0.0032027194605101,2044373.415258258,307708.2677801184,0.1505147,0.0105376867246398,0.0005233603418094,
bc,900104,76,0.2525199513653877,14546849.0,True,catalogue_selected,0.5950454273540985,33.335490008615764,3503,1953,0.73,0.0664942929134512,0.0043111186730942,17070185.00045388,2283333.647289519,0.1337615,0.0287884074918434,0.0026780351015013,
bc,900104,77,0.0783473404441476,17351279.0,True,catalogue_selected,0.9386378558448124,181.85607616538803,11,8,0.73,0.0598756019823446,0.0256139473779701,191559.64972230868,21003.619355696534,0.1096453,0.0098953967411416,0.0016093923627985,
bc,900104,79,0.2083697541770224,3143932.0,True,catalogue_selected,0.8044149527105926,234.99458292096327,22,9,0.73,0.0634647661201589,0.0021092738816244,7262917.099191819,1029713.3573038618,0.1417768,0.0179428273596012,0.0012179418065908,
bc,900104,80,0.120234891343051,1491265.0,True,catalogue_selected,0.9244825216647669,80.98549230158378,33,24,0.73,0.0263846838837405,0.0068406002983451,882526.0894933626,103295.19203578032,0.1170449,0.005203188356195,0.000532956016559,
bc,900104,81,0.2902603544891924,6417150.0,True,catalogue_selected,0.6120457101466357,32.52366078797578,561,174,0.73,0.0423372605699082,0.0006424957491094,16298558.529900832,2138673.664292788,0.1312186,0.0240629438431073,0.0022979609292359,
bc,900104,83,0.2713377932432617,10291401.0,True,catalogue_selected,0.5724628607655189,90.62126205632914,41,10,0.73,0.0666942739259788,0.0003669071609701,22492860.58986733,4944361.283353227,0.2198191,0.0345463873196887,0.0052433067724947,
bc,900104,86,0.1230182982294909,767750.0,True,catalogue_selected,0.9031803891151166,188.89116438451816,24,15,0.73,0.0462974762251311,0.0034307781506702,1092587.184617136,153639.15810177685,0.1406196,0.0086486244810273,0.0003748164663959,
bc,900104,89,0.2406464191721489,4049455.0,True,catalogue_selected,0.6909045551190102,69.61143882866557,978,254,0.73,0.0869798254685124,0.0013497431824842,10547743.7324857,1643041.712697462,0.1557719,0.0252179597068418,0.0018184671229379,
bc,900104,90,0.1189130749853956,4447877.0,True,catalogue_selected,0.9111397012122512,667.3384720182261,1,1,0.73,0.0741445453459102,0.00310975544784,1106635.8952529544,156237.10743545243,0.141182,0.0131715617429132,0.0003576667834975,
bc,900104,91,0.1067460150438597,14148403.0,True,catalogue_selected,0.9284145029069076,151.9419447096078,193,132,0.73,0.0258657899845115,0.0056198606221632,440178.5673200811,63600.90591200468,0.1444889,0.0046521270982354,0.0004153988864495,
bc,900104,92,0.2315199956525736,9484395.0,True,catalogue_selected,0.6848126220852172,63.582308753103504,1417,421,0.73,0.0919853740556021,0.0023854548695164,15004795.91495379,2063450.231837416,0.1375194,0.0307343362854021,0.0023265409221478,
bc,900104,93,0.0790119852050171,2365568.0,True,catalogue_selected,0.9162371531514296,89.4837444172793,20,14,0.73,0.0267749901669857,0.0025742162158421,161814.21744390886,24061.05139611465,0.1486955,0.0045054008514653,0.0001849212335857,
bc,900104,94,0.2542806098917967,2801866.0,True,catalogue_selected,0.6596363773233218,55.74574537392985,1857,336,0.73,0.0780695240513582,0.0004334528631395,18433547.586756304,3378855.493812978,0.1832993,0.0321018222513388,0.0035944699503702,
bc,900104,95,0.1593734982983934,8161283.0,True,catalogue_selected,0.8486519692664942,80.96965286655515,904,352,0.73,0.062842397874933,0.0029797615277452,3461164.2510448075,540855.4364141414,0.156264,0.0138279413332751,0.000755715932505,
bc,900104,97,0.0859937077448048,243356.0,True,catalogue_selected,0.9205830073407076,132.5305200235132,49,15,0.73,0.001215696522429,6.629659032921028e-05,2005681.6771293124,189364.4917084867,0.09441403,0.0023145326756895,0.0002040512485195,
bc,900104,98,0.2405041926750259,4602423.0,True,catalogue_selected,0.6746610423977292,21.183523789068506,34444,7860,0.73,0.0258962929736091,0.0001619098297942,4855652.235519085,981690.3991835912,0.2021748,0.0093192027205326,0.0010465641183408,
bc,900104,99,0.223771744820725,17532417.0,True,catalogue_selected,0.7171021574825255,410.73417578029085,6,1,0.73,0.20142092627639,6.370496235149615e-05,12936229.25183376,3287184.911504779,0.2541069,0.0462665047323367,0.003474766217495,
bc,900104,102,0.1279129387037575,1417884.0,True,catalogue_selected,0.8481385529936826,276.148343063909,7,4,0.73,0.0825651282190041,0.0155877630349514,1766700.159260673,207591.9913130373,0.1175027,0.0152316900567609,0.0011851132453424,
bc,900104,103,0.1631309546985609,19640886.0,True,catalogue_selected,0.8077133985666917,240.17064418255305,17,9,0.73,0.0863060168416663,0.0033074926863235,3042747.309147597,469074.3701567901,0.1541615,0.0171846263185915,0.0007002333880518,
bc,900104,104,0.2285722171152615,7853544.0,True,catalogue_selected,0.644668120705269,43.38564937404964,6243,2227,0.73,0.1035517807710161,0.0031382917328747,13899829.262619888,1969046.3351080755,0.1416597,0.031440103686194,0.0022735142140077,
bc,900104,105,0.1194639293128864,16854847.0,True,catalogue_selected,0.8686853563953092,39.23794258540148,83,53,0.73,0.0157644380406518,0.002089012213814,442971.8822046735,72126.5351612311,0.1628242,0.0030197897317055,0.0002056052650279,
bc,900104,106,0.1499707367750714,9351745.0,True,catalogue_selected,0.8381469452981515,43.048423697750906,998,356,0.73,0.074343307136353,0.0042283034568814,3144073.1632045205,526593.2069983186,0.1674876,0.015354994552925,0.0008180251641346,
bc,900104,109,0.2009385398438942,2245075.0,True,catalogue_selected,0.8359983124172008,27.27336646040236,1582,655,0.73,0.0555299674107203,0.0032693644942441,6296373.4118131045,1019333.2289701848,0.1618921,0.0156377411854479,0.0012788689584462,
bc,900104,110,0.071910999155269,1586130.0,True,catalogue_selected,0.9401937207824748,61.99179613679674,96,58,0.73,0.0152353074977319,0.0049985584960801,115454.0592441588,13834.09444153605,0.1198234,0.0025883157750074,0.0003243517957236,
bc,900104,111,0.0968957880054375,3394101.0,True,catalogue_selected,0.8647596533922599,36.28276045241339,739,428,0.73,0.020997589926605,0.0024042747996501,300923.33797851094,49808.0770837456,0.1655175,0.0037169898629264,0.0002015758459493,
bc,900104,112,0.2890866943762705,20716144.0,True,catalogue_selected,0.5038658937347392,26.106333981136,14977,1753,0.73,0.0537636061779073,3.023120016830875e-05,23248013.42386076,5201793.141966713,0.2237522,0.0332504069068984,0.0054942569343904,
bc,900104,113,0.2174448298007397,14449317.0,True,catalogue_selected,0.7427025558849273,44.81856820938026,322,107,0.73,0.0682593994705396,0.0009213727473035,17146967.044495214,3517038.0479071187,0.2051114,0.0291552282573838,0.0037706067218829,
bc,900104,114,0.1703943519662742,1879333.0,True,catalogue_selected,0.8809432373817451,28.21324123800009,9520,4452,0.73,0.0740566009797987,0.0081286979708054,6791873.635503626,744529.5672719335,0.1096206,0.0191601597298446,0.001289831343124,
bc,900104,115,0.1431901945024916,9981040.0,True,catalogue_selected,0.8653848581739954,221.1338187340414,8,4,0.73,0.0247292269435744,0.0019581969803809,1846712.3272490213,269819.6375141015,0.1461081,0.0059532389689301,0.0004062359926113,
bc,900104,116,0.2401827542300766,15876496.0,True,catalogue_selected,0.7102048568872593,536.3839644445267,1,0,0.73,0.0216778330416419,0.0,12753327.59243455,2518606.4015298984,0.1974862,0.0169751523503901,0.0026593046134597,
bc,900104,117,0.1644842513075652,15504373.0,True,catalogue_selected,0.8714080691274185,67.38964371443768,643,278,0.73,0.1424893983071608,0.0055877812826485,2653483.919033701,411102.2708045074,0.1549292,0.0258690273497507,0.000780325044468,
bc,900104,118,0.1877294791290118,6184157.0,True,catalogue_selected,0.8674762729760161,419.1725101352295,1,0,0.73,0.0448987109169956,0.0,4300458.424164052,712469.9162469956,0.165673,0.0118092555022499,0.0007522709916388,
bc,900104,120,0.2095789150415159,15790782.0,True,catalogue_selected,0.7729126338075224,37.75138486546591,212,71,0.73,0.0497022799073525,0.0010826806025619,7203435.290851981,1310562.031429973,0.1819357,0.0156520425977532,0.001450864932834,
bc,900104,121,0.1679169694654613,1408529.0,True,catalogue_selected,0.8593226553927584,42.857553709507975,805,254,0.73,0.0666788267298399,0.0040995929971401,4887259.580538324,699608.1907097122,0.1431494,0.0159547748020175,0.0009927295927493,
bc,900104,122,0.1239839844388865,19625887.0,True,catalogue_selected,0.8988234749859726,76.99914723574052,71,38,0.73,0.0364892839641214,0.0054772618472397,864130.4886239687,108840.59325881372,0.1259539,0.0068195776721929,0.0004543294262184,
bc,900104,123,0.3386752003310605,10340228.0,True,catalogue_selected,0.5592107195842785,38.99024641853998,435,15,0.73,0.0209180454642308,6.384107649439091e-07,33146902.301366184,7830063.001379535,0.2362231,0.0383849834492142,0.0082675174205153,
bc,900104,124,0.2631647185648755,5784781.0,True,catalogue_selected,0.6215921306353998,31.136027417652542,778,152,0.73,0.0771145022562306,0.0001175086240986,21776898.92539819,5375303.746750703,0.2468351,0.0354773384751393,0.0056828687580833,
bc,900104,126,0.2292063529055832,12345429.0,True,catalogue_selected,0.6471073877713952,589.8166147157915,36,4,0.73,0.1115825903697147,3.1102106658280394e-05,13490560.198441615,2575589.479090205,0.1909179,0.0323080623714636,0.0027213982654526,
bc,900104,127,0.2444391450125679,13114528.0,True,catalogue_selected,0.6893335263984994,26.694816712442627,3323,101,0.73,0.1272230193144242,6.906903345445654e-05,17165170.350222375,4455757.966545264,0.2595813,0.0387199454796585,0.0047089522679895,
bc,900104,128,0.181013652456497,3680754.0,True,catalogue_selected,0.8607228972711376,49.54396668356426,235,98,0.73,0.0625496579543092,0.0039556751632796,5611977.148412521,942088.0090334011,0.167871,0.016051515150746,0.0012398370530208,
bc,900104,129,0.1177293158101275,19120097.0,True,catalogue_selected,0.8758690152614415,275.550638566041,9,9,0.73,0.0162387120160499,0.0041972307445805,653926.803854999,91517.50909650764,0.1399507,0.0033193085585451,0.0003567191296913,
bc,900104,130,0.1677837333555447,20516215.0,True,catalogue_selected,0.869125173685831,307.13263456812825,7,3,0.73,0.1772145987725188,0.0123608495445375,2982397.769165189,465832.5026622705,0.156194,0.0318379055138897,0.0012578183443897,
bc,900104,131,0.0786247424114149,7847803.0,True,catalogue_selected,0.9005390353871967,51.793039956560456,122,70,0.73,0.019454435578428,0.005878134670198,272424.90396690945,36538.28148592365,0.1341224,0.0034370813782862,0.000402828875537,
bc,900104,132,0.2674933640331326,5848116.0,True,catalogue_selected,0.7078464381661054,48.41364041814112,169,26,0.73,0.0483488318504015,0.000149783402913,12976912.619839996,2546682.342905008,0.1962472,0.021528939803172,0.0026982305799969,
bc,900104,133,0.2697778561054835,12974240.0,True,catalogue_selected,0.7553701549754311,24.256573779392102,2214,222,0.73,0.0335966930596809,7.938524958763332e-05,12413802.453108434,2400495.0606370065,0.1933731,0.0185461794468244,0.0025395144107958,
bc,900104,138,0.1086196158189806,8115056.0,True,catalogue_selected,0.8632211530525032,67.58698696413336,58,28,0.73,0.0365469694261468,0.0071233039562318,621702.0918939771,87376.65809880057,0.1405443,0.0065729449512839,0.000533666469978,
bc,900104,142,0.1996131782924393,16104964.0,True,catalogue_selected,0.7564947892919754,60.26705346934994,712,186,0.73,0.0743379106122426,0.0025431885511744,4697966.931043969,709775.1090221319,0.1510813,0.0169948206599339,0.0009070190038699,
bc,900104,143,0.1494214943722087,4149562.0,True,catalogue_selected,0.8591635429673492,56.20607173499768,542,326,0.73,0.0612859864130314,0.0124338290993553,2804503.9472056846,272408.9160536648,0.09713266,0.0128826334810174,0.0010581117484093,
bc,900104,144,0.0948251947864456,17452823.0,True,catalogue_selected,0.9453367420081475,386.9752492241015,15,13,0.73,0.0705874953156476,0.0081027390872278,367199.6067667556,49571.66375655862,0.1349992,0.0118149745575282,0.0005544420568264,
bc,900104,145,0.2609944487955125,3560685.0,True,catalogue_selected,0.7880548537661112,85.2387807427901,5948,590,0.73,0.0736705280549318,9.571815560791189e-05,20336437.021014687,4572472.358843442,0.2248414,0.033398869526637,0.0048338380986629,
bc,900104,146,0.2661899607336783,6368263.0,True,catalogue_selected,0.7155024745203142,53.67491329815188,868,97,0.73,0.0274986958400891,4.2595634850300186e-05,3717284.12012755,883687.831592716,0.237724,0.0083766510048954,0.0009356932588733,
bc,900104,147,0.1291803034462771,10909320.0,True,catalogue_selected,0.9154350112498258,309.3830615536255,7,3,0.73,0.0419225663258019,0.0151144663121484,1406941.6831298857,138706.38371598232,0.09858716,0.0082722949197894,0.0010830507426031,
bc,900104,148,0.1618786885604951,8899944.0,True,catalogue_selected,0.8055252096430052,88.62281577882493,311,148,0.73,0.0540862186813479,0.0033794709016217,4203716.3351677535,647379.0962198178,0.1540016,0.0131944554640108,0.0008929591058697,
bc,900104,149,0.154624292620543,2136647.0,True,catalogue_selected,0.8514007794848527,35.07212794752977,4812,2815,0.73,0.0639863080815572,0.0064723766755024,4569679.368753292,742214.064763674,0.1624215,0.0151835672336274,0.001184749489967,
bc,900104,150,0.1025529994774803,15864214.0,True,catalogue_selected,0.8733558261838391,38.59939095662589,623,425,0.73,0.0414159265049952,0.008075019975957,348475.1677637952,49596.12356688322,0.1423233,0.0070726798817986,0.0005527502172839,
bc,900104,151,0.1711196020196186,9344153.0,True,catalogue_selected,0.8024997385608313,32.39315148182517,702,177,0.73,0.0535957896307521,0.0019271104904,2913328.045013301,527760.0967612154,0.1811537,0.0117525870128492,0.0006766595815444,
bc,900104,153,0.1907257529078173,17420819.0,True,catalogue_selected,0.7506554537681687,51.55371246737515,131,31,0.73,0.0654881428706571,0.0006815258775238,8317522.663168967,2279916.3049001056,0.27411,0.0193839071271585,0.0024495124542865,
bc,900104,156,0.1749158511810625,2567103.0,True,catalogue_selected,0.8879523322064146,27.95314463652089,12407,6218,0.73,0.0671116082789491,0.0078793990847675,3358732.8397705387,412162.5325228029,0.1227137,0.0144109212806865,0.0009234488523657,
bc,900104,158,0.2449675320025379,8114308.0,True,catalogue_selected,0.5990466982433416,23.83932629974176,20400,4406,0.73,0.0831148776851009,0.0005374079247602,16668858.422878832,3422917.254742056,0.205348,0.0310553330847877,0.0036474349230231,
bc,900104,160,0.2460737303288124,10777816.0,True,catalogue_selected,0.7351942316411447,184.21296492154545,14,7,0.73,0.062879978518294,0.0018293313562958,12886634.534833431,1994882.674529677,0.1548025,0.0237860353897023,0.0022196817225441,
bc,900104,163,0.2515690320773134,14837381.0,True,catalogue_selected,0.6619342447402197,37.805938309878265,175,20,0.73,0.0328811728270431,2.5344254904406048e-05,7918184.846224602,2085803.9215886493,0.2634195,0.0136835867556144,0.0022038947681703,
bc,900104,164,0.3259682268838043,9444227.0,True,catalogue_selected,0.547783039866525,27.73805024500657,10212,1470,0.73,0.0496074607867571,5.558050858209292e-05,31977132.3257788,6572983.489916243,0.2055526,0.0417943354131012,0.0069436176144383,
bc,900104,165,0.2717935179476277,4537615.0,True,catalogue_selected,0.7090332663226484,53.312265178754735,137,24,0.73,0.0181891518139027,4.13977563164794e-05,6646592.499520984,1277931.6622079704,0.1922687,0.0099624982540731,0.0013518867077363,
bc,900104,166,0.1143664434924964,17116420.0,True,catalogue_selected,0.9172091154787554,47.98020708341739,13,9,0.73,0.0046081168477304,0.0014138614759882,302283.48091227224,44370.74898886121,0.1467852,0.0010651684918225,0.0001344619845217,
bc,900104,168,0.1991769438115408,6968319.0,True,catalogue_selected,0.863366890601711,23.07989956031537,34530,8377,0.73,0.0615757159847526,0.0006101820707792,6346419.994640158,1357655.3417812297,0.2139246,0.0166693171303572,0.0014713097996921,
bc,900104,169,0.1665498323631429,20122221.0,True,catalogue_selected,0.768622768822144,46.60950645461511,1089,390,0.73,0.0361374885847641,0.0013807110644888,1696650.822812933,279339.56643657247,0.1646418,0.0076416541026392,0.0003805027602527,
bc,900104,170,0.2331512452801127,14649290.0,True,catalogue_selected,0.8254465667286842,26.466301864976085,1024,245,0.73,0.0561520105249808,0.0001331900979466,25381778.21417044,6205768.548462285,0.244497,0.0358900250844162,0.006560697975894,
bc,900104,172,0.2192237234665432,6343565.0,True,catalogue_selected,0.7854214490531947,58.47824090950008,412,72,0.73,0.04886181630588,0.0006980265917864,7540288.549897384,1278620.2477395586,0.1695718,0.0158716527711181,0.0013933029747939,
bc,900104,173,0.1632587360610302,2120718.0,True,catalogue_selected,0.8886956471764631,58.2722841743266,333,170,0.73,0.0746980862474303,0.0084052773272796,4336645.740748187,485092.00929627824,0.1118588,0.0166716228769192,0.0010330394397137,
bc,900104,176,0.2033616719563989,2006454.0,True,catalogue_selected,0.7966249468227633,334.3495633469489,1,1,0.73,0.0409543288143103,0.0048916832535558,9605287.204054214,1667823.3441441546,0.173636,0.0167718829120196,0.0020641159810864,
bc,900104,177,0.2748587281210655,2885773.0,True,catalogue_selected,0.6286775978705605,31.493694897190693,3230,266,0.73,0.0692640396165463,2.1720872014553e-05,24030046.27130257,6270126.936188763,0.2609286,0.0365854595893868,0.0066217442537055,
bc,900104,178,0.3344995392240134,15899456.0,True,catalogue_selected,0.5723115870053089,53.21518471874273,63,0,0.73,0.0038548011967463,0.0,4461290.904034461,992441.6708929364,0.2224562,0.0053345600033143,0.0010478829532046,
bc,900104,179,0.2368124224219977,12285147.0,True,catalogue_selected,0.7638484099584332,44.74010258655029,1848,1082,0.73,0.097965593347922,0.0072270645054996,15776719.736138085,1573751.5670359945,0.09975151,0.0325175076718857,0.002109505222616,
bc,900104,183,0.1102329570068392,1666262.0,True,catalogue_selected,0.9213433187816756,47.95811278661193,144,94,0.73,0.0735424028816409,0.0144427205917776,867628.4502779217,131415.61667596988,0.1514653,0.012821722918074,0.0010337267273523,
bc,900104,186,0.1996184775996864,9616802.0,True,catalogue_selected,0.7724903937927886,226.6449486495829,22,8,0.73,0.0427846507369945,0.0003268149650377,4146516.661172633,967946.4412084502,0.233436,0.0113044732327621,0.0010422710248474,
bc,900104,189,0.1999467586033276,5072577.0,True,catalogue_selected,0.7629824047895005,39.854352886410666,2240,748,0.73,0.0515095131327878,0.0013021546005802,7242073.792829225,1076495.445933944,0.1486446,0.0159854087869878,0.0012173226749859,
bc,900104,190,0.1231265746013113,190961.0,True,catalogue_selected,0.8934405795456425,39.30803667661059,861,464,0.73,0.0052128117153885,0.0007299117204727,2659207.5448402576,276450.1715717661,0.1039596,0.0036516514102427,0.0003371239740825,
bc,900104,192,0.1959207323799844,4584374.0,True,catalogue_selected,0.8406489895051154,106.22133695608942,609,212,0.73,0.1258013875750115,0.0031332358917783,9266211.771332752,1546494.5241608943,0.1668961,0.0301495783055909,0.001827043878217,
bc,900104,196,0.1558516346859261,1190416.0,True,catalogue_selected,0.7787207206275495,128.0257586852264,477,279,0.73,0.0271753934986705,0.0028679969293518,1695718.9118191935,207303.68449698968,0.1222512,0.0061898153144473,0.0003966051074606,
bc,900104,197,0.191056891710801,12954498.0,True,catalogue_selected,0.7350525438350256,67.1104461487829,1334,259,0.73,0.093427795721911,0.0051097961950205,7521489.12266182,1090966.3879448306,0.1450466,0.0230664962805289,0.0014685495364039,
bc,900104,198,0.152030466950819,7171379.0,True,catalogue_selected,0.8535733019619984,36.31401842220345,784,440,0.73,0.0687004273585836,0.0092045578421727,1875052.2543004872,270848.9795738835,0.1444488,0.0131015676750492,0.0008563569294935,
bc,900104,199,0.0740519762758654,20428221.0,True,catalogue_selected,0.914627601976004,321.40781546179966,3,3,0.73,0.0205808938858519,0.0090815349197288,122601.478169144,16212.169757253438,0.1322347,0.0034612482668769,0.0005798718699942,
bc,900105,1,0.3250214120774591,6567860.0,True,catalogue_selected,0.6619455168917846,22.765637081591205,13791,2289,0.73,0.02299327488238,2.0476188448656706e-05,17509367.889546648,4114020.5568179167,0.2349611,0.0222098359128559,0.0043451130595043,
bc,900105,8,0.1481973788655535,3347932.0,True,catalogue_selected,0.8482059482034778,589.8166147157915,36,14,0.73,0.1116823275375244,0.0010171361055115,2508967.2692547827,376303.2201706435,0.1499833,0.0207291452786028,0.0004603535530061,
bc,900105,10,0.1471196306051274,9162338.0,True,catalogue_selected,0.7787494688455192,40.06061164225432,611,232,0.73,0.0639883805203431,0.0046974718960627,4038747.7009299486,564628.0923425993,0.1398028,0.0146233113582459,0.0008872576980739,
bc,900105,12,0.0933959854545786,11652874.0,True,catalogue_selected,0.8706265347388925,181.85607616538803,14,13,0.73,0.0472088324059825,0.0124029034111913,346843.227052714,38762.3214558293,0.1117575,0.0080087581879,0.0008094964660602,
bc,900105,13,0.1394169908280834,15096806.0,True,catalogue_selected,0.8605826351691026,46.53492987019028,211,101,0.73,0.0165823622699859,0.0019701886605459,598298.6419173479,77447.60788414154,0.1294464,0.0033162056322376,0.0002038604713426,
bc,900105,14,0.1559295550749678,14112602.0,True,catalogue_selected,0.8523539767657142,95.98280691546908,45,34,0.73,0.0436992603812616,0.0132327198694269,2069745.7670263853,230930.29659997136,0.1115742,0.009259750853325,0.0010638207248,
bc,900105,15,0.1971779706393551,15073906.0,True,catalogue_selected,0.7222951681574664,1068.0998922314843,1,0,0.73,0.6379649118014549,0.0,6310938.810173456,1372752.1569963663,0.2175195,0.109942294469977,0.0014494389206744,
bc,900105,17,0.3630341360630368,15302845.0,True,catalogue_selected,0.6200435329712818,25.21266812033485,2497,704,0.73,0.0100016940813552,5.223779671620149e-05,11768220.105756989,1631354.861557145,0.1386238,0.0140447875945857,0.001725725093108,
bc,900105,19,0.1344953294205088,10854555.0,True,catalogue_selected,0.8580811441026824,1424.7236072062765,2,0,0.73,0.1709173079500284,0.0,1559534.9116441852,190077.08704558667,0.1218806,0.0293161013005998,0.0002006954616593,
bc,900105,20,0.0850849255819595,16640757.0,True,catalogue_selected,0.8682306129347666,128.0257586852264,363,287,0.73,0.0143701461221635,0.0059683197298888,128194.03728809532,14021.776566013485,0.1093793,0.0024617082885758,0.0003846430027226,
bc,900105,21,0.1438449460294676,1166250.0,True,catalogue_selected,0.9014818326444975,37.45102922050583,1266,488,0.73,0.0494355646113501,0.0032766919548506,2052902.5166710047,322175.7334467776,0.1569367,0.0101706049664805,0.000543219852796,
bc,900105,24,0.0456831826415288,12430.0,True,catalogue_selected,0.9718533921633352,235.85577567934249,2,2,0.73,0.007370159072607,0.0007566201496188,8493.225218742227,1081.2860621944458,0.1273116,0.0012021073144472,4.802705109739101e-05,
bc,900105,26,0.1908979436283809,15141724.0,True,catalogue_selected,0.7591986301112164,307.13263456812825,4,1,0.73,0.1064537086483391,0.0035332820042135,4874258.932216061,814356.628671576,0.1670729,0.0223801202835902,0.0010787957787262,
bc,900105,28,0.1025023627449956,15258339.0,True,catalogue_selected,0.7591886102870762,419.1725101352295,0,0,0.73,0.0,0.0,345975.5885254341,47578.12368444436,0.1375187,0.0003653030017517,5.023600501330604e-05,1.0
bc,900105,29,0.1042830757988453,5386204.0,True,catalogue_selected,0.9154196700802456,50.66107532905932,1138,705,0.73,0.038413953155411,0.0104737694484538,796552.983620098,85653.5756729656,0.1075303,0.0070598057174567,0.0007394648929114,
bc,900105,30,0.2421189445480814,19162043.0,True,catalogue_selected,0.682268935419595,56.381399409447326,107,18,0.73,0.0680089282059769,0.0003355893385714,19276315.687520616,3171271.458304136,0.1645165,0.0313629815360403,0.0033692252470542,
bc,900105,31,0.1982908762300427,18411195.0,True,catalogue_selected,0.7348292357787438,175.63948635743802,543,163,0.73,0.075636308342227,0.002382189177878,7156457.791379096,1220194.917685438,0.1705026,0.019800846357817,0.001435976035689,
bc,900105,33,0.0663811669894286,4614017.0,True,catalogue_selected,0.9063396252837748,994.9974612426676,54,42,0.73,0.0343049999842009,0.0191570040728619,67918.18995722733,7519.974040559495,0.1107211,0.0056252769919364,0.0011950390937825,
