event_idx,h,w_G,w_G_legacy,w_tilde_G,alpha_G_phi,r_Malm,D_tilde_phi,L_cat_no_bh,L_cat_with_bh,B_num,B_num_wbh,g_frac,L_comp,combined_no_bh,combined_with_bh
0,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.026292367413082194,0.0,233582775.1370549,38998241.39767689,0.1669568,0.13064066542991523,0.19024917516606124,0.030526300879238306
1,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.02970981672756091,7.070544120196158e-05,7697623.769005392,1725548.7147602371,0.2241664,0.004305209109798214,0.014398200542063245,0.0013585219052590642
2,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,403133859.4285776,29072147.07335627,0.07211537,0.22546900396306044,0.31555744686113957,0.022756541755742012
3,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,427266887.31093436,62541510.13655003,0.1463757,0.2389663811542506,0.3344478389368129,0.04895505252152182
4,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.044287447234274135,0.00011251813605027407,41175288.80629313,7414363.187207223,0.1800683,0.023028954621190898,0.04471146808926588,0.005816134012649313
5,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,612650500.0157481,75591966.1075665,0.1233851,0.3426497050181282,0.47955889360720216,0.059170439967331935
6,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.02999431578205272,0.0,22186388.734542206,3879846.463056589,0.1748751,0.012408640089435978,0.025819617455320184,0.0030369923425205845
7,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.06958409576525364,0.0,74832059.36106835,17195303.386848923,0.2297852,0.04185287217640404,0.07818575911073261,0.013459812188556899
8,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0533406251309176,0.0022349576412201626,130560837.27673385,8909832.595569547,0.06824277,0.07302145738662212,0.11723034651970304,0.00722176251033085
9,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0382624299779959,0.0013238469844695081,186307231.79657188,12205861.962186325,0.0655147,0.10419989539908714,0.15661712069471626,0.009700871598683335
10,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0037974792581745745,9.80024965675795e-05,395994668.93289214,32513679.72168911,0.08210636,0.22147612136955572,0.3110393703816837,0.025461291697264632
11,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,195217093.49205425,36542509.59514068,0.1871891,0.10918309786383805,0.1528083195326811,0.02860404989570036
12,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,407388441.34350705,79784940.91213296,0.1958449,0.22784855190775086,0.31888776748575726,0.06245253695109197
13,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.06583066895588906,6.916417788003209e-05,26244288.245262954,5474801.435525824,0.2086093,0.014678185401658737,0.039095360447279195,0.004293119889189366
