event_idx,h,w_G,w_G_legacy,w_tilde_G,alpha_G_phi,r_Malm,D_tilde_phi,L_cat_no_bh,L_cat_with_bh,B_num,B_num_wbh,g_frac,L_comp,combined_no_bh,combined_with_bh
1,0.6,1.0,1,1,4.864362e+08,0.3840379,4.864362e+08,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0
4,0.6,1.0,1,1,4.864362e+08,0.3840379,4.864362e+08,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0
6,0.6,1.0,1,1,4.864362e+08,0.3840379,4.864362e+08,6.186e-321,0.0,0.0,0.0,nan,0.0,1.6107e-320,0.0
7,0.6,1.0,1,1,4.864362e+08,0.3840379,4.864362e+08,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0
15,0.6,1.0,1,1,4.864362e+08,0.3840379,4.864362e+08,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0
18,0.6,1.0,1,1,4.864362e+08,0.3840379,4.864362e+08,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0
23,0.6,1.0,1,1,4.864362e+08,0.3840379,4.864362e+08,1.3060616460468075e-17,2.6091403898711925e-18,0.0,0.0,nan,0.0,3.400866294007238e-17,2.6091403898711925e-18
24,0.6,1.0,1,1,4.864362e+08,0.3840379,4.864362e+08,0.005064054080145578,8.076652365751053e-157,0.0,0.0,nan,0.0,0.013186338397061929,8.076652365751053e-157
25,0.6,1.0,1,1,4.864362e+08,0.3840379,4.864362e+08,0.018064111321827194,0.0008642182640500705,0.0,0.0,nan,0.0,0.04703731061358719,0.0008642182640500705
29,0.6,1.0,1,1,4.864362e+08,0.3840379,4.864362e+08,1.2260270384666797e-25,9.410832360379248e-26,0.0,0.0,nan,0.0,3.1924634210668915e-25,9.410832360379248e-26
30,0.6,1.0,1,1,4.864362e+08,0.3840379,4.864362e+08,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0
35,0.6,1.0,1,1,4.864362e+08,0.3840379,4.864362e+08,8.010424016119292e-10,1.315824697580382e-10,0.0,0.0,nan,0.0,2.085841898778939e-09,1.315824697580382e-10
