event_idx,h,w_G,w_G_legacy,w_tilde_G,alpha_G_phi,r_Malm,D_tilde_phi,L_cat_no_bh,L_cat_with_bh,B_num,B_num_wbh,g_frac,L_comp,combined_no_bh,combined_with_bh
0,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.0798941847013509,0.007551043330097973,15393846.030290453,1449657.1407589985,0.09417121,0.009770930413650535,0.031084399637055518,0.001925491541017563
1,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.00587461452891813,0.0028336017363586093,550217.1272492852,51428.75490248271,0.09346993,0.0003492391214107804,0.001765107307429515,0.0002817837272235642
2,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.07826388819243373,0.0065076030257819415,10068427.971882483,1131556.7144517442,0.1123866,0.0063907297042297435,0.02596574159682247,0.0015540224846181437
3,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.0065891338955663455,0.0028824385471107592,6.8866311726436166e-06,6.211647700824557e-07,0.09019864,4.3711489539373896e-15,0.0014275472500860842,0.00023982603877765348
5,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.015775972325292213,0.0063276943161025,85143.30470932681,10106.249000825519,0.1186969,5.4042979504023215e-05,0.0034940821828609004,0.0005355234458975866
7,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.000311589417346323,8.040684613289487e-07,15.869916289975732,1.2633413481824316,0.07960605,1.007310632019399e-08,6.752058715653241e-05,6.803099224207785e-08
11,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.28289235611009467,0.05344394012062864,48440.888156828834,5078.478191660254,0.1048387,3.0746867704436325e-05,0.061332465367978053,0.004451212895813735
12,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.0015928285860151116,9.405618487253369e-14,352388.08262279455,36486.92826873242,0.1035419,0.00022367116230290725,0.0006604236176555963,3.2650335535076646e-05
13,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.004626815928983659,3.6904469339173762e-06,51.11092997560401,7.081414391651224,0.1385499,3.244162239806222e-08,0.001002453406698491,3.133911464956024e-07
15,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.0016413881480164944,0.0,666.0521809017996,67.92625247797409,0.1019834,4.2276306380133833e-07,0.0003562055969128686,6.078382148752098e-08
20,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.021064439674119872,0.008525808189224925,1240482.6906053857,118642.59048344132,0.09564228,0.0007873711368421758,0.005673693472310833,0.0008155357421884839
21,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0
22,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.017714167807381265,0.007614762240856845,942467.2979823658,79621.98335099354,0.08448249,0.0005982119327169331,0.004681172142754782,0.0007048168602780446
24,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.012589372464402601,0.008649512279112849,38686.70570202764,4577.689865656022,0.1183272,2.4555598945454514e-05,0.0027621281163453934,0.0007237572287953542
29,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.0008330280008589935,1.3778514753049964e-10,13.46048367060963,1.667268494415022,0.1238639,8.543768010983831e-09,0.00018048900168087846,1.5034196332283242e-09
34,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.0,0.0,30621305.44566647,4177210.1669276096,0.1364152,0.01943625031041706,0.027401481695575467,0.0037379774069637934
37,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.04728820326254398,0.0026254007040409227,11186906.131801108,1228449.0789312525,0.1098113,0.007100660948718524,0.02025567632399977,0.0013177177722416287
38,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.03662469789096483,0.010685379815340013,381902.9810460331,48754.73809160595,0.1276626,0.00024240514327764009,0.008276550080457044,0.0009326783000358404
43,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.05026205703637621,0.0003176910239294398,32728275.454560567,3851281.3432156486,0.1176744,0.020773606634499016,0.04017626580883336,0.0034727526111120294
51,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.05700455220395019,0.002413802293454148,11248.570614421049,1409.864368782861,0.1253372,7.139801223831555e-06,0.012360200572952921,0.00020209595716356947
55,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.001527516111661052,0.0007706060114280136,1569.4595336300813,150.5292456397999,0.09591152,9.961824913647392e-07,0.000332343437630987,6.425103323936629e-05
60,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.005580515495152317,0.004230902279241077,37764.632550214556,3850.864010901903,0.1019701,2.3970331781879337e-05,0.0012428220193586427,0.00035546751346182963
66,0.6,0.0832024811136007,0.1625175,0.08320248,9.297923e+07,0.3840379,1.117505e+09,0.04258566516831709,0.0,0.0,0.0,nan,0.0,0.009226257982822507,0.0
