detection_index,cond_3d,cond_4d,excluded
0,63.23422578475794,760341301788.3232,False
1,13.515304925112018,264812301060.21402,False
2,3487.5428817209436,1999070499787.9692,False
3,383.9400516588758,203726551069.25446,False
4,27.97068463481209,123393171778.46773,False
6,16.447311458770827,36222252204.068634,False
8,29.330861793090534,47270158061.963264,False
9,33.16484601355263,71533309053.15323,False
10,76.92512453460847,418509011837.5284,False
11,147.62512306871074,216575997979.38086,False
12,61.29554454552913,675728502960.3025,False
13,8.456807367404458,55284837418.75772,False
14,3.8161973992240554,4500922193.713104,False
15,79.95037955801904,2590569573045.929,False
17,7.895631216837503,6506482329.697671,False
18,198.9292647234121,622991960878.8512,False
19,14.938747703126458,19233976876.259956,False
20,523.1367468461709,619716288114.0963,False
21,34.10855197878853,541218674554.3825,False
23,33.1037101773264,55009313580.228905,False
24,13.900317739657586,57339361338.56397,False
25,13.308886990364767,15881456370.113417,False
26,13.406370427553867,207320917431.17023,False
27,5.690696446867304,143356199315.11926,False
28,94.09403053609299,216373233727.38678,False
29,6.903885290963228,108359787603.40683,False
30,3.633852546919243,41518336189.15086,False
31,178.6335148575902,174088673590.00174,False
32,367.87907983099933,316301040945.9848,False
34,73.60261829392721,482498102819.24817,False
35,178.84922942944155,29119147659.954025,False
36,19366.955174267874,8012494714216.432,False
37,9.088962507537934,109232913101.07048,False
38,412.2697743124372,354814188728.5291,False
40,31.526939231969312,538646162185.385,False
41,8.796536074433892,105463479370.00365,False
42,13.860817850918979,25952354910.892372,False
43,5.793082775002513,4803091976.939154,False
44,51.73189093422334,92275328998.69041,False
45,30.757139540205348,377117860672.7563,False
46,24.27974334587978,14741058547.737019,False
47,321.2288459708908,1236051812280.433,False
50,137.77952942073108,459741536036.7504,False
51,8.55319042281953,103329507665.79784,False
53,9.116889813269598,59830393573.34815,False
54,14.136274724725986,18065777866.845394,False
55,41.26528940333027,281635669369.8139,False
56,46.81161766395163,91588460976.24542,False
57,47.50369707106507,74954566884.56393,False
58,142.00163490991582,11137308045.091711,False
59,7.498210269599149,652278384.6821222,False
60,25.42404121028892,562267557163.7267,False
61,38.75134286196539,142539639986.24692,False
62,37.412984543844814,6005584536.221361,False
63,141.6275934291463,196982602300.60687,False
65,86.97446782449144,1173215342616.5598,False
66,216.16370961314536,41312580753.484276,False
67,191.4984630387116,187455629961.13748,False
68,6.64310301158915,19954851674.973183,False
69,48.98871197788394,6088788702.461367,False
70,17.576220409286446,2294136002.069908,False
71,9.240758437911095,53289104471.772896,False
72,52.02052648749866,6318798015.337757,False
73,1.839621271273027,7624259054.258176,False
74,44.49682909870868,86605817698.01025,False
75,176.65467648140933,2194476603844.091,False
77,42.30581945381252,21905718178.42109,False
78,1170.2241611189347,284638297807.42017,False
79,97.88150878249742,510232804258.17114,False
80,4.216851575361561,124315291339.47437,False
81,149.50627762553225,1076940397851.9321,False
82,138.61953267874085,298157990074.29535,False
83,41.162187907388486,70212456270.44547,False
84,72.47503830675045,114462410332.00671,False
85,126.8888977107819,901280274329.4092,False
87,142.49126437606864,1052726314826.5754,False
88,64.02478543544343,433144724066.39185,False
90,18.41493506454734,28414471966.67114,False
91,8.121091421103698,40086880679.52501,False
92,50.55551988241428,92991318914.93544,False
93,14.03817422644552,69149234865.70291,False
96,61.54748779001622,76734133099.77509,False
97,12.967280048198665,111940030178.58359,False
98,92.52712845170831,1325355473637.0366,False
99,25.18988023842184,1048128387665.5454,False
101,31.512349706452312,110934108133.79437,False
102,44.23462014942893,262166487877.87024,False
103,51.59406977160824,262957937749.41574,False
104,125.07265256450717,170374981693.46283,False
105,52.84079417057778,977920064320.3403,False
106,38.63196107959553,462039341360.0617,False
108,12.288708344167597,154108623241.08994,False
109,31.301913001615393,266260948195.12576,False
110,3.85238641305711,31227810849.902813,False
111,3.2304755752460843,23472832861.30573,False
112,14.764197562111097,45418528953.256996,False
113,4.371196592639889,20070404415.15113,False
114,2.2577415560092478,157221216654.5141,False
115,3.218148042604193,15529054722.70683,False
116,1.8495135249454164,46933654716.51843,False
117,33.88286056279833,4842170502.73111,False
118,38.523866764865446,769422176231.9856,False
119,19.817998384318507,383206622146.50256,False
120,45.604455243617295,220138755081.21188,False
121,4.931529999800895,40118780507.67652,False
122,30.78938592515809,213215379182.6938,False
123,11.441990942634032,103555173920.30266,False
124,58.20965477635504,693188212931.8433,False
126,41.659712486917336,74081833099.63368,False
128,114.7239218106699,117517658561.31845,False
129,373.320226255506,1557211606435.1023,False
130,64.6200274064629,66492061201.190186,False
131,132.83572731685976,23450070920.00678,False
133,9.948373649011762,8939391013.219236,False
134,8.133011226868854,11202540374.405033,False
135,74.26957853596478,507116289764.1641,False
136,150.6574387564623,167258059519.24606,False
137,14.017152709417976,36480578852.43924,False
138,19.611502713183512,547368517846.5306,False
