event_idx,h,w_G,w_G_legacy,w_tilde_G,alpha_G_phi,r_Malm,D_tilde_phi,L_cat_no_bh,L_cat_with_bh,B_num,B_num_wbh,g_frac,L_comp,combined_no_bh,combined_with_bh
0,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.014772978964709284,0.0,134866543.55963925,23838604.60426838,0.176757,0.07542959871302977,0.10973157641933563,0.018659929027836655
1,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.016406827568636113,0.0,276661919.3765574,43914441.11619102,0.1587296,0.1547344286207059,0.22118391108141638,0.03437451009101904
2,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,572794665.3278068,83473670.80436505,0.1457305,0.3203587087670465,0.44836130218068837,0.0653399307031401
3,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.035663797863267524,0.0,68027593.00899465,9310290.34363391,0.1368605,0.03804719767147195,0.06330009226785967,0.007287731808331387
4,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.07735460994932929,0.008261939530604423,31633675.551831156,2893719.5925173885,0.09147592,0.017692419407468855,0.04656163196334343,0.003179996410860346
5,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0017422377464805577,0.0,734168692.0668472,84905156.20531791,0.115648,0.41061369535123826,0.5751695865937747,0.06646044158998043
6,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,6.084541616243953e-05,0.0,453850322.0849875,32979308.2414512,0.07266561,0.25383424804322535,0.35527346127919524,0.025814914983003662
7,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.025466125083452043,0.0,192362049.52074176,34259613.65765291,0.1780996,0.10758629842507343,0.15775034933163604,0.02681708807983002
8,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.04104698859629984,9.543676581381976e-05,6813014.939902477,1507872.7494572455,0.2213224,0.0038104556502960114,0.01690079766632116,0.001190872340195975
9,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,80631110.76208854,4884245.5097764535,0.0605752,0.04509622748566022,0.06311488567526348,0.0038231967046695185
