seed,event_idx,z_true,host,dL,SNR,sig_dL,evaluated,z_g,sigma_g,mu_k,mu_p,sd_k,sd_p,pull_p,pull_k,pull_g,C_b,C_s
900101,83,0.2710715729202024,5683343,1.3462784011549105,46.04098492127464,0.0425859073131335,True,0.161646,0.0383895193110362,0.1711382398623428,0.168067270214506,0.0356795049836351,0.0352239029157031,2.924272842569531,2.800860973370993,2.850402268223889,-2.4143011873233826,-0.05585532115159957
900101,84,0.1424199032627146,17821891,0.6482267774421155,334.3495633469489,0.000831802635884,True,0.114615,0.0368650008242626,0.1297682884602296,0.1279498075033847,0.0330445710660664,0.0326498107288273,0.443190800691344,0.3828651543755988,0.7542357965828356,-1.501520363019562,-0.05842365179191965
900101,85,0.0351100132785112,40003,0.0726126800371259,36.73127572384207,0.0734816556378944,False,0.0241323086440508,0.0150103328963182,0.0373412948716893,0.0372432480661742,0.0123979802022949,0.0123798617229338,-0.1723149123476229,-0.1799713789480913,0.7313431827453382,-0.4461364176797769,-0.013814687697545623
900101,86,0.1118507525390292,11908088,0.5426579271176896,52.04359158584538,0.0249882052010863,True,0.093762,0.0361178966163476,0.1131072344099757,0.1117103324070801,0.0316657843028907,0.0313405867071442,0.0044804563890652,-0.0396794805057717,0.5008251928724416,-1.1831210779762735,-0.057547791938279746
900101,87,0.0783403418432131,1255727,0.3602861266463168,75.67811681288687,0.0155022116861143,True,0.06157,0.0350787094292962,0.0884384468094427,0.0875438949835481,0.0288862547342392,0.0286633343598473,-0.3210915040375681,-0.3495816629443558,0.4780775038778151,-0.782926935857838,-0.051013364258794665
900101,88,0.1222908494957397,14964814,0.6812080679865097,32.12573712672812,0.1535470153446516,False,0.1232369999999999,0.0371130109994085,0.137410528595962,0.1353748583106727,0.0336160274697341,0.0331932589832001,-0.3941766857407754,-0.4497759026950799,-0.0254937683249487,-1.6688612655263781,-0.06046143691005449
900101,89,0.1913698341499104,11897999,0.900061352995411,177.0123020948896,0.0036379070713775,True,0.187664,0.0392142597945481,0.1937074033141994,0.1900038352559535,0.036713355257496,0.0363408958740286,0.0375884760434065,-0.0636708126482583,0.0945022083631328,-2.8457055173214263,-0.03876058253997161
900101,90,0.1385020716618021,17096053,0.6339132960703744,61.962260005145644,0.0269312865589949,True,0.13843,0.0376463110057704,0.1483295331246173,0.1459956403151948,0.0341449264754156,0.0337014193567143,-0.2223517227591133,-0.2878161553486134,0.0019144415449111,-1.879198424503315,-0.05019199711587061
900101,91,0.2303436491996074,15023128,1.1905823611559858,20.688060009780283,0.2696607558983652,False,0.27382,0.0420884535754346,0.2702624859693219,0.265222001957806,0.0397892772418013,0.0396997520093839,-0.8785534164030627,-1.0032561417772394,-1.0329757239113218,-3.6216882499957497,0.029670737805761186
900101,92,0.1481269383917324,4460151,0.9313333065818472,27.052854297650093,0.1164610888767218,False,0.139397,0.0376710609137044,0.1508216754168032,0.148389387247279,0.0344603653022754,0.0340056899065322,-0.0077177924126209,-0.0781981560971104,0.231741240623158,-1.9566227941152745,-0.05752350892137096
900101,93,0.0921801730235667,16974092,0.4104067665846171,107.79314909054284,0.0070657656139031,True,0.076467,0.035592209745022,0.0987442319119759,0.0976638394417017,0.0300975829208834,0.0298367657483546,-0.1837889020674931,-0.2180925593149453,0.4414778721561219,-0.9296238867057972,-0.051043791520229774
900101,94,0.1445191963143868,16349063,0.6644777153834862,41.84865195961499,0.0666561539007119,False,0.1315849999999999,0.0374088371060758,0.1430349601116951,0.1408528881651944,0.0338548438409059,0.0334213502533209,0.1096995818960981,0.0438411770459351,0.345752429505118,-1.7706460973825149,-0.053683876994780354
900101,95,0.1198768828030464,8353705,0.6067925649208831,34.08786219625427,0.0729123485691827,False,0.122275,0.0370624944003253,0.1350447052202181,0.1330983178058771,0.0332739907663273,0.0328662619925822,-0.4022798517767159,-0.4558462050341509,-0.0647046896264097,-1.5991080183947954,-0.05363667852023649
900101,96,0.2884413967422021,3156278,1.41416017452408,36.308698534866586,0.0391107576838738,True,0.297487,0.0428877283739873,0.2909641932164729,0.2856761136275221,0.0405235197060061,0.0404443024146338,0.068372624809555,-0.0622551173386088,-0.2109135550131943,-3.7317577355888782,0.04893438957125744
900101,97,0.23960511903965,8224693,1.09589209260614,24.178001809448485,0.196724866817105,False,0.266208,0.0418083694547277,0.2610135145375888,0.25613557319989,0.0392582898987368,0.0391603751601658,-0.4221219559983903,-0.5453216518895696,-0.6363051539036219,-3.5286288995154043,0.03717443856080269
900101,98,0.3745258204419048,4398038,1.9339284452647296,57.20262169377478,0.0267070145065093,True,0.3074699999999999,0.0432178485150231,0.2976370546334086,0.292303380256282,0.040624690868339,0.0405458563017059,2.027887623677175,1.892660944982592,1.551577016116279,-3.7366358892694933,0.06783621971030548
900101,99,0.269354636856177,5931371,1.585013318344139,21.55311413547982,0.1771424388888597,False,0.281863,0.0423502973345302,0.2751196084994216,0.2700583614375822,0.0398120538570061,0.0397298183065842,-0.0177127560960577,-0.1448046780995224,-0.295354789247827,-3.6159695217231045,0.04794605280632817
900101,100,0.1876120454784755,3553184,0.7229974917081683,26.571915389476555,0.1321269095581963,False,0.17911,0.0389687520884747,0.185126882942334,0.1816663530849607,0.0362533954071148,0.0358447512034372,0.1658734457318435,0.0685497870815633,0.2181759749240222,-2.6753680143441376,-0.03944719987278778
900101,101,0.0797545325041168,12830422,0.7133114689482435,21.69040332575613,0.1711358422757956,False,0.061365,0.0350449352788256,0.0869859459249122,0.0861283949065195,0.0285091607643115,0.0282965196225549,-0.2252525217738144,-0.2536522727055468,0.524741517078158,-0.7507473468620055,-0.04639991179738704
900101,102,0.0696057089889934,15221858,0.5850198960480496,27.00275303271149,0.1961056174311478,False,0.085334,0.0358609141834417,0.1060869575019689,0.1048506121001042,0.0309487163855927,0.0306552096739779,-1.149719851403559,-1.1787645102450297,-0.4385914684313575,-1.0563039788042607,-0.05459755309600808
900101,103,0.0772282827627926,17105168,0.0772762304644485,21.69524359300291,0.2624460050240131,False,0.050876,0.0347498278022949,0.080582006282629,0.0798213757175217,0.0276996174193766,0.0275048764310931,-0.0942775715144722,-0.1210747234902392,0.7583428301492845,-0.6720161714345682,-0.04779641903915851
900101,104,0.0884071775851927,14054300,0.4322231911824265,20.84716112690069,0.301306815812683,False,0.119996,0.0369937899817316,0.1347127719727615,0.1327546293318693,0.0334234387773712,0.0330098556666987,-1.3434609407097635,-1.3854228075095365,-0.8538952735150036,-1.6127426029766136,-0.06050034074784336
900101,105,0.1452247038766383,17179420,0.6649757498090979,25.87096201331933,0.14869764192344,False,0.113688,0.036820878972879,0.1284194231805221,0.1266457167598766,0.0328710845408747,0.032484374542299,0.5719361193970123,0.5112481358873021,0.8564897079145547,-1.4665019646810433,-0.05588278698124372
900101,106,0.2955733038009261,14566048,1.4620113713099734,90.62126205632914,0.011084684842615,True,0.285176,0.042457639589276,0.2774385987434767,0.2723598583081869,0.039854430947891,0.0397745480852168,0.5836256251863496,0.4550235601446718,0.2448865245808975,-3.6195712223740544,0.0536321175119321
900101,107,0.2328544898573203,5411492,1.1205432971062796,181.85607616538803,0.0021783989006792,True,0.236554,0.040857683233586,0.2352567009683331,0.2307248707201236,0.0383384313066618,0.0381736195339063,0.055787718408655,-0.0626580438776431,-0.0905462534801436,-3.3439311703882826,0.01071320254703168
