event_idx,h,w_G,w_G_legacy,w_tilde_G,alpha_G_phi,r_Malm,D_tilde_phi,L_cat_no_bh,L_cat_with_bh,B_num,B_num_wbh,g_frac,L_comp,combined_no_bh,combined_with_bh
0,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.06263157380033106,0.00018962570496324548,11745749.73191934,2657534.1577819977,0.226255,0.006569288167977447,0.026844903610386498,0.0021012126460053246
1,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0043107259753332365,0.0,563972120.5325161,66481389.58531104,0.1178806,0.3154243418293914,0.4426702045284916,0.052039036341570956
2,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.11143317687381402,0.00011998513109995385,17390666.9411307,3856087.73391472,0.2217332,0.009726437662735565,0.04501676036904038,0.0030316817780778956
3,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,1.1866003739785905e-06,0.0,795250954.6273803,97999346.37292103,0.1232307,0.44477643454376076,0.6224917351833644,0.07671006245750057
4,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.03704252970217589,0.00037335415831071843,5513012.373794439,1307644.87568436,0.2371924,0.0030833763517591154,0.014754672416144986,0.0010649176263254566
5,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.019634786927480878,0.0,247649621.11996707,57599337.73889908,0.232584,0.13850812106156232,0.19938391804381453,0.04508651291048319
6,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,7.465332414765688e-05,0.0,603904933.4696544,74950467.32645963,0.1241097,0.33775839129658813,0.472734244291947,0.05866829976552018
7,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.03486362950703895,0.004234835587018065,15685333.667103091,1370121.8949942288,0.08735051,0.008772660683384143,0.022103112166626037,0.0015414326029753393
8,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,116983821.21275002,10795656.278570313,0.09228333,0.06542795905563102,0.09157036821040232,0.008450418273684175
9,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.005930220890345796,6.634541212048137e-07,197161105.08753586,19516648.37976384,0.09898833,0.11027036540010297,0.1560012668985862,0.015276943893151837
