event_idx,h,w_G,w_G_legacy,w_tilde_G,alpha_G_phi,r_Malm,D_tilde_phi,L_cat_no_bh,L_cat_with_bh,B_num,B_num_wbh,g_frac,L_comp,combined_no_bh,combined_with_bh
0,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0023753642256423746,0.0,38075112.9306893,2933677.510510578,0.07704974,0.021295055196881827,0.03047313555069701,0.002296368224794757
1,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,9.292872526728263e-07,0.0,1040022302.247515,154667325.91248566,0.1487154,0.5816747641081257,0.8140891177393037,0.12106754452966183
2,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.006470838504155645,0.0,342332917.1464989,38826789.106010504,0.1134182,0.19146360457590092,0.2697884503907518,0.030392094718799622
3,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.05098463300146824,0.00021975394200996623,32373242.48340777,4868987.614404185,0.1504016,0.018106052287780505,0.039708966382831216,0.0038355883995308845
4,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0026828065572343314,0.0,493033837.89128953,78848897.47198685,0.1599259,0.2757492226205046,0.3866837071108487,0.06171983868917394
5,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,1.019970983345359e-05,0.0,535445562.6770117,56211832.70098485,0.1049814,0.2994697043417538,0.4191287572058938,0.04400042813484118
6,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.012103558670469012,0.0,477003030.23973185,96121414.53149213,0.2015111,0.2667833415629238,0.37679036693736184,0.07524009072627333
7,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.06516807470939856,2.6783155162933913e-06,124072434.62583739,20032493.396417346,0.1614581,0.06939255435902096,0.11548468235607239,0.01568095035416582
8,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0004138200585090634,0.0,545921028.4670142,49462563.9763743,0.09060388,0.30532853456025455,0.42744229088870356,0.038717364067891544
9,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,47097901.37914632,4864692.503295343,0.1032889,0.026341416540299162,0.03686639850293757,0.003807891374543232
10,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,1073066215.8276918,140334706.44492775,0.1307792,0.6001559164790142,0.8399543413681493,0.10984852955427465
11,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.013450560484051112,0.0,354111717.6874981,81991835.4084171,0.2315423,0.19805137775283782,0.28097545630663034,0.06418000780587564
12,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.003983049105642928,0.0,266344294.39535025,54364446.26453742,0.2041134,0.1489638772929792,0.20960641590278442,0.04255436615414434
13,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.10888444182394667,0.0,133394528.06851242,30419961.472248003,0.228045,0.07460631419142447,0.13510177123296735,0.02381155824867519
14,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.08844366164961254,0.0,64703813.98434991,14578936.22826771,0.225318,0.036188239093439795,0.07557275459054524,0.01141182211949277
15,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,337576668.81641346,58400492.80755619,0.1729992,0.18880347928871866,0.2642418373951263,0.04571362582122615
16,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.07462852404273364,2.001797251016863e-06,58369392.17927081,13816983.491425034,0.2367162,0.03264545611535529,0.06672104342806515,0.010815616937458099
17,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,110643078.77288215,26651702.59090508,0.24088,0.06188164100551794,0.08660708257033004,0.0208619123087537
18,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.030736616288323092,0.0,150035397.3457223,35831591.29703533,0.2388209,0.0839133970207613,0.1261040248300101,0.028047570806112164
19,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,1085325747.5745852,136449770.86045474,0.1257224,0.6070125581313518,0.8495506242089067,0.106807553646188
20,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.04571639920197859,0.0,109880107.8365458,22533023.904811926,0.2050692,0.06145491848384149,0.09889362450932025,0.017637971426022636
21,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.004080687260694713,0.0,319015519.85524917,36008281.79236942,0.1128731,0.17842240195967543,0.25086291123536936,0.02818587722788305
22,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.009230925198046825,0.0,199862568.7140414,42771664.2565501,0.2140054,0.11178126878582703,0.15904606949548603,0.03347998897916942
23,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.03020006991517237,0.0,249368052.5613451,59677086.81650594,0.2393133,0.13946922372362971,0.20370654024846896,0.046712893773348585
24,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.00717112864237678,0.0,513330815.22289217,87765592.94113958,0.1709728,0.2871011325516228,0.4038362845766041,0.06869947979566014
