event_idx,h,w_G,w_G_legacy,w_tilde_G,alpha_G_phi,r_Malm,D_tilde_phi,L_cat_no_bh,L_cat_with_bh,B_num,B_num_wbh,g_frac,L_comp,combined_no_bh,combined_with_bh
0,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.0,0.0,9065507.14083113,5068002.701100077,0.5590424,0.006786201094609365,0.009571938254552312,0.005351119156957257
1,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.0,0.0,56895567.72461098,20064904.99957498,0.352662,0.04259053111680391,0.060073954248492975,0.021185801164322015
2,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.0,0.0,29465645.94898902,18882468.875698816,0.64083,0.022057210444607168,0.031111700567075445,0.01993730999974971
3,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.0,0.0,31445711.696057145,5047176.733591252,0.1605045,0.023539435777554213,0.0332023797509818,0.005329129777655141
4,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.010761773025180466,0.00046137246104491653,16349492.512414496,1750268.7271218847,0.1070534,0.012238801675455173,0.01900503358044687,0.0018766346881796505
5,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.0,0.0,35134060.18179395,19668268.933862764,0.5598063,0.02630043680511649,0.0370967723556417,0.02076700761294682
6,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.0,0.0,57008661.17660155,10595622.244242623,0.1858599,0.04267518991148235,0.06019336549847945,0.011187530969299208
7,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.0012632516695828182,1.9136990686678253e-05,41290029.89600506,11679208.911620328,0.2828578,0.030908634423185047,0.04380114135863731,0.01233283645792497
9,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.022685473002157217,0.0011080556008829807,5819538.337205577,969602.7611782198,0.1666116,0.0043563539050331555,0.009817141964513127,0.0010924308870270884
10,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,4.1628086553188765e-06,4.388271367742784e-08,47416266.95051103,11239713.255131025,0.2370434,0.03549457495130793,0.050065780301320424,0.011867605888699785
