event_idx,h,w_G,w_G_legacy,w_tilde_G,alpha_G_phi,r_Malm,D_tilde_phi,L_cat_no_bh,L_cat_with_bh,B_num,B_num_wbh,g_frac,L_comp,combined_no_bh,combined_with_bh
0,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.06829534455141541,0.000854459932725691,158219812.2819282,16854193.33730374,0.1065239,0.08849086388574359,0.14309524162247567,0.013287425228135998
1,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0014762902027425076,0.0,31517831.214500926,7390447.648147988,0.2344847,0.017627628751110614,0.025086974964134392,0.005784953896743243
2,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,148312723.3058052,21875764.061162036,0.1474976,0.08294992151293945,0.11609340969210798,0.017123494079762276
3,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,9.791660508554229e-05,0.0,930964366.4767607,102574229.77366862,0.1101806,0.5206796787849695,0.7287501561298841,0.08029110258068348
4,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,48970349.43459302,6029755.569432091,0.1231307,0.027388659256732246,0.038332077740584315,0.004719857258786844
5,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,714132384.3559436,83915002.4363861,0.1175062,0.39940757550539285,0.5589949508276031,0.06568538787514996
6,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.06935610072318177,0.02604734123594573,8185056.308567084,649294.3484353432,0.0793268,0.004577825578556107,0.025952833598543525,0.003392657055397309
7,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.08817459612604295,0.0,91674074.07436898,19410937.359708987,0.2117386,0.051272453770273785,0.09660819340282004,0.015194123964416039
8,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0037235635755095684,0.0,716730703.6540478,62186886.01990769,0.08676465,0.4008607912311867,0.56207818599399,0.048677466607498956
9,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.05806724278438318,1.1198098518123515e-05,30364177.18133195,6940438.760735089,0.2285733,0.016982400820752013,0.040132364966980735,0.005433944556261777
