bin,edge_lo,edge_hi,n_kept,n_timeout,denom,rate,rate_garwood_lo95,rate_garwood_hi95,se_approx_from_garwood
0,0.05026987344432527,0.08145083793899455,317,166,483,0.34368530020703936,0.29339068948516217,0.4001278884072322,0.027229377407460037
1,0.08145083793899455,0.10890904969945314,305,177,482,0.36721991701244816,0.3151121438833465,0.42548356037262575,0.028156490754238147
2,0.10890904969945314,0.13919963284902717,324,158,482,0.3278008298755187,0.27868053702200674,0.3830857031499419,0.026634460155374066
3,0.13919963284902717,0.16992511759006676,320,162,482,0.3360995850622407,0.28633600965803574,0.39202578169372926,0.026962171763280734
4,0.16992511759006676,0.19965336523582117,326,157,483,0.3250517598343685,0.2761949199838575,0.3800609173090678,0.026496914567106934
