event_idx,h,w_G,w_G_legacy,w_tilde_G,alpha_G_phi,r_Malm,D_tilde_phi,L_cat_no_bh,L_cat_with_bh,B_num,B_num_wbh,g_frac,L_comp,combined_no_bh,combined_with_bh
0,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,207325106.4764391,47913489.041730404,0.2311032,0.1159549964868678,0.16228599940142188,0.037504808684759756
1,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.06509095750863308,0.0001502534034970828,14083979.554098496,3185363.0585241863,0.2261692,0.007877038278054372,0.02936828054334812,0.0025100165169173044
2,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.006506114370081979,0.0,470090737.94567156,54873577.38273957,0.1167298,0.2629173610152903,0.3698022262832243,0.04295289411705264
3,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.10481735815348094,0.00014891373259283847,14727894.239361629,3266911.430987796,0.221818,0.008237173750002214,0.04106798013626245,0.0025737010475728964
4,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,3.8308100767268235e-07,0.0,837460848.0516778,103620670.60625637,0.123732,0.46838403386884153,0.6555317654392117,0.0811102156115033
5,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0343779989198516,0.0004767199533977626,3659113.1729437746,868616.8719840122,0.2373845,0.0020465078365314365,0.012552596170766839,0.0007327101038000854
6,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.03473722638354858,0.0,276480581.1657715,37410293.22932014,0.1353089,0.1546330078523678,0.22620782764627984,0.029283317046362674
7,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.028202324127227084,0.0,204051924.62604225,47155551.61049385,0.2310958,0.11412433643602259,0.16767184102234023,0.03691152485337801
8,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0004340927221974105,0.0,500616460.2465372,61480537.60120255,0.1228097,0.27999011251322925,0.39198535679970836,0.04812456464109768
9,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.03544500411939609,0.004089533518322633,16956967.43434353,1483248.3713203717,0.08747132,0.009483873577562515,0.023262340049201417,0.0016138932192179592
10,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,94832326.391606,8674924.453411873,0.09147645,0.053038834806192744,0.07423104285622334,0.006790392194076925
11,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.015235238422571289,1.7415708379482445e-05,149588421.653026,14652929.70513556,0.09795497,0.08366340768875435,0.12138556150928599,0.011471669894714702
12,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.043628801306593544,0.0005578983474582679,17386718.074053455,2971851.6284374013,0.1709265,0.00972422909824547,0.025905084457441656,0.002388029645223612
13,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,1249678593.0733957,200684112.8874189,0.1605886,0.6989335702379441,0.9781996153491719,0.1570876888835635
14,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,88511037.1521575,10489578.324044364,0.1185115,0.04950339674946118,0.06928298442198862,0.008210832400129438
15,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.03191840707963184,0.0,51276033.98192376,12039442.750892768,0.2347967,0.028678207098425716,0.049132102252934635,0.009424005766937226
