event_idx,h,w_G,w_G_legacy,w_tilde_G,alpha_G_phi,r_Malm,D_tilde_phi,L_cat_no_bh,L_cat_with_bh,B_num,B_num_wbh,g_frac,L_comp,combined_no_bh,combined_with_bh
0,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,158343980.10298735,15129961.659684064,0.09555123,0.08856030978884423,0.12394548589382941,0.011843143315235963
1,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,93638297.62040761,15290432.35303193,0.1632925,0.0523710256617886,0.07329640374887526,0.011968753509231243
2,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.025529894884342062,0.0,82979761.12062432,18893630.828066703,0.2276896,0.046409805704436376,0.07214813580768384,0.014789196607034014
3,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,235915216.72331473,45215931.089356795,0.1916618,0.13194517823368085,0.18466522154805717,0.0353932656319942
4,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,110116742.57603322,25126404.822634116,0.2281797,0.06158726608443975,0.08619508714354134,0.0196679687632008
5,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,84633015.16709267,14838336.975681894,0.1753256,0.047334455258020096,0.06624742020961256,0.01161487089759322
6,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,114939297.51411185,10068927.658948123,0.08760213,0.06428447603844106,0.08996999487707863,0.007881563481645731
7,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0,0.0,17214636.046587683,3962358.3464449765,0.2301738,0.009627985226823586,0.013474945039855586,0.0031015794235825676
8,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.04043254170629022,7.264892466764405e-06,35584099.72685603,8593442.66638661,0.2414967,0.01990185476781535,0.03924851659597396,0.006727415927520146
9,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.0005247244996054925,0.0,454553457.76848197,80267273.04021303,0.1765849,0.2542275052666029,0.3559545785425995,0.06283008771076219
10,0.5,0.11073739779008013,0.2101616,0.1107374,1.414703e+08,0.3929375,1.277529e+09,0.03228950744791543,0.0,41780949.45612524,10077045.601607898,0.2411876,0.023367694968257822,0.041804304036864165,0.007887917890236254
