event_idx,h,w_G,w_G_legacy,w_tilde_G,alpha_G_phi,r_Malm,D_tilde_phi,L_cat_no_bh,L_cat_with_bh,B_num,B_num_wbh,g_frac,L_comp,combined_no_bh,combined_with_bh,den_log_term,num_log_term_no_bh,num_log_term_with_bh
0,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.08052271906899973,0.0025314477985353434,26641892.605351333,3497765.282502311,0.1312882,0.01994342268471533,0.041165856900024035,0.0038500285768934745,20.668906905129344,17.478760822908903,15.109232196989085
1,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.0793827545917151,0.019188438671504878,2384218.0571914585,243400.16735792655,0.102088,0.0017847631619665482,0.015368516870014951,0.0014460442871063457,20.668906905129344,16.493472683922366,14.129983376735895
2,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.07387746247082273,0.0037449554813689416,8688080.914990382,1265545.298717257,0.1456645,0.006503669711958008,0.021133295458914726,0.0015683061715094729,20.668906905129344,16.81200140675575,14.211147791456458
3,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.019171580328031682,0.007554420385129641,382856.4729946155,38294.312696666224,0.1000226,0.0002865963233774632,0.003507891198645789,0.0005085571353810676,20.668906905129344,15.016166684966864,13.084973916973102
5,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.09345215684484914,0.0023543794506015506,13423850.191165619,2511885.91685266,0.1871211,0.010048742496805142,0.029302527769073414,0.0027981021562015046,20.668906905129344,17.138825410431043,14.790093012160568
7,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.016884054424959376,0.013656036697430362,488190.67833663407,40036.90277934277,0.08201079,0.00036544674933678567,0.0032487869621232093,0.0008884949612184922,20.668906905129344,14.939433310392934,13.642925323633387
8,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.006302855613186649,4.911344171936676e-05,19355756.324734338,5220467.436872352,0.2697114,0.014489211989729002,0.02145739305474762,0.005515144513951993,20.668906905129344,16.827220876695048,15.46864948230845
9,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.01597992684365515,0.00026966953602022907,36558035.328188606,5331570.115918888,0.1458385,0.02736638728610348,0.04118725267555721,0.005646120943867483,20.668906905129344,17.47928043354959,15.49212037690874
11,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.06690838694526693,0.0016874179942290512,3661108.7828777144,474763.6164733737,0.1296775,0.0027406100997865303,0.014697289931077377,0.000605849544644925,20.668906905129344,16.448814744505682,13.260028026245264
12,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.06754853778643356,0.010399717413333304,301309.1957323667,33726.8793350469,0.1119345,0.00022555216847001359,0.011253432801994576,0.0006800486179873715,20.668906905129344,16.18182484620759,13.375560639819682
13,0.73,0.061966841110858734,0.1215039,0.06196684,5.868831e+07,0.3827762,9.470921e+08,0.010084593164342884,0.00036345768241710343,2307647.563475544,457208.5357191774,0.1981275,0.0017274444968110897,0.0040691345548015114,0.0005052721370566467,20.668906905129344,15.16458196289269,13.078493516554595
