event_idx,n_cand_nomass,n_pass_mass_filter,z_min,z_max
0,74,63,0.044821928017729724,0.07553607719834655
1,7,3,0.17210082583976127,0.28047419949772956
2,1,0,0.18007646429536925,0.2906742837629264
3,15688,7048,0.0,0.187036429892565
4,1929,937,0.12500751456303655,0.3486991269151518
5,5147,2630,0.04845435881606444,0.20770293344156512
6,1100,523,0.04012407294770517,0.1747398890701407
7,3481,1278,0.1755226894728581,0.29564627953985984
8,1517,207,0.1525257514115946,0.4298099578301943
9,403,139,0.16005507497077404,0.40996485280757816
10,5031,1508,0.1169897736804824,0.26215384584511325
11,3,1,0.1322785870592776,0.2163424174069666
12,2165,1009,0.06005347113270526,0.24005670650500713
13,4545,890,0.15429716009218156,0.29236964896683454
14,29,10,0.17941494318117301,0.2911055893184328
15,900,462,0.0,0.17779202849078293
16,553,51,0.18881588475507682,0.33589183743510126
17,242,64,0.1480933733552929,0.28132842956709064
18,2,2,0.059172019792629975,0.10042378427868054
19,6832,2355,0.009295276145280522,0.3199148791778898
20,15371,2653,0.1382108701929988,0.34880830061842777
21,171,102,0.05779378015751068,0.15575902436978686
22,1872,438,0.06558369402060443,0.2746066400806023
23,1109,537,0.13396991428379162,0.22416191015092016
24,9193,4054,0.07498679353528771,0.21810241205949657
25,2690,1857,0.00475840325452418,0.11481721983383723
26,119,21,0.11971107817881936,0.27166922263464977
27,9,7,0.022004548854189163,0.06625510327307267
28,1408,171,0.10377139386224889,0.4079694266882409
29,8170,2658,0.05882494157362532,0.2639541437639239
30,1996,758,0.02004525541425503,0.31419123779602903
31,205,0,0.2641903376758505,0.4420729696321643
32,1,1,0.017932852242317318,0.031257701612728214
33,568,258,0.12533445426394463,0.24498626031854687
34,2,0,0.18027159719916488,0.29099067518098654
35,4,1,0.1286984019536607,0.21155156572781525
36,6273,1674,0.10280387349908054,0.3158937108381463
37,881,272,0.046686205108651756,0.2307953337558786
38,984,427,0.12129828676806598,0.22840576882950225
39,5723,2784,0.08959663168032653,0.22438295660709906
40,298,195,0.08529660057985047,0.17412707049421156
41,3981,1544,0.0885762137327652,0.37958807639249237
42,1139,595,0.026277777847009645,0.0957884225956722
43,374,77,0.08686587659857875,0.23828951304830576
44,629,230,0.12429532987208858,0.2071210373377681
45,262,161,0.005457049758548548,0.14793969074438215
46,2404,431,0.1532399555478709,0.36951014648991537
47,16152,4055,0.124043043231491,0.3318872939398825
48,582,299,0.05280855954969814,0.208171888318541
49,1052,263,0.07287991610276848,0.33151505169208223
50,22,16,0.01406149037497718,0.06728558355991218
