event_idx,n_cand_nomass,n_pass_mass_filter,z_min,z_max
0,1633,1633,0.13010363442297365,0.22956058569878202
1,225,223,0.0862094579043526,0.14688601557480807
2,103,102,0.0,0.15445964489697456
3,22,21,0.04331657412240894,0.12867235129671484
4,27,27,0.07543609909682049,0.13330554057850705
5,12756,12739,0.06711677941591623,0.20021326243838625
6,422,422,0.11202480627285102,0.23785922938982254
7,64,64,0.09690302313039469,0.16963910974283913
8,935,818,0.04611511501747312,0.08405050356969984
9,3795,3795,0.13745896908400704,0.3890441401318983
10,17,16,0.05864904696116089,0.0994561975082575
11,316,316,0.11993755611855922,0.20183097187712654
12,26,26,0.056540913461056344,0.09477878548448666
13,519,516,0.03716437141417641,0.1633873279406551
14,15,15,0.20056824901720632,0.3226257786146531
15,4,4,0.1393963012718744,0.22836029081322132
16,2453,2453,0.14056192641020243,0.302954578349283
17,5476,5475,0.08538930804818015,0.2328235476918762
18,5400,5400,0.18291384433369423,0.41021503521651076
19,79,79,0.09893182213974928,0.16643237756634124
20,1,1,0.14919358136281755,0.24289439889418013
21,653,652,0.0,0.20216086901388663
22,1007,1006,0.028793284025354957,0.1436188153585695
23,1063,1062,0.1027585585288166,0.20691805539452474
24,202,202,0.08919533472966874,0.20300366197996111
25,3501,3501,0.12706392147450515,0.33450523328768456
26,4209,4208,0.12416937935641784,0.30174221925853484
27,453,453,0.21808192067014615,0.4940294634772783
28,4105,4104,0.08747406392724842,0.2801084019217009
29,6,5,0.05321378436510968,0.09183742680251485
30,3726,3726,0.19633226976522086,0.3227222773006254
31,185,183,0.09000772979250958,0.157988683355939
32,285,285,0.05730932999480003,0.1523900001762593
33,176,176,0.0773851097175945,0.14362016867256805
34,3874,3765,0.03175784438441977,0.2544746781688655
35,303,303,0.10133694134887375,0.34549265425959524
36,1,1,0.13293951684711583,0.21738223893131192
37,22,22,0.12738683193456637,0.20950016420033113
38,3243,3243,0.18022144832758497,0.3336864550153749
39,29,29,0.15644415034208667,0.2562000968829838
40,6,6,0.18337682477310083,0.2966985543198079
41,11,11,0.08530006559564361,0.14338838771095402
42,10,10,0.22318476820101574,0.3580754446196673
43,1446,1439,0.06100758239055104,0.19867933689891515
44,23893,23665,0.02169732759707798,0.3141363033588761
45,492,491,0.10479406421922964,0.29255895232120327
46,296,294,0.10732282729654559,0.20383864213426664
47,26,26,0.28055468103161274,0.4490794819990335
48,305,305,0.06812800560906433,0.17836693201072598
49,35,35,0.11731371330222123,0.19492847666037624
50,3063,3053,0.07628186932690428,0.2595090689379501
51,1280,1280,0.14976850300358738,0.35861200231962387
52,947,945,0.025157030389134284,0.2595897212036991
53,1808,1795,0.08835404197058715,0.15910182259991187
54,73,73,0.17268606553444057,0.3044688440791563
