event_idx,n_cand_nomass,n_pass_mass_filter,z_min,z_max
159,3084,1991,0.0,0.1379771732580532
160,202,81,0.06876258844854946,0.18104954849802632
161,2659,976,0.0,0.30391588484018
162,29806,9284,0.019281708808356904,0.2515083324438169
163,705,335,0.10946476232547873,0.2080284939441874
164,537,65,0.15613141087486074,0.30064006773907453
165,288,46,0.12822585489285543,0.30806677634589774
166,1179,394,0.0032241599442988985,0.26199740660089627
167,36,7,0.14751597792033974,0.24226902168024825
168,138,60,0.1034931451039626,0.21351516975093968
169,331,85,0.14118146177333113,0.2553506495859689
170,1486,544,0.08839294837076385,0.31125151094656955
171,5831,2453,0.0,0.24039909845313687
172,5794,4681,0.09514951439641299,0.1739776674949196
173,480,143,0.10191545462894416,0.27278040879207366
174,664,368,0.0028586567999019114,0.182080679668223
175,0,0,0.11618635305253198,0.19169769452610771
176,1835,854,0.052521649855065806,0.24814119891964695
177,194,124,0.10807842536269932,0.20500674583007356
178,23856,7623,0.06542407425933033,0.25358979728243936
179,168,47,0.15270350485159592,0.268265737970423
180,533,100,0.12988991080380768,0.28237878071316946
181,3369,1853,0.0,0.21557052152686026
182,588,101,0.09728407675355046,0.300945210530346
183,801,165,0.11011501219743315,0.29810351745656216
184,1156,629,0.03551524565164448,0.20748428666231633
185,8282,5208,0.025874581952144628,0.15095109804358015
186,106,84,0.0923027636440693,0.15405734614409908
187,658,147,0.18288022202246954,0.33198757813455987
188,5,1,0.159697032588995,0.25993485015231704
189,153,75,0.07848995541989334,0.17695814614073074
190,506,154,0.04799315849790796,0.2826025374905639
191,460,0,0.22639959302882276,0.3907369952005854
192,4172,1088,0.0963473003167385,0.27915840135712977
193,3373,1794,0.0077392980647573726,0.17139813380356075
194,1892,494,0.1219174015897926,0.3057195093352691
195,29,13,0.15244424541872773,0.24978947188927433
196,257,84,0.12093744706887116,0.3541829570220555
197,3794,1283,0.06979412052377412,0.2291051495061353
198,2564,1275,0.11696837149452931,0.22882619655340003
199,1531,539,0.08682546348384551,0.2586229753213515
