event_idx,n_cand_nomass,n_pass_mass_filter,z_min,z_max
0,355,285,0.0,0.14375536248975332
1,39693,11794,0.10774078842257968,0.37117663311820437
2,132,92,0.03594884511649882,0.11708843594402836
3,1,0,0.14937880791105312,0.2428632137667888
4,136,41,0.0988707332481274,0.21271100754406105
5,932,208,0.19949742732579306,0.38792866816557353
6,822,202,0.0974309401440924,0.31961296363300024
7,17689,10590,0.0,0.15326704030439628
8,473,191,0.11133478804149181,0.2361475215345137
9,275,200,0.009235641568150205,0.12762534541306852
10,1694,745,0.04748989067068378,0.21622303940724366
11,65,25,0.14231919319438763,0.23292829153076972
12,13,5,0.14050732514126135,0.22986562296979424
13,7984,3055,0.0,0.2161239855485277
14,528,195,0.08560228694895171,0.227006903223533
15,49,1,0.2023601559358604,0.3251913038925577
16,3666,2959,0.0,0.07550996948909112
17,14,0,0.20725203275898443,0.33421435485360274
18,5,2,0.12700508978703814,0.20796117044284412
19,141,104,0.09384419972640802,0.16043722740956723
20,1129,421,0.0,0.25607871700659873
21,1435,320,0.08448057568817559,0.35365417399481913
22,1981,620,0.04411475597308528,0.22780770981527315
23,3,1,0.11015684339514135,0.1822436240715699
24,608,296,0.13608432660258324,0.22658102392298768
25,17,14,0.07153533899060296,0.12077846473730565
26,1,1,0.02808978808538267,0.0481196282577659
27,22,19,0.07154073362594593,0.14412934791827825
28,3601,1696,0.0976494562983151,0.2599279854704133
29,125,35,0.12869552391083577,0.22394354193247923
30,223,170,0.06573256342997032,0.11570066732736138
31,23867,13246,0.05863383429554912,0.360651093463181
32,1146,264,0.1298254120206739,0.3302265365121877
33,419,254,0.0,0.1683847468598761
34,9627,6491,0.013837770049659087,0.12948361779414705
35,16035,4667,0.059856273911797195,0.3158170157079713
36,308,128,0.1405829196322206,0.29135584441593576
37,5,2,0.1358886506314654,0.22316682505132188
38,14,4,0.07052890063322392,0.11866897107435703
39,0,0,0.21052479172499663,0.33775673070619255
40,77,7,0.1807509677332313,0.341459601669108
41,26,13,0.1279599041708944,0.21143523898498578
42,977,314,0.10414807465323084,0.3925603882962828
43,5711,1156,0.10760177818092025,0.27585278858881035
44,1125,496,0.0724576583177677,0.22793891982827885
45,9,6,0.07920015268927065,0.13284089740046257
46,986,653,0.06928265698137427,0.15397853674337791
47,11869,8692,0.01635590196267424,0.13878336742084582
48,45727,9248,0.01985693800595833,0.3942754878659229
49,1474,814,0.05252911409179539,0.1660390800988051
50,2,1,0.09579650191016129,0.15886136936350861
51,465,91,0.15946335013599955,0.26211209504525756
52,3262,1404,0.11239318557163379,0.3090372509964537
53,250,97,0.08676826212529866,0.14626680187440702
54,462,41,0.18511481538148047,0.4196352043443477
55,490,106,0.11074661147695679,0.26629585831294955
56,100,88,0.041099157555729876,0.10755049606943681
57,3630,1161,0.03345031112424981,0.2641391387889367
58,10516,3732,0.0870087605141086,0.29212096720976644
59,50496,33148,0.028167091327963228,0.1431402920657637
60,66,33,0.0,0.12886278991412448
61,908,313,0.10871913479143436,0.3530686768517064
62,290,181,0.07677934102922054,0.16964856176210394
63,547,284,0.09744988840601064,0.18095022506126526
64,378,229,0.0,0.14071077744370805
65,9870,4024,0.10456697229773916,0.39109506713365855
66,4567,2077,0.038086746680236185,0.41101250044876286
67,7457,3419,0.10777175665654484,0.26390547886473015
68,951,638,0.07319269020343816,0.16556983878331735
69,4452,1708,0.13276856328425504,0.2918881468854261
70,1889,737,0.10535153083037462,0.25727760671773675
71,2855,879,0.08721488039212709,0.29704081224469175
72,23154,6273,0.03957446736696691,0.29872490528041123
73,8241,2689,0.05061930878954752,0.2462769328969254
74,839,401,0.058265278906251945,0.24026033993881477
75,639,426,0.10120909019210744,0.17480782530943137
76,1042,271,0.06204612431884239,0.31797815422170367
77,87,60,0.09707329585034062,0.16883632412457833
78,2893,1010,0.15746286713361654,0.289063447717449
79,60,17,0.14934802437436023,0.24521676342058715
80,417,56,0.16232954074401446,0.26506708760660785
81,1878,935,0.07894820744934788,0.17834355313643951
82,1217,852,0.06086269980448586,0.19928649029851528
83,2123,1042,0.036778445465191566,0.32261417032838813
84,1856,627,0.0634779014565491,0.30976024731874796
85,8538,5786,0.062103565068682455,0.15687590152205294
86,895,295,0.057297008449700176,0.28403185916227003
87,5702,2741,0.07610654808734085,0.3170900584381051
88,783,479,0.0,0.18584794126586937
89,1001,386,0.1380663429889972,0.46273296579723217
90,505,295,0.0353419669483783,0.19394397028499943
91,20,8,0.1268634560071181,0.2093856875753354
92,23408,10367,0.02814182853937993,0.26254595901347033
93,613,417,0.049917257255459035,0.15476001648962417
94,4879,1504,0.06000644535999604,0.24927318257027758
95,1580,865,0.0,0.16812890984927648
96,2536,395,0.1525199707962204,0.25086262870238796
97,384,42,0.18885570461585102,0.3424505879073653
98,5,0,0.197284593907345,0.31787997717748473
99,789,149,0.12498755476666207,0.4478408999125559
100,1471,183,0.1935101187112599,0.3421345302340157
101,40,10,0.18570158639946432,0.3161721612787579
102,4822,2349,0.00870938095397095,0.23127346011875183
103,32,1,0.1817533363391132,0.29494804205954017
104,22370,8763,0.08415783894830205,0.4797329856115963
105,1813,736,0.0481309306590649,0.322467347289339
106,15,4,0.10743685230963504,0.18478891415021292
107,563,211,0.0,0.32215148540610733
108,11386,6675,0.05969044340601806,0.22679720884650414
109,3094,2219,0.03434673359959115,0.10591673056936995
110,3249,1262,0.07822754874774163,0.2203018635285565
111,2145,101,0.22283826595903178,0.389010913507729
112,17401,6603,0.04966419015909164,0.23557918034630806
113,1111,590,0.0,0.25160915278931756
114,444,284,0.05040690906355491,0.1447731062334994
115,3,0,0.3070997091625041,0.48659406104702474
116,6229,3272,0.0,0.2416563284592119
117,48,0,0.27063632780107005,0.4311468119061893
118,9702,1162,0.23941876809270257,0.4884989573124884
119,684,389,0.016041785540504734,0.2010631882811855
120,503,139,0.1526550957801599,0.3300540626435527
121,29136,11175,0.06178265577894204,0.22125044201033697
122,97,82,0.03540225548684043,0.10048528905053351
123,486,316,0.05393837074267439,0.13495459527988746
124,142,47,0.09569291240225641,0.20956991648878995
125,4757,1833,0.06834698437708481,0.3727656725435892
126,586,79,0.17384913071903435,0.3765054308112774
127,233,44,0.20121703239061237,0.3268404192852497
128,2317,1126,0.01992694467064814,0.20853544530678497
129,649,77,0.2012104039526423,0.3502442747371028
130,5785,1049,0.14319779040311625,0.3221919050482638
131,3166,872,0.1304239934100531,0.24705234835891324
132,803,518,0.01781428038842935,0.19376148303333476
133,5744,2166,0.047922810103422295,0.23845922133263453
134,2185,1015,0.10304853218686363,0.19059905639149707
135,33,27,0.062307876367528096,0.1412117532922904
136,786,294,0.13215732652732398,0.40638710940135453
137,403,192,0.0,0.179398580413141
138,77,62,0.05144704181649076,0.09800280612773968
139,2832,1714,0.050499376574884944,0.1866582066893281
140,185,30,0.2101380108959446,0.3416330703947713
141,417,192,0.0,0.1991566506307869
142,927,443,0.0,0.21920289347287072
143,262,107,0.09987747799331022,0.2026013588685021
144,1549,524,0.11262061352165705,0.22345385094811113
145,694,475,0.0,0.14310538323147137
146,1216,266,0.12752391084272946,0.3374674057236328
147,14728,6056,0.06471495194686447,0.20462557535449477
148,362,171,0.08246182355683307,0.17370510385474922
149,4424,2012,0.03340676190299031,0.34783488967792275
150,1185,454,0.1153219989599667,0.22271165669540277
151,1435,604,0.1261379822262198,0.26526700627804173
152,1542,543,0.055836727483437855,0.30250819013096675
153,153,57,0.10245081690730874,0.20198820909334647
154,311,191,0.0306148539663593,0.13232352264911412
155,1601,367,0.06524102332840445,0.27881107321692494
156,2286,918,0.09780158115907266,0.29712560612702593
157,2058,538,0.10150945691319678,0.32667029278753135
158,500,88,0.21642468580670313,0.4422915131872027
159,644,208,0.11706883754805496,0.22387099193338733
160,57,47,0.0822766822997151,0.15017245081983835
161,12316,5860,0.017723876934564044,0.23413934937947964
162,6141,2336,0.12114361873579502,0.34189450183608333
163,1404,221,0.12587019090590965,0.3265047147496
164,456,386,0.062365290354245574,0.1259003546900861
165,178,69,0.07821524850518928,0.15773623161691763
166,1565,421,0.18292756898480445,0.3108161890064178
167,27,15,0.07335084668883915,0.12536216209993267
168,1039,289,0.012511596139328503,0.2926382057459075
169,3467,76,0.227417668173195,0.5304772033625407
170,4454,1272,0.12434170444255718,0.3981672523529962
171,7398,2067,0.07818863245009723,0.27847609150228014
172,16795,6641,0.07322587625480956,0.2690051861407074
173,138,117,0.07526414942626246,0.12643859695643364
174,650,51,0.21913353229831206,0.48810734908529957
175,238,195,0.05740958187136471,0.10287955766154032
176,26,21,0.11299124002168624,0.19037320212998793
177,6712,2520,0.08291448441389365,0.2035852396706194
178,498,194,0.05169289468322216,0.22538075286275697
179,1092,373,0.054144909986710746,0.2926518159991543
180,11658,7607,0.011265038412030127,0.15228245451439984
181,2,0,0.11751655242780872,0.19306548909389284
182,4857,2797,0.06753810616015223,0.19384400504561528
183,1088,38,0.2067156716629256,0.34304182909964853
184,3479,1219,0.10958284986668397,0.32144240415248204
185,214,93,0.08099382799219963,0.18714805141974855
186,3332,1411,0.10309070035402995,0.30066943606540414
187,3460,2076,0.0,0.24086544233844875
188,8,2,0.1710952848669306,0.2778312384726264
189,631,100,0.16881876032345103,0.3059952673943731
190,108,38,0.1682641850971779,0.3183880693343798
191,417,266,0.03894598401999452,0.18714857991505032
192,719,278,0.012551891469879005,0.21498967734237606
193,1395,312,0.1116381912641954,0.2681175732658018
194,26,2,0.1595126563149212,0.2599775937367082
195,14,3,0.1583381606234764,0.2642969813995172
196,4539,2173,0.002053293841728882,0.2686992623375278
197,63,34,0.07100996848383989,0.1478210323018459
198,2377,1327,0.008783198108068149,0.25130955545022793
199,2680,1317,0.06663259283709382,0.27504151374124053
