event_idx,n_cand_nomass,n_pass_mass_filter,z_min,z_max
0,364,364,0.1093348129344896,0.1974467857163626
1,2815,2815,0.11627586525664829,0.36795894383474054
2,913,913,0.13065273237703245,0.21432354923654706
3,2576,2559,0.05142332603891878,0.17822723166543644
4,266,266,0.07149040931582461,0.1342550588898542
5,520,520,0.0,0.27886796630270433
6,2378,2295,0.0,0.17496492083711254
7,31509,30947,0.0,0.416283006360106
8,630,620,0.0,0.14550344886568356
9,6143,6143,0.13912775656949353,0.36253550897521986
10,1040,1007,0.013632898447809369,0.20423456323840525
11,9346,9330,0.026175137300598887,0.3066199614012545
12,2460,2449,0.059242185580109415,0.2593223860356544
13,27,27,0.13253780527348438,0.21797794212877672
14,1,1,0.13183564234903902,0.21567075034725344
15,10412,10366,0.04916108703774731,0.29364040527564267
16,18096,18039,0.014076073993785727,0.298057415237227
17,227,226,0.10726584709608175,0.20622724008087961
18,851,840,0.0,0.3131769176262672
19,8,8,0.1774120393626691,0.28745130561192156
20,180,179,0.047979270853139154,0.18540658298907692
21,14952,14920,0.07313898173833026,0.34946423037158286
22,125,123,0.05496900722956502,0.2358595244851266
23,144,144,0.07175703025949003,0.1258888881683359
24,12582,12567,0.0663931252287024,0.2633281823755535
25,0,0,0.0836024505471538,0.13863328497731164
26,5487,5487,0.20273758412943294,0.3625874038635116
27,184,184,0.08460023874688327,0.14904039759140472
28,5277,5249,0.014615640462680301,0.1974733922278088
29,665,665,0.15201647183871086,0.26152786859290617
30,185,182,0.025726170569406258,0.12170971083379595
31,2247,2243,0.112029011708928,0.26152250750823186
32,180,180,0.06535318222599855,0.42074505876339763
33,446,445,0.0,0.26573760804832003
34,6797,6768,0.07381400134304532,0.21638637048117607
35,323,323,0.08444799788316097,0.14392506701252902
36,152,152,0.15962188093902357,0.2588848455933815
37,467,467,0.09908841025393608,0.19679820539687318
38,1783,1761,0.03013803401495016,0.25586437787387806
39,13856,13728,0.0,0.20976938471853196
40,13297,13296,0.14510102153238755,0.3318148244438035
41,19,19,0.08994817192128053,0.14966840576292395
42,38,38,0.17733672592703903,0.29995046067754927
43,24,24,0.1677873133996484,0.2733719361617107
44,293,284,0.03205757522032936,0.07425889716741796
45,7163,7139,0.04299475638313166,0.21078778354370692
46,364,349,0.026195899279117106,0.08512403788556913
47,216,215,0.06028909896759309,0.2019176544938465
48,42261,42200,0.09914179548517144,0.48743842234793927
49,1462,1461,0.1072772524208156,0.424527526481097
50,99,99,0.15405953252418358,0.33426339880298267
51,1820,1765,0.06153369078040723,0.15166927212126133
52,28570,28546,0.0826194940671061,0.3166155713192306
53,14717,14697,0.10144873027817691,0.2501310184416417
54,3497,3497,0.19381731986257208,0.35730945229755473
55,6378,6377,0.09032602142750523,0.34520455865579525
56,38,38,0.12867873328948692,0.21177415197977417
57,1526,1526,0.18263015980141992,0.330423825560263
58,5701,5682,0.09692083794724175,0.2545793927314302
59,51,51,0.14029328964192833,0.24098804732394877
60,18453,18347,0.01417416284097958,0.29894406534279366
61,1237,1237,0.18844204424603628,0.3301890250620714
62,1194,1193,0.08899077412483389,0.2349325786772603
63,24,24,0.09114937831495994,0.1510043386266795
