event_idx,n_cand_nomass,n_pass_mass_filter,z_min,z_max
157,1102,1098,0.0934621358833781,0.2887804352994518
158,8,8,0.13646587305126623,0.22489844677882087
159,16081,15786,0.05035554816883742,0.18841849266939598
160,4132,4052,0.03426837912493552,0.3053363459916072
161,1001,1001,0.1185856529597122,0.2350140916578068
162,918,917,0.036726819070534614,0.4402677893883516
163,11850,11850,0.1777983152917882,0.36207722568481104
164,10,9,0.03901555523638835,0.06730609215203495
165,494,493,0.02120872642977534,0.17835505543554134
166,5850,5822,0.09048284111150996,0.22783320578835234
167,1044,1040,0.0,0.2355098579315868
168,545,544,0.0161814268285495,0.24526420475143593
169,20123,20123,0.17996055804765032,0.41468916481068735
170,1733,1733,0.13799028667396662,0.27025505516120185
171,122,122,0.13434463460432394,0.22457726068080913
172,861,855,0.06515614826387493,0.23061685411139796
173,50,50,0.14607195767449788,0.23879605567015919
174,6688,6685,0.1201643651059366,0.29403411913258237
175,816,810,0.08713520116119551,0.19410856519776112
176,2,2,0.04060893072890604,0.07218510361056084
177,1188,1164,0.0,0.15694766252920564
178,4296,4253,0.044158690984112854,0.19763059057149007
179,263,262,0.09131829115214536,0.15504412314515612
180,26160,26005,0.012138888946777773,0.263329035696683
181,2,2,0.1622414813330516,0.26327763042317254
182,8311,8246,0.0,0.25721226844174355
183,18,18,0.06754276273172298,0.1135648384753567
184,300,300,0.16321962390769693,0.2929745995879648
185,275,275,0.12066156297228976,0.3762997305143212
186,4920,4896,0.0766506108707688,0.21173471393913829
187,41,41,0.11639937929477286,0.22415323236081966
188,4802,4733,0.0,0.15996910944198403
189,69,69,0.17435488207394456,0.28284191298258354
190,698,674,0.04671565559568119,0.11248009716315652
191,446,446,0.11277487383759607,0.21478106005084183
192,22960,22937,0.06779658481520517,0.25182786364358356
193,1258,1258,0.18251415310162428,0.5112781890634832
194,251,251,0.2016805178704509,0.36700502350680586
195,194,193,0.05883884757331835,0.16429741543081186
196,3000,3000,0.1826389444447298,0.44025651211590644
197,245,245,0.203935839598741,0.33987426354061456
198,6642,6519,0.0,0.17012755236848381
199,3079,3066,0.03931678766573569,0.33503047015440823
