event_idx,es_null_det
0,0.05557462287258258
1,0.046402683519932895
2,0.05519301325269732
3,0.023180653387384516
4,0.0554564908516678
5,0.021592535892003134
6,0.04016044606240765
7,0.028981810934261814
8,0.011437282080495683
9,0.03366084990301343
10,0.006844580253761905
11,0.037492342786536945
12,0.046550970068843775
13,0.04898324028531428
14,0.02802588545610642
15,0.052597914174517896
16,0.026548995940359768
17,0.04856044213822078
18,0.0367101416452399
19,0.05105042963243564
20,0.05890974680912913
21,0.055375149167576576
22,0.05571036840636533
23,0.026267993150285256
24,0.047093944352809565
25,0.045565750975863115
26,0.02696795578707599
27,0.040348348538219746
28,0.019770974848486934
29,0.05510248206738432
30,0.03335480277673252
31,0.05007047386374874
32,0.056771199830233925
33,0.05119162264655786
34,0.050224136143091645
35,0.05075911913472504
36,0.04140394055646842
37,0.025341703512914905
38,0.048741537293959684
39,0.054983891991554394
40,0.051791861301395445
41,0.03320144532788826
42,0.05362901136047732
43,0.05525749194403036
44,0.03560010506527006
45,0.05520777696585829
46,0.0539994295029733
47,0.04998621893572276
48,0.055275031342868215
49,0.05327451791457026
50,0.05439593753058014
51,0.03571803055829977
52,0.03590082773888662
53,0.051351360532362465
54,0.05642323350574962
55,0.043931397060858496
56,0.055308080520586014
57,0.037975211300136084
58,0.025180408256084745
59,0.04953634682763844
60,0.05339204503583211
61,0.050161020967330563
62,0.05497771673290382
63,0.05460637518275123
64,0.02784209565973876
65,0.05470634488100475
66,0.05522420054065881
67,0.045597587136196
68,0.038320863291527126
69,0.05287272149144084
70,0.04668810071659062
71,0.057489055632695005
72,0.031739001881517535
73,0.05641180376248964
74,0.04273847824028096
75,0.050701439610580004
76,0.049959105306908745
77,0.02481373586346761
78,0.05478050515890237
79,0.04892061488359748
80,0.02375617074111754
81,0.05409120808300283
82,0.018613344978458367
83,0.05233599033842721
84,0.03599732148372102
85,0.02376724551251691
86,0.03724657039369086
87,0.05500170581533342
88,0.03045177158293621
89,0.05492260190277474
90,0.0302433494375753
91,0.021084815753800664
92,0.055400296268525544
93,0.025799151044239393
94,0.055673692636352703
95,0.04656744413578929
96,0.050173400090923664
97,0.045305552362834435
98,0.055365567434290795
99,0.05541794779638819
100,0.045598322252404865
101,0.03829599453385191
102,0.049867964897767646
103,0.050503813589269315
104,0.05511684146382094
105,0.03903917403315029
106,0.046108849672613895
107,0.049398869374114154
108,0.05466993175498246
109,0.04887865088021087
110,0.017978966680572656
111,0.04586857971397252
112,0.0472283407949991
113,0.05795396056998995
114,0.04127944520610195
115,0.04262135328976749
116,0.05665896120660217
117,0.04150552254784555
118,0.04143511759557491
119,0.03079056347949094
120,0.0543678493176572
121,0.03989444697565754
122,0.034183416261561426
123,0.05122780349620815
124,0.05447449735570007
125,0.050493177949245606
126,0.054973152150238055
127,0.054683651766800824
128,0.0470085486203576
129,0.04237367735967478
130,0.0379455066971143
131,0.03419963819124252
132,0.055541333157479965
133,0.05544044808405541
134,0.05685111293739898
135,0.029839542072571893
136,0.03827531295857411
137,0.04189615495218244
138,0.0429344902074247
139,0.043425561571161356
140,0.050764599987273736
141,0.05010066646152774
142,0.05480356927666247
143,0.043476182409971746
144,0.01684994613892934
145,0.05304869280940578
146,0.055312841479624446
147,0.03412490629518016
148,0.05227384971005869
149,0.05451266472804152
150,0.04311985632114046
151,0.05180603991848954
152,0.050044341840374575
153,0.05693526277704838
154,0.014027412196012336
155,0.033453216943448126
156,0.038023514664699234
157,0.020955394510102643
158,0.053590223343515354
159,0.02909429913501575
160,0.05457773019931898
161,0.023263698592091646
162,0.03316502364520345
163,0.055207855101295465
164,0.05097028376915984
165,0.05622773321448064
166,0.029276185915511312
167,0.0548780101199947
168,0.040918606899412145
169,0.053285174147932005
170,0.054032264144402
171,0.049863420955923804
172,0.05260474652355146
173,0.04098742377607568
174,0.0474356283674763
175,0.017587039368400652
176,0.053328565689387784
177,0.053934831205964914
178,0.05250708069147435
179,0.05781491621036887
180,0.02147212277776583
181,0.05306489685111357
182,0.0016335182510386044
183,0.037955902850426444
184,0.05078739410850267
185,0.05010852535186509
186,0.057614222843044724
187,0.04494926101601513
188,0.045854815608551674
189,0.05494920140069086
190,0.04267858334940515
191,0.03678600145039329
192,0.05031444221198213
193,0.029584979086515174
194,0.02265766570942826
195,0.05328280912308674
196,0.05211226974336778
197,0.05550102194892833
198,0.04619558474322749
199,0.03052777551504915
