event_idx,h,d_hat,sigma_dL,z_true,host_galaxy_index,n_cand_no_bh,n_cand_with_bh,f_bar_z_true,f_k_z_true,L_cat_no_bh,B_num,D_tilde_phi
0,0.73,2.227133780281501,0.1593372903101358,,-1,1833,1833,,,0.0012401656579689928,42913214.88590908,947092103.9967711
1,0.73,2.879647795448915,0.001829240680499091,,-1,1,1,,,1.851614029409316e-06,57323126.205617204,947092103.9967711
2,0.73,2.0471448605273754,0.12030342052247973,,-1,944,944,,,0.0034870870818081664,51773333.62287358,947092103.9967711
3,0.73,2.0952810832621425,0.0782057426416705,,-1,15787,15787,,,0.001315118668137712,38341127.92072363,947092103.9967711
5,0.73,2.511306451025932,0.031081625681143192,,-1,0,0,,,0.0,35810713.9993506,947092103.9967711
6,0.73,3.3909539186741067,0.18556975355628783,,-1,1961,1961,,,2.8069361721387657e-06,22438050.94715072,947092103.9967711
7,0.73,2.172793172562511,0.0016941448866102694,,-1,12,12,,,0.001214499924400093,53648449.28585656,947092103.9967711
8,0.73,5.129725748817335,0.0011966546923011271,,-1,0,0,,,0.0,13116201.762176745,947092103.9967711
9,0.73,1.0280305340333271,0.03255885846865489,,-1,1100,1100,,,0.043536740017943575,9073264.080355138,947092103.9967711
10,0.73,0.8908401753563818,0.01828892527015461,,-1,12027,12024,,,0.06872717602985494,7777166.128959047,947092103.9967711
11,0.73,4.128693293953647,0.02129453476860906,,-1,0,0,,,0.0,34373633.60484346,947092103.9967711
12,0.73,1.7078596023767858,0.059908032380177535,,-1,54,54,,,0.006636037960104884,17189242.543299533,947092103.9967711
13,0.73,6.30637632458389,0.1255048884373306,,-1,0,0,,,0.0,1663454.6939399897,947092103.9967711
14,0.73,3.580959536577976,0.1495162180832979,,-1,7,7,,,2.866795618257507e-10,15035197.74862468,947092103.9967711
15,0.73,2.5058520760546124,0.0800432290917308,,-1,77,77,,,2.913467958665082e-05,56116086.8861747,947092103.9967711
16,0.73,3.8450899142616137,0.15147992490499623,,-1,12,12,,,2.131406066369032e-09,36342881.343450814,947092103.9967711
17,0.73,4.212638954630847,0.02844592598757685,,-1,0,0,,,0.0,29072672.93657982,947092103.9967711
19,0.73,2.401320188753046,0.08668183139296493,,-1,4157,4157,,,0.00014109611890826792,53437799.30469694,947092103.9967711
20,0.73,0.9211996610098128,0.05223604530742924,,-1,5858,5855,,,0.06511263674981344,8219041.123350127,947092103.9967711
21,0.73,2.871702108853241,0.0018865537370866573,,-1,3,3,,,3.0982541794059244e-10,57528529.43775048,947092103.9967711
22,0.73,3.2881707210353524,0.01039563951112677,,-1,12,12,,,7.664729210544905e-07,49498002.853950046,947092103.9967711
23,0.73,2.3171047199512937,0.09686558272210259,,-1,506,506,,,5.084468967603365e-05,20496816.54276042,947092103.9967711
24,0.73,2.3805173921719267,0.0003188250948900498,,-1,0,0,,,0.0,52970447.18026258,947092103.9967711
25,0.73,1.7299094240917006,0.0657536457955922,,-1,7061,7061,,,0.013124612769267576,35774747.627363674,947092103.9967711
26,0.73,1.51399593798364,0.07820439678164137,,-1,258,258,,,0.025948329265086105,29746863.070838436,947092103.9967711
27,0.73,2.8226130678117527,9.384412490790375e-05,,-1,8,8,,,2.2899002319578877e-08,53365819.512204684,947092103.9967711
28,0.73,1.248440925265868,0.0947791150657211,,-1,2101,2101,,,0.05485750781896923,22639022.80654834,947092103.9967711
29,0.73,2.23273435238425,0.04337963097270538,,-1,247,247,,,0.0010661903597928397,26393529.27133431,947092103.9967711
30,0.73,3.065799218129975,0.05493737389907894,,-1,14,14,,,1.6311685656977786e-05,54228379.839579895,947092103.9967711
31,0.73,2.904065073553052,0.05673463976106925,,-1,72,72,,,1.2512749990874172e-06,38385673.71469202,947092103.9967711
32,0.73,2.123816320767565,6.876249567366295e-05,,-1,0,0,,,0.0,33487807.364116214,947092103.9967711
33,0.73,3.8879051400435514,0.030889224115749493,,-1,30,30,,,1.4144590766219102e-10,37547809.376688674,947092103.9967711
35,0.73,3.233338555272816,0.06945460920852266,,-1,14,14,,,3.752121278233962e-09,49800347.44295266,947092103.9967711
36,0.73,3.666216893171248,0.1346620898518722,,-1,0,0,,,0.0,43305622.693634234,947092103.9967711
37,0.73,2.062187826958412,0.0016507349922143426,,-1,0,0,,,0.0,45013294.13747884,947092103.9967711
38,0.73,2.5779850271636757,0.0038459918980752075,,-1,11,11,,,5.01189918584736e-05,58865524.73931709,947092103.9967711
39,0.73,0.8295531736384711,0.015161291556483571,,-1,0,0,,,0.0,14436039.37771088,947092103.9967711
40,0.73,1.6015403654966531,0.05325349405247509,,-1,378,378,,,0.001650590786290348,12289753.121818453,947092103.9967711
41,0.73,2.8374051485335894,0.0009692188091311909,,-1,0,0,,,0.0,38223519.79799244,947092103.9967711
42,0.73,1.8193930795687805,0.14761072167463177,,-1,1180,1180,,,0.008852425628922371,43037820.17705232,947092103.9967711
43,0.73,4.757105591890748,0.002844941515135428,,-1,0,0,,,0.0,12731098.051736176,947092103.9967711
44,0.73,3.07867148605498,0.0032522237457575085,,-1,0,0,,,0.0,41020671.29520107,947092103.9967711
45,0.73,1.995954344712672,0.1717650329014765,,-1,0,0,,,0.0,54562992.93663893,947092103.9967711
46,0.73,1.579532760330696,0.0008608735335273627,,-1,9,9,,,0.009192684450233283,34045825.55633148,947092103.9967711
47,0.73,2.380509412960233,0.0296357661930985,,-1,21,21,,,4.225431212503902e-05,40797613.96197197,947092103.9967711
48,0.73,1.7856863787345467,0.0003380792391414638,,-1,0,0,,,0.0,26815141.862590354,947092103.9967711
49,0.73,1.250283538638174,0.09998797451913155,,-1,1305,1305,,,0.039702160036973806,14585988.910238426,947092103.9967711
50,0.73,3.4187436567109097,0.0011909242019197237,,-1,1,1,,,4.378792773833895e-09,35063290.24262346,947092103.9967711
51,0.73,1.2752256556285386,0.054783222171089024,,-1,526,526,,,0.014585826881228591,16247857.119994853,947092103.9967711
52,0.73,2.458710453810345,0.11026350328447124,,-1,367,367,,,0.00015343815583051138,46677033.97073238,947092103.9967711
53,0.73,1.8466622166647384,0.04427286640763166,,-1,881,881,,,0.0019906201600673095,12298727.9586882,947092103.9967711
54,0.73,1.7205334328949766,0.08423883822945388,,-1,0,0,,,0.0,43867633.46192931,947092103.9967711
55,0.73,2.3981320928646106,0.1009190623718552,,-1,629,629,,,0.0006500544002064695,50972438.07443663,947092103.9967711
56,0.73,2.4001544856418744,0.004260680947930493,,-1,356,356,,,0.0003211211662423741,52590553.36185668,947092103.9967711
58,0.73,1.4528224876232525,0.10085564966289594,,-1,0,0,,,0.0,36631992.34403975,947092103.9967711
59,0.73,2.318985918690461,0.02984357513538048,,-1,69,69,,,0.00010754343000317132,34098159.73423956,947092103.9967711
60,0.73,4.231948401147599,0.044621440453215984,,-1,0,0,,,0.0,427561.3920309512,947092103.9967711
61,0.73,2.14760583533952,0.0018842557547998275,,-1,0,0,,,0.0,56674361.75232326,947092103.9967711
62,0.73,1.850335414391607,0.07004556604626092,,-1,267,267,,,0.005070677738724571,46056427.39973115,947092103.9967711
64,0.73,1.6962979341618445,0.04735117488716304,,-1,485,485,,,0.013113792600963068,38140486.909083135,947092103.9967711
65,0.73,1.5291804129914726,0.0005645490494591237,,-1,2,2,,,0.041363673090323405,28530416.985605855,947092103.9967711
66,0.73,2.391775713433711,0.0593723690850281,,-1,854,854,,,0.001297165854011746,47381982.755662456,947092103.9967711
67,0.73,2.602570721559294,0.1067454202947199,,-1,1837,1837,,,0.0012074872363613898,58489365.50083492,947092103.9967711
68,0.73,1.9745993751953617,0.1479599614884047,,-1,1127,1127,,,0.0034396544387719943,47309003.165514454,947092103.9967711
69,0.73,2.1597513929459398,0.038099582772061956,,-1,210,210,,,0.0007918145363256186,44492182.516301885,947092103.9967711
70,0.73,1.6358049710724558,0.023726239893407046,,-1,47,47,,,0.009052662974107643,26331303.87451412,947092103.9967711
71,0.73,3.183932018984476,0.05128093164937626,,-1,144,144,,,2.6058617482371787e-05,52173608.543623835,947092103.9967711
72,0.73,2.1282846991445266,0.0055122044160672,,-1,27,27,,,0.003901356129775415,52437687.69947079,947092103.9967711
73,0.73,2.194301178106425,0.0025697905646350793,,-1,6,6,,,3.6255424439076676e-05,17988803.827664986,947092103.9967711
74,0.73,3.416897453939801,0.03200433052328231,,-1,10,10,,,4.705624695560489e-10,46238782.2475566,947092103.9967711
75,0.73,2.1722939586851333,0.04026419504205939,,-1,0,0,,,0.0,58012540.169824615,947092103.9967711
76,0.73,1.2065640211047022,0.0059845206455131795,,-1,29,29,,,0.055226785050256084,20638584.723698504,947092103.9967711
77,0.73,1.3793823303983668,0.005966107223306383,,-1,5,5,,,0.002686292605534547,10684652.353625732,947092103.9967711
78,0.73,0.5026856628240661,7.984272873243278e-05,,-1,0,0,,,0.0,566327.9777650534,947092103.9967711
79,0.73,5.253730032750432,0.24354718641363443,,-1,6,6,,,2.4619052048640866e-10,12070829.384892693,947092103.9967711
80,0.73,2.118736293814603,0.0011210504250877432,,-1,54,54,,,0.0013567920590565653,16590464.126147691,947092103.9967711
81,0.73,2.716264463033196,0.02870456815750761,,-1,10,10,,,6.600065568362394e-07,30786717.539305896,947092103.9967711
82,0.73,3.579980407856063,0.1584651228515032,,-1,65,65,,,2.4513828092718385e-07,43662121.6626394,947092103.9967711
83,0.73,5.692753644745763,0.07354837910120997,,-1,0,0,,,0.0,619386.6252897115,947092103.9967711
84,0.73,2.403655471736853,0.042048129448787615,,-1,0,0,,,0.0,44061957.067396946,947092103.9967711
85,0.73,3.657103755505682,0.1809920094380086,,-1,7,7,,,2.1365580309015757e-08,41688020.39772169,947092103.9967711
86,0.73,1.8436990187773608,0.11019027959116086,,-1,10407,10407,,,0.01085660368534471,43636675.805356294,947092103.9967711
88,0.73,1.966160921987319,0.18941004288312618,,-1,2000,2000,,,0.0076258762235000875,43329850.78361808,947092103.9967711
89,0.73,4.5743688670102935,0.033750833162930954,,-1,0,0,,,0.0,13978456.280748222,947092103.9967711
90,0.73,2.9401669929274856,0.08317251920369612,,-1,153,153,,,2.4963847496243984e-07,15745612.93712963,947092103.9967711
93,0.73,3.730708019590423,0.14217019079432897,,-1,4,4,,,4.2285383579812794e-11,42718408.88557208,947092103.9967711
94,0.73,2.54779868466491,0.009644674229432777,,-1,0,0,,,0.0,42734369.86939756,947092103.9967711
95,0.73,1.5714812691236917,0.003926539524136157,,-1,0,0,,,0.0,42993454.63270944,947092103.9967711
96,0.73,2.1679632469258103,0.05437618392491698,,-1,2547,2547,,,0.0034756064383758777,53163081.80756028,947092103.9967711
97,0.73,3.558101398257327,0.14793258912556184,,-1,23,23,,,1.0976515928463928e-07,40922250.184467316,947092103.9967711
98,0.73,3.954716931231704,0.0889608143446883,,-1,18,18,,,1.0561600744947633e-09,21964397.20610567,947092103.9967711
99,0.73,2.3583279351523974,0.08952203705933418,,-1,0,0,,,0.0,52951845.74270028,947092103.9967711
100,0.73,2.025697198648793,0.025922406891141492,,-1,178,178,,,0.0016925633462550654,32661042.995355714,947092103.9967711
101,0.73,4.215909367850594,0.020623626251677952,,-1,0,0,,,0.0,26359964.30660018,947092103.9967711
102,0.73,3.3690128252259486,0.016950075087966424,,-1,0,0,,,0.0,49845802.81202175,947092103.9967711
103,0.73,2.4677735930038835,0.0005330424866370995,,-1,0,0,,,0.0,17514614.927237976,947092103.9967711
104,0.73,5.188065541814998,0.05813380390655509,,-1,0,0,,,0.0,12009774.45743096,947092103.9967711
105,0.73,1.7083191354991922,0.04644092364704109,,-1,658,658,,,0.004614147306375892,13141038.025208894,947092103.9967711
106,0.73,1.6021633917350764,0.03800931572843295,,-1,283,283,,,0.020917012044854813,35979455.99030358,947092103.9967711
107,0.73,2.0350721770266738,0.10852584591141227,,-1,63,63,,,0.0003643816330759056,52515831.82133826,947092103.9967711
108,0.73,2.062310993733899,0.10446365678959357,,-1,860,860,,,0.0017836267792023686,23983062.389261574,947092103.9967711
