event_idx,h,d_hat,sigma_dL,z_true,host_galaxy_index,n_cand_no_bh,n_cand_with_bh,f_bar_z_true,f_k_z_true,L_cat_no_bh,B_num,D_tilde_phi
109,0.73,1.850803497806128,0.08100195800894136,,-1,1085,1085,,,0.008651190041839894,42764518.33237483,947092103.9967711
110,0.73,5.699990083341183,0.12974201314188208,,-1,0,0,,,0.0,5292087.395826746,947092103.9967711
112,0.73,3.164973282862315,0.05097757486092095,,-1,45,45,,,1.3422512253733771e-05,53027221.01030701,947092103.9967711
113,0.73,4.91641326981261,0.039364642271389944,,-1,0,0,,,0.0,12157700.802125843,947092103.9967711
114,0.73,4.136495701849609,0.0029229655093495977,,-1,6,6,,,7.92929502360918e-12,32697733.232504655,947092103.9967711
115,0.73,3.491098671260445,0.0012194219863909915,,-1,0,0,,,0.0,33061506.34163467,947092103.9967711
116,0.73,3.756991608725602,0.05839175872355533,,-1,0,0,,,0.0,36672380.862040944,947092103.9967711
117,0.73,5.460714632442343,0.22375366927265505,,-1,0,0,,,0.0,8222335.082359717,947092103.9967711
118,0.73,2.7791793683914707,0.002945937690563605,,-1,0,0,,,0.0,31876779.235144466,947092103.9967711
119,0.73,3.8375979559675306,0.1551763506326051,,-1,0,0,,,0.0,39806411.10071924,947092103.9967711
120,0.73,2.136706109226978,0.009478981140817655,,-1,392,392,,,0.002271827666803997,46703899.01885918,947092103.9967711
121,0.73,0.8312664165667853,0.0011506755254398911,,-1,0,0,,,0.0,12504517.700035684,947092103.9967711
122,0.73,2.285794996645494,0.07004663983703573,,-1,16,16,,,8.071951143815894e-05,59086757.52627598,947092103.9967711
123,0.73,3.4379825662769465,0.1347514250641803,,-1,266,266,,,2.8523889586914173e-06,48160074.61831296,947092103.9967711
124,0.73,2.615825271641114,0.06503734322320677,,-1,236,236,,,1.2274749759057236e-05,41995203.04023171,947092103.9967711
125,0.73,2.4576789232478613,0.022471416644733372,,-1,22,22,,,1.3362307225893416e-05,53389030.29352882,947092103.9967711
126,0.73,3.4458735093767903,0.04041330050586564,,-1,4,4,,,7.568200179317188e-10,29986996.067307033,947092103.9967711
127,0.73,1.551269623434095,0.04740114572519318,,-1,684,684,,,0.010058962369178366,17443048.402810324,947092103.9967711
129,0.73,3.088715770078018,0.035453646001644176,,-1,142,142,,,1.2134899322336196e-07,34967787.626818016,947092103.9967711
130,0.73,2.141976017624295,0.16684631065339772,,-1,0,0,,,0.0,53484921.197928704,947092103.9967711
132,0.73,2.328370100531771,0.05577682619828507,,-1,384,384,,,0.00021534997993265362,38148527.55596573,947092103.9967711
133,0.73,2.377460822469528,0.21454167463214624,,-1,1086,1086,,,0.004086554139728975,56569626.07802301,947092103.9967711
134,0.73,1.2952833803196575,0.04702697328887859,,-1,9122,9122,,,0.036852061214036384,16744609.07738353,947092103.9967711
135,0.73,1.2582648160831629,0.0747206249233918,,-1,2973,2970,,,0.06745269530300059,20380153.296020433,947092103.9967711
136,0.73,2.3555897774020447,0.013361490689507665,,-1,155,155,,,0.0017002307441411819,57470401.49475914,947092103.9967711
137,0.73,1.6075944237950768,0.01982048300304763,,-1,0,0,,,0.0,38437605.328275315,947092103.9967711
138,0.73,1.0779547911273333,0.014029555596400765,,-1,76,76,,,0.015349418753747256,3222538.216206834,947092103.9967711
139,0.73,2.990709790989468,0.21756975610587379,,-1,809,809,,,0.00022893528399054597,42016750.290544815,947092103.9967711
140,0.73,0.7073357086440076,0.01550221168611434,,-1,213,213,,,0.033626356971279546,2066223.7718451275,947092103.9967711
141,0.73,1.2405823697554996,0.02262863324282534,,-1,0,0,,,0.0,15654984.958299855,947092103.9967711
142,0.73,1.699311467055587,0.031908208161172257,,-1,152,152,,,0.009008745335797574,39879243.0866229,947092103.9967711
143,0.73,3.162043929746007,0.0016041194479225107,,-1,0,0,,,0.0,34731036.61526046,947092103.9967711
144,0.73,1.3882078951389616,0.07573143606083738,,-1,968,968,,,0.020647389181634227,17848390.829641625,947092103.9967711
146,0.73,2.270876264278934,0.0006791935789168086,,-1,3,3,,,3.4626479550380896e-07,21517584.866101556,947092103.9967711
147,0.73,1.5434101657182224,0.012226015461060892,,-1,6012,6012,,,0.016508651779573433,22914610.866815805,947092103.9967711
148,0.73,2.666199834583279,0.01297153580998025,,-1,88,88,,,3.032322405234921e-07,10127010.448043473,947092103.9967711
149,0.73,2.8409309217580088,0.0009587981145779579,,-1,0,0,,,0.0,57685514.215239406,947092103.9967711
151,0.73,1.6044580141726783,0.059301600679613195,,-1,0,0,,,0.0,17654437.237403736,947092103.9967711
152,0.73,3.161273676827155,0.055136107107656776,,-1,49,49,,,4.872074029509879e-09,27953725.57828923,947092103.9967711
153,0.73,1.278387219876019,0.0010504956534154808,,-1,10,10,,,0.08349763108404923,18445197.563873015,947092103.9967711
154,0.73,2.3444717365691474,0.010386804300611426,,-1,0,0,,,0.0,48517220.76103632,947092103.9967711
155,0.73,2.849476346378013,0.00488250875490531,,-1,1,1,,,4.023474430956365e-05,58177124.28592643,947092103.9967711
156,0.73,2.072458359151915,0.026420745136350714,,-1,167,167,,,0.001576875915115719,42637090.951414354,947092103.9967711
157,0.73,1.593767870980474,0.013744495732226773,,-1,885,885,,,0.010383428039193333,13393231.911455581,947092103.9967711
158,0.73,1.5005362549561008,0.032024217387670854,,-1,512,512,,,0.03882506945247144,28919629.25328127,947092103.9967711
160,0.73,2.4092120451774792,0.14595215830854028,,-1,7446,7446,,,0.00012435510835103977,33647776.61280404,947092103.9967711
161,0.73,2.6474096767158155,0.07835267699158338,,-1,1594,1594,,,6.3579306543681495e-06,44984101.532600306,947092103.9967711
162,0.73,2.002187944779167,0.04569493251731969,,-1,1226,1226,,,0.005346480234888877,47421737.81748947,947092103.9967711
163,0.73,2.930119083702125,0.08766428013776592,,-1,25,25,,,5.24170304495789e-07,54706715.40162366,947092103.9967711
164,0.73,3.4192418121456702,0.12325146125265006,,-1,165,165,,,1.4134112018302254e-06,42595677.08170291,947092103.9967711
165,0.73,3.918136432166364,0.03585109257015468,,-1,0,0,,,0.0,25644867.963085264,947092103.9967711
166,0.73,3.2354930352782003,0.13824162943214643,,-1,95,95,,,5.205048056892719e-08,47257181.639701694,947092103.9967711
167,0.73,1.958561609893148,0.0009819254871867896,,-1,5,5,,,2.9356938431248843e-06,11629088.802861623,947092103.9967711
168,0.73,1.1384418755066503,0.03674120794015896,,-1,126,126,,,0.021201514007673603,7645759.568712311,947092103.9967711
169,0.73,2.9408544221742665,0.07789805357266893,,-1,29,29,,,2.7879112546203575e-07,56949803.732677266,947092103.9967711
170,0.73,0.8742677955286696,0.04155776600148521,,-1,665,665,,,0.07851283025092708,6144436.185588131,947092103.9967711
171,0.73,2.501610927402558,0.21899359992731293,,-1,3744,3744,,,0.0020944820081982775,54990298.46170702,947092103.9967711
172,0.73,1.95283540242876,0.15545841742085212,,-1,649,649,,,0.003626365723187773,43573390.85809886,947092103.9967711
173,0.73,1.2715322915549845,0.03182418058661841,,-1,0,0,,,0.0,22839732.98325916,947092103.9967711
174,0.73,2.79513004054276,0.14044896624750927,,-1,202,202,,,9.117937441826501e-06,54352898.42978595,947092103.9967711
175,0.73,2.4286829004213435,0.09606189304184308,,-1,0,0,,,0.0,49756090.93561274,947092103.9967711
176,0.73,1.7392007672057872,0.02028652710124875,,-1,147,147,,,0.008795827603604355,33764961.581990175,947092103.9967711
177,0.73,1.5369938477265688,0.1265627965200094,,-1,510,510,,,0.016156097448309394,34144347.67365681,947092103.9967711
178,0.73,3.6854371188324366,0.19957465217839565,,-1,7,7,,,1.4290905843552325e-10,19978170.158162486,947092103.9967711
179,0.73,1.399534720698545,0.13254853154833177,,-1,170,170,,,2.6655776059606352e-06,37393977.07714854,947092103.9967711
180,0.73,2.4470330674339973,0.20144353584435168,,-1,0,0,,,0.0,46849898.88729112,947092103.9967711
181,0.73,2.9979414969361904,0.00033004519961525824,,-1,0,0,,,0.0,9667198.144966926,947092103.9967711
182,0.73,1.8327641668550505,0.1583511209962067,,-1,1,1,,,2.2303718353385458e-14,50217342.003251106,947092103.9967711
183,0.73,2.1996923239024397,0.11848436816774018,,-1,502,502,,,0.0007910424708095662,44703897.69621486,947092103.9967711
184,0.73,1.5681662176798432,0.14448439856811393,,-1,186,186,,,0.0018974472514961007,10329202.035375604,947092103.9967711
185,0.73,2.6994190555160347,0.03824090777466455,,-1,567,567,,,1.1318904869933772e-05,47048324.19703654,947092103.9967711
187,0.73,4.220165535950541,0.1832617465020038,,-1,0,0,,,0.0,31079636.34101459,947092103.9967711
188,0.73,2.0060696715207733,0.0901994073103072,,-1,3581,3581,,,0.005985045467452557,50536919.66706923,947092103.9967711
189,0.73,2.652085492455193,0.08701190647404757,,-1,0,0,,,0.0,44078446.469031915,947092103.9967711
190,0.73,2.833156209136539,0.15551837531652682,,-1,611,611,,,1.2195048166379249e-05,58372590.11790758,947092103.9967711
191,0.73,3.386913015719958,0.2859553510777889,,-1,54,54,,,1.0801880856459593e-06,41855355.0094011,947092103.9967711
192,0.73,2.4696354916746555,0.004128419257839588,,-1,0,0,,,0.0,57774397.98375502,947092103.9967711
193,0.73,0.8594067809567093,0.0035784459428130255,,-1,442,442,,,0.03848470477882858,6264376.966631355,947092103.9967711
194,0.73,2.622176971124032,0.0014316570944745673,,-1,1,1,,,9.383357439838019e-06,11784849.390196979,947092103.9967711
196,0.73,2.300882798965564,0.05198306859086042,,-1,1188,1188,,,0.0026648173302207174,55983632.33310727,947092103.9967711
197,0.73,3.311851488593156,0.22441802312513315,,-1,441,441,,,7.193570663111268e-07,48048481.95414866,947092103.9967711
198,0.73,2.8155755460838154,0.089024020116846,,-1,1658,1658,,,0.000378032242202732,56240523.24009915,947092103.9967711
199,0.73,2.619393508791275,0.1577737179834772,,-1,299,299,,,1.751968926936218e-05,37430165.94991334,947092103.9967711
